,modem_male,modem_female,tuple,average_male,average_female,female-male
0,-0.04202249,-0.30363524,"('unsociable', 'sociable')",-0.0420225,-0.3036352,-0.2616127
1,0.57688475,0.19954357,"('unfriendly', 'friendly')",0.5768847,0.1995436,-0.3773411
2,0.23828971,0.24752541,"('unlikable', 'likable')",0.2382897,0.2475254,0.0092357
3,-0.5345968,-0.44882065,"('repellent', 'pleasant')",-0.5345968,-0.4488207,0.0857761
4,-2.6005776,-2.6154618,"('disliked', 'liked')",-2.6005776,-2.6154618,-0.0148842
5,-0.8958589,-0.93813956,"('distant', 'outgoing')",-0.8958589,-0.9381396,-0.0422807
6,-0.35334817,-0.45978984,"('distant', 'open')",-0.3533482,-0.4597898,-0.1064416
7,-0.046683654,-0.07426916,"('insensitive', 'sensitive')",-0.0466837,-0.0742692,-0.0275855
8,-0.50283587,-0.71389055,"('unaffectionate', 'affectionate')",-0.5028359,-0.7138906,-0.2110547
9,-0.0103949625,-0.23386581,"('unaffectionate', 'caring')",-0.010395,-0.2338658,-0.2234708
10,-0.66644895,-0.74098885,"('unsympathetic', 'sympathetic')",-0.666449,-0.7409889,-0.0745399
11,0.99310964,0.9706385,"('unhelpful', 'helpful')",0.9931096,0.9706385,-0.0224711
12,-1.5741808,-1.5429654,"('unsupportive', 'supportive')",-1.5741808,-1.5429654,0.0312154
13,-0.43442583,-0.5623782,"('impolite', 'polite')",-0.4344258,-0.5623782,-0.1279524
14,-0.03337556,-0.077529654,"('antisocial', 'social')",-0.0333756,-0.0775297,-0.0441541
15,0.26954082,0.055950128,"('boring', 'funny')",0.2695408,0.0559501,-0.2135907
16,0.10979806,-0.0127312485,"('unpopular', 'popular')",0.1097981,-0.0127312,-0.1225293
17,-0.370183,-0.39576107,"('nasty', 'nice')",-0.370183,-0.3957611,-0.0255781
18,-0.76423997,-0.8255526,"('disagreeable', 'welcoming')",-0.76424,-0.8255526,-0.0613126
19,-0.75992554,-0.80902576,"('inhospitable', 'hospitable')",-0.7599255,-0.8090258,-0.0491003
20,0.7145709,0.7292838,"('rough', 'thoughtful')",0.7145709,0.7292838,0.0147129
21,-0.07013341,-0.12811978,"('immoral', 'moral')",-0.0701334,-0.1281198,-0.0579864
22,-0.13950795,-0.17440471,"('untrustworthy', 'trustworthy')",-0.1395079,-0.1744047,-0.0348968
23,2.0625556,1.9413364,"('insincere', 'sincere')",2.0625556,1.9413364,-0.1212192
24,-0.2448129,-0.35688344,"('dishonest', 'honest')",-0.2448129,-0.3568834,-0.1120705
25,0.58445036,0.375585,"('egoistic', 'altruistic')",0.5844504,0.375585,-0.2088654
26,0.891705,0.6767839,"('hardhearted', 'benevolent')",0.891705,0.6767839,-0.2149211
27,0.6888492,0.55053526,"('hardhearted', 'softhearted')",0.6888492,0.5505353,-0.1383139
28,0.5769035,0.2867614,"('disloyal', 'loyal')",0.5769035,0.2867614,-0.2901421
29,-0.041257113,-0.13606004,"('unfair', 'fair')",-0.0412571,-0.13606,-0.0948029
30,1.0084085,0.86872125,"('intolerant', 'tolerant')",1.0084085,0.8687212,-0.1396873
31,-0.90648794,-0.87700635,"('evil', 'good')",-0.9064879,-0.8770064,0.0294815
32,0.559058,0.304251,"('unkind', 'kind')",0.559058,0.304251,-0.254807
33,0.389378,0.29013193,"('wrong', 'right')",0.389378,0.2901319,-0.0992461
34,1.6362729,1.7890584,"('mean', 'honorable')",1.6362729,1.7890584,0.1527855
35,-0.077599436,-0.11739957,"('corrupt', 'incorrupt')",-0.0775994,-0.1173996,-0.0398002
36,0.17502448,-0.05769811,"('hostile', 'amicable')",0.1750245,-0.0576981,-0.2327226
37,-0.1677697,-0.201804,"('fake', 'genuine')",-0.1677697,-0.201804,-0.0340343
38,0.27037027,0.23819967,"('untruthful', 'truthful')",0.2703703,0.2381997,-0.0321706
39,1.0709022,1.0721765,"('exploitative', 'cooperative')",1.0709022,1.0721765,0.0012743
40,-1.0341797,-1.0717229,"('stingy', 'generous')",-1.0341797,-1.0717229,-0.0375432
41,0.06368462,-0.087753356,"('unforgiving', 'forgiving')",0.0636846,-0.0877534,-0.151438
42,-1.7465701,-1.6862742,"('unreliable', 'reliable')",-1.7465701,-1.6862742,0.0602959
43,-0.13671458,-0.113006465,"('irresponsible', 'responsible')",-0.1367146,-0.1130065,0.0237081
44,-0.20152101,-0.0086185,"('prejudiced', 'unprejudiced')",-0.201521,-0.0086185,0.1929025
45,-0.27262816,-0.2769779,"('incompetent', 'competent')",-0.2726282,-0.2769779,-0.0043497
46,-1.0191875,-1.0284181,"('uncompetitive', 'competitive')",-1.0191875,-1.0284181,-0.0092306
47,1.9926752,1.9927115,"('stupid', 'smart')",1.9926752,1.9927115,3.63e-05
48,0.4064974,0.30494162,"('unintelligent', 'intelligent')",0.4064974,0.3049416,-0.1015558
49,0.0030274019,0.07976702,"('unable', 'able')",0.0030274,0.079767,0.0767396
50,0.01905854,-0.048769023,"('clumsy', 'skillful')",0.0190585,-0.048769,-0.0678275
51,-0.008845724,-0.18934399,"('uneducated', 'educated')",-0.0088457,-0.189344,-0.1804983
52,0.49172854,0.17603059,"('irrational', 'rational')",0.4917285,0.1760306,-0.3156979
53,-0.9262897,-1.1455553,"('uncreative', 'creative')",-0.9262897,-1.1455553,-0.2192656
54,-0.1896248,-0.37254012,"('incapable', 'capable')",-0.1896248,-0.3725401,-0.1829153
55,0.53426194,0.5228176,"('incompetent', 'clever')",0.5342619,0.5228176,-0.0114443
56,0.25636202,0.16027893,"('impractical', 'practical')",0.256362,0.1602789,-0.0960831
57,-1.5997977,-1.6801109,"('unimaginative', 'imaginative')",-1.5997977,-1.6801109,-0.0803132
58,0.48682997,0.501626,"('undiscriminating', 'discriminating')",0.48683,0.501626,0.014796
59,0.40144947,0.2932738,"('foolish', 'wise')",0.4014495,0.2932738,-0.1081757
60,0.6486112,0.6826179,"('inefficient', 'efficient')",0.6486112,0.6826179,0.0340067
61,0.8601865,0.66137606,"('illogical', 'logical')",0.8601865,0.6613761,-0.1988104
62,0.22121862,0.33149093,"('incompetent', 'brilliant')",0.2212186,0.3314909,0.1102723
63,-0.028224304,0.028407967,"('unperceptive', 'insightful')",-0.0282243,0.028408,0.0566323
64,-2.5323012,-2.4769468,"('shy', 'confident')",-2.5323012,-2.4769468,0.0553544
65,0.39106843,0.37663612,"('insecure', 'secure')",0.3910684,0.3766361,-0.0144323
66,-1.1977369,-1.2273667,"('inactive', 'active')",-1.1977369,-1.2273667,-0.0296298
67,0.032646473,0.034902476,"('doubtful', 'determined')",0.0326465,0.0349025,0.002256
68,-0.44697112,-0.43770388,"('dependent', 'independent')",-0.4469711,-0.4377039,0.0092672
69,0.0065342635,0.092801854,"('lazy', 'industrious')",0.0065343,0.0928019,0.0862676
70,-0.6913456,-0.69598484,"('lethargic', 'energetic')",-0.6913456,-0.6959848,-0.0046392
71,0.31307092,0.255095,"('diffident', 'self-confident')",0.3130709,0.255095,-0.0579759
72,-0.84417254,-0.8392011,"('unambitious', 'ambitious')",-0.8441725,-0.8392011,0.0049714
73,-0.50370073,-0.44813266,"('helpless', 'self-reliant')",-0.5037007,-0.4481327,0.055568
74,0.2291916,0.11920272,"('undedicated', 'dedicated')",0.2291916,0.1192027,-0.1099889
75,-0.46892783,-0.40407032,"('meek', 'impulsive')",-0.4689278,-0.4040703,0.0648575
76,-0.32477602,-0.2689107,"('anxious', 'daring')",-0.324776,-0.2689107,0.0558653
77,-0.69340277,-0.72361684,"('unmotivated', 'motivated')",-0.6934028,-0.7236168,-0.030214
78,-0.019540703,0.00619366,"('nonresilient', 'resilient')",-0.0195407,0.0061937,0.0257344
79,-0.7279456,-0.7739876,"('wavering', 'unwavering')",-0.7279456,-0.7739876,-0.046042
80,0.044168837,0.19518039,"('dominated', 'dominating')",0.0441688,0.1951804,0.1510116
81,-0.617753,-0.5387302,"('submissive', 'aggressive')",-0.617753,-0.5387302,0.0790228
82,1.2448466,1.1393661,"('poor', 'rich')",1.2448466,1.1393661,-0.1054805
83,0.7017937,0.62259585,"('powerless', 'powerful')",0.7017937,0.6225958,-0.0791979
84,0.1316868,0.019667417,"('inferior', 'superior')",0.1316868,0.0196674,-0.1120194
85,0.6121162,0.42786682,"('insignificant', 'prestigious')",0.6121162,0.4278668,-0.1842494
86,-0.17728452,-0.46007976,"('uninfluential', 'influential')",-0.1772845,-0.4600798,-0.2827953
87,0.20692484,0.18393463,"('unsuccessful', 'successful')",0.2069248,0.1839346,-0.0229902
88,0.4481689,0.219868,"('low', 'eminent')",0.4481689,0.219868,-0.2283009
