,synopsys_male,synopsys_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.010298783,-0.09174244,"('unsociable', 'sociable')",-0.5891337,-0.7103267,-0.2997162,-0.4010346,-0.1013184
1,-0.13906057,-0.6405387,"('unfriendly', 'friendly')",2.108352,1.9233383,0.9846457,0.6413998,-0.3432459
2,0.09527638,0.0815524,"('unlikable', 'likable')",0.47332528,0.590661,0.2843008,0.3361067,0.0518059
3,-0.13036443,-0.055281583,"('repellent', 'pleasant')",0.041317962,0.111163355,-0.0445232,0.0279409,0.0724641
4,-0.3137083,-0.3879511,"('disliked', 'liked')",-6.0835533,-6.2684255,-3.1986308,-3.3281882,-0.1295574
5,-0.36497727,-0.5752355,"('distant', 'outgoing')",0.17744873,0.13399783,-0.0937643,-0.2206188,-0.1268545
6,-0.19607969,-0.49463516,"('distant', 'open')",0.794721,0.7483708,0.2993207,0.1268678,-0.1724529
7,-0.45431,-0.4072223,"('insensitive', 'sensitive')",0.4898292,0.5167704,0.0177596,0.0547741,0.0370145
8,-0.43435866,-0.72308844,"('unaffectionate', 'affectionate')",1.3228981,1.1785316,0.4442697,0.2277216,-0.2165481
9,-0.7211733,-1.007022,"('unaffectionate', 'caring')",1.487444,1.4066033,0.3831354,0.1997907,-0.1833447
10,-1.4939339,-1.4568951,"('unsympathetic', 'sympathetic')",-0.87410647,-0.8425496,-1.1840202,-1.1497223,0.0342979
11,-0.108299136,-0.079333015,"('unhelpful', 'helpful')",1.0486883,1.1954519,0.4701946,0.5580594,0.0878648
12,-0.31920716,-0.3547077,"('unsupportive', 'supportive')",-1.8076596,-1.8221904,-1.0634334,-1.088449,-0.0250156
13,-0.7327877,-0.7040166,"('impolite', 'polite')",-0.8595132,-0.74744767,-0.7961504,-0.7257321,0.0704183
14,0.5164583,0.65888596,"('antisocial', 'social')",-0.8320929,-0.8804534,-0.1578173,-0.1107837,0.0470336
15,0.4026894,0.33002353,"('boring', 'funny')",0.8152825,0.708602,0.608986,0.5193127,-0.0896733
16,-0.7722849,-0.83265305,"('unpopular', 'popular')",0.45385253,0.5450787,-0.1592162,-0.1437872,0.015429
17,-0.022581844,-0.032527342,"('nasty', 'nice')",-0.41223752,-0.4046479,-0.2174097,-0.2185876,-0.0011779
18,0.23348378,0.13136697,"('disagreeable', 'welcoming')",-0.34616986,-0.37617266,-0.056343,-0.1224028,-0.0660598
19,-1.4071811,-1.5358291,"('inhospitable', 'hospitable')",0.3096684,0.33143902,-0.5487564,-0.602195,-0.0534386
20,0.6891818,0.6528574,"('rough', 'thoughtful')",1.1234105,1.0608115,0.9062961,0.8568345,-0.0494616
21,0.39438185,0.47089812,"('immoral', 'moral')",-1.1725893,-1.0665305,-0.3891037,-0.2978162,0.0912875
22,0.69987625,0.6164037,"('untrustworthy', 'trustworthy')",-0.82833344,-0.90866876,-0.0642286,-0.1461325,-0.0819039
23,-0.1696462,-0.27442074,"('insincere', 'sincere')",5.399963,5.4669695,2.6151583,2.5962744,-0.0188839
24,-1.0612624,-1.1133759,"('dishonest', 'honest')",0.79289746,0.72083426,-0.1341825,-0.1962708,-0.0620883
25,0.34434584,0.2341335,"('egoistic', 'altruistic')",2.0138898,1.9144487,1.1791178,1.0742911,-0.1048267
26,0.40779188,0.08246471,"('hardhearted', 'benevolent')",2.0934777,1.9049163,1.2506348,0.9936905,-0.2569443
27,0.17523769,0.16890565,"('hardhearted', 'softhearted')",1.6521671,1.5194935,0.9137024,0.8441995,-0.0695029
28,-0.87821925,-1.0624074,"('disloyal', 'loyal')",0.6945943,0.60721403,-0.0918125,-0.2275967,-0.1357842
29,0.44382977,0.37455454,"('unfair', 'fair')",-0.03988971,-0.27693462,0.20197,0.04881,-0.15316
30,0.25215435,0.24155872,"('intolerant', 'tolerant')",0.794987,0.8129805,0.5235707,0.5272696,0.0036989
31,-0.24613617,-0.519385,"('evil', 'good')",-0.23937806,-0.45682338,-0.2427571,-0.4881042,-0.2453471
32,-0.20262204,-0.2043235,"('unkind', 'kind')",0.75516206,0.6108864,0.27627,0.2032814,-0.0729886
33,0.048293874,-0.137938,"('wrong', 'right')",0.0082827285,-0.14017789,0.0282883,-0.1390579,-0.1673462
34,-0.309893,-0.2057391,"('mean', 'honorable')",5.8055816,6.1021633,2.7478442,2.9482121,0.2003679
35,-0.14492589,-0.3095846,"('corrupt', 'incorrupt')",0.3541014,0.14251801,0.1045877,-0.0835333,-0.188121
36,-0.66115576,-1.0416256,"('hostile', 'amicable')",0.8471643,0.5462146,0.0930043,-0.2477055,-0.3407098
37,0.059276454,0.14229879,"('fake', 'genuine')",0.2574045,0.29386094,0.1583405,0.2180799,0.0597394
38,-0.5984864,-0.70539176,"('untruthful', 'truthful')",-0.223011,-0.15484576,-0.4107487,-0.4301188,-0.0193701
39,0.88720953,0.8251002,"('exploitative', 'cooperative')",0.23553465,0.20741045,0.5613721,0.5162553,-0.0451168
40,0.57879746,0.55832285,"('stingy', 'generous')",-0.94946873,-1.1054753,-0.1853356,-0.2735762,-0.0882406
41,0.47074234,0.2915711,"('unforgiving', 'forgiving')",0.19343758,0.04614146,0.33209,0.1688563,-0.1632337
42,0.018160764,0.27728713,"('unreliable', 'reliable')",-3.289048,-3.175541,-1.6354436,-1.449127,0.1863166
43,-1.1271716,-1.067821,"('irresponsible', 'responsible')",5.8747828e-05,0.08045465,-0.5635564,-0.4936832,0.0698732
44,0.4807809,0.61208254,"('prejudiced', 'unprejudiced')",-1.4761369,-1.4317722,-0.497678,-0.4098448,0.0878332
45,-0.2577608,-0.29371244,"('incompetent', 'competent')",-0.31747794,-0.31257516,-0.2876194,-0.3031438,-0.0155244
46,-0.18313189,-0.15426162,"('uncompetitive', 'competitive')",-0.99994844,-1.0054598,-0.5915402,-0.5798607,0.0116795
47,-0.2317135,-0.18004557,"('stupid', 'smart')",5.2630353,5.517258,2.515661,2.6686063,0.1529453
48,0.57243687,0.5039212,"('unintelligent', 'intelligent')",0.6689054,0.6539721,0.6206712,0.5789467,-0.0417245
49,0.27946275,0.39114344,"('unable', 'able')",-0.19988075,-0.057221718,0.039791,0.1669609,0.1271699
50,-0.09105784,-0.0020670667,"('clumsy', 'skillful')",0.05062545,0.11227626,-0.0202162,0.0551046,0.0753208
51,-0.13261679,-0.16644832,"('uneducated', 'educated')",0.7392721,0.6961963,0.3033277,0.264874,-0.0384537
52,0.50553405,0.15397178,"('irrational', 'rational')",0.77304125,0.6142616,0.6392877,0.3841167,-0.255171
53,-0.65498185,-0.90365756,"('uncreative', 'creative')",0.97353107,0.9290503,0.1592746,0.0126964,-0.1465782
54,-0.74107605,-0.9228663,"('incapable', 'capable')",1.4033442,1.4418862,0.3311341,0.25951,-0.0716241
55,0.5193991,0.59259254,"('incompetent', 'clever')",-0.11237756,-0.022190727,0.2035108,0.2852009,0.0816901
56,0.06447083,0.16908598,"('impractical', 'practical')",-0.873076,-0.7677957,-0.4043026,-0.2993549,0.1049477
57,-0.57005876,-0.70069957,"('unimaginative', 'imaginative')",-2.2742748,-2.4123092,-1.4221668,-1.5565044,-0.1343376
58,0.4306258,0.3169132,"('undiscriminating', 'discriminating')",0.24440555,0.21772325,0.3375157,0.2673182,-0.0701975
59,-0.49215135,-0.69950306,"('foolish', 'wise')",0.5430601,0.53610104,0.0254544,-0.081701,-0.1071554
60,0.67072827,0.86696863,"('inefficient', 'efficient')",-0.7282286,-0.47623715,-0.0287502,0.1953657,0.2241159
61,0.64840573,0.46458134,"('illogical', 'logical')",0.3243446,0.1429066,0.4863752,0.303744,-0.1826312
62,0.25578085,0.44727266,"('incompetent', 'brilliant')",-0.4073005,-0.12022282,-0.0757598,0.1635249,0.2392847
63,-0.0403175,-0.10545501,"('unperceptive', 'insightful')",0.7702844,0.88903254,0.3649835,0.3917888,0.0268053
64,-0.41411525,-0.3492678,"('shy', 'confident')",-6.8508506,-6.8942604,-3.632483,-3.6217642,0.0107188
65,0.007779125,0.09334342,"('insecure', 'secure')",-0.8044484,-0.6945214,-0.3983347,-0.300589,0.0977457
66,-1.2319943,-1.2254202,"('inactive', 'active')",0.9408219,0.8369925,-0.1455862,-0.1942139,-0.0486277
67,0.047404192,0.13061602,"('doubtful', 'determined')",-0.83342105,-0.71802497,-0.3930084,-0.2937045,0.0993039
68,0.061300088,0.09488543,"('dependent', 'independent')",-0.39271322,-0.38357857,-0.1657066,-0.1443466,0.02136
69,0.6914398,0.6666689,"('lazy', 'industrious')",-0.4208542,-0.48654526,0.1352928,0.0900618,-0.045231
70,-0.66973144,-0.55944455,"('lethargic', 'energetic')",0.2913504,0.38201314,-0.1891905,-0.0887157,0.1004748
71,0.18815838,0.019125711,"('diffident', 'self-confident')",0.6919214,0.65177363,0.4400399,0.3354497,-0.1045902
72,-0.77074283,-0.68285227,"('unambitious', 'ambitious')",-0.72223186,-0.66134286,-0.7464874,-0.6720976,0.0743898
73,0.37797046,0.4431309,"('helpless', 'self-reliant')",-2.7773154,-2.7516532,-1.1996725,-1.1542611,0.0454114
74,-0.12404494,-0.09738298,"('undedicated', 'dedicated')",0.19218451,0.14739573,0.0340698,0.0250064,-0.0090634
75,-0.34399322,-0.3515999,"('meek', 'impulsive')",-0.07633432,-0.0366565,-0.2101638,-0.1941282,0.0160356
76,0.23892517,0.5578771,"('anxious', 'daring')",-0.18815051,0.01760213,0.0253873,0.2877396,0.2623523
77,0.26072067,0.25492054,"('unmotivated', 'motivated')",-1.3046938,-1.1952298,-0.5219866,-0.4701546,0.051832
78,0.25771362,0.20331688,"('nonresilient', 'resilient')",-0.062570006,0.020100003,0.0975718,0.1117084,0.0141366
79,-0.91368055,-1.0572647,"('wavering', 'unwavering')",0.25706342,0.25913218,-0.3283086,-0.3990663,-0.0707577
80,0.71557796,0.96700567,"('dominated', 'dominating')",-1.4972768,-1.4087398,-0.3908494,-0.2208671,0.1699823
81,-0.46658498,-0.26610804,"('submissive', 'aggressive')",-1.4006491,-1.2384142,-0.933617,-0.7522611,0.1813559
82,-0.6749351,-0.67151994,"('poor', 'rich')",5.9623795,6.1940026,2.6437221,2.7612414,0.1175193
83,0.1471348,0.06130275,"('powerless', 'powerful')",-0.91433996,-0.9623112,-0.3836026,-0.4505042,-0.0669016
84,0.5341845,0.5474435,"('inferior', 'superior')",0.8904556,0.8567758,0.7123201,0.7021097,-0.0102104
85,0.15105948,-0.16686174,"('insignificant', 'prestigious')",1.4367284,1.3308405,0.7938939,0.5819893,-0.2119046
86,-0.8048998,-1.0802445,"('uninfluential', 'influential')",0.13212177,-0.098952666,-0.336389,-0.5895986,-0.2532096
87,0.24370924,0.26995525,"('unsuccessful', 'successful')",0.88373464,0.99699557,0.563722,0.6334754,0.0697534
88,-0.24456929,-0.34590217,"('low', 'eminent')",0.079185165,0.07543282,-0.0826921,-0.1352347,-0.0525426
