,breakthrough_male,breakthrough_female,tuple,average_male,average_female,female-male
0,0.19243163,0.11551632,"('unsociable', 'sociable')",0.1924316,0.1155163,-0.0769153
1,1.8830419,1.8121147,"('unfriendly', 'friendly')",1.8830419,1.8121147,-0.0709272
2,-0.082462884,-0.032629073,"('unlikable', 'likable')",-0.0824629,-0.0326291,0.0498338
3,0.3232419,0.39261493,"('repellent', 'pleasant')",0.3232419,0.3926149,0.069373
4,-6.8871536,-6.902269,"('disliked', 'liked')",-6.8871536,-6.9022689,-0.0151153
5,0.55220175,0.5008747,"('distant', 'outgoing')",0.5522017,0.5008747,-0.051327
6,0.91186553,0.8575674,"('distant', 'open')",0.9118655,0.8575674,-0.0542981
7,0.6800692,0.73296064,"('insensitive', 'sensitive')",0.6800692,0.7329606,0.0528914
8,0.97812414,0.89311594,"('unaffectionate', 'affectionate')",0.9781241,0.8931159,-0.0850082
9,2.114545,2.0753427,"('unaffectionate', 'caring')",2.1145451,2.0753427,-0.0392024
10,0.562533,0.5774142,"('unsympathetic', 'sympathetic')",0.562533,0.5774142,0.0148812
11,2.300519,2.3687935,"('unhelpful', 'helpful')",2.300519,2.3687935,0.0682745
12,-0.9044561,-0.8866078,"('unsupportive', 'supportive')",-0.9044561,-0.8866078,0.0178483
13,-0.4178732,-0.4829064,"('impolite', 'polite')",-0.4178732,-0.4829064,-0.0650332
14,-0.56992674,-0.57795113,"('antisocial', 'social')",-0.5699267,-0.5779511,-0.0080244
15,0.40503204,0.42866483,"('boring', 'funny')",0.405032,0.4286648,0.0236328
16,-0.86844295,-0.9138773,"('unpopular', 'popular')",-0.868443,-0.9138773,-0.0454343
17,-0.54434687,-0.5990771,"('nasty', 'nice')",-0.5443469,-0.5990771,-0.0547302
18,-0.32595098,-0.4040891,"('disagreeable', 'welcoming')",-0.325951,-0.4040891,-0.0781381
19,-0.09738469,-0.12517126,"('inhospitable', 'hospitable')",-0.0973847,-0.1251713,-0.0277866
20,1.027871,0.95777357,"('rough', 'thoughtful')",1.027871,0.9577736,-0.0700974
21,-0.19476883,-0.16603544,"('immoral', 'moral')",-0.1947688,-0.1660354,0.0287334
22,-0.4669141,-0.43606177,"('untrustworthy', 'trustworthy')",-0.4669141,-0.4360618,0.0308523
23,6.5704966,6.614326,"('insincere', 'sincere')",6.5704966,6.614326,0.0438294
24,1.1816086,1.1065394,"('dishonest', 'honest')",1.1816086,1.1065394,-0.0750692
25,0.699661,0.6139982,"('egoistic', 'altruistic')",0.699661,0.6139982,-0.0856628
26,0.8116184,0.6934529,"('hardhearted', 'benevolent')",0.8116184,0.6934529,-0.1181655
27,1.8220912,1.6941545,"('hardhearted', 'softhearted')",1.8220912,1.6941545,-0.1279367
28,1.1902902,1.0948284,"('disloyal', 'loyal')",1.1902902,1.0948284,-0.0954618
29,-0.58195764,-0.66358906,"('unfair', 'fair')",-0.5819576,-0.6635891,-0.0816315
30,0.52022827,0.47435054,"('intolerant', 'tolerant')",0.5202283,0.4743505,-0.0458778
31,-1.0127587,-0.96859217,"('evil', 'good')",-1.0127587,-0.9685922,0.0441665
32,1.0593737,0.98252004,"('unkind', 'kind')",1.0593737,0.98252,-0.0768537
33,0.17628573,0.099124074,"('wrong', 'right')",0.1762857,0.0991241,-0.0771616
34,5.1122613,5.1530533,"('mean', 'honorable')",5.1122613,5.1530533,0.040792
35,-0.75299305,-0.8691727,"('corrupt', 'incorrupt')",-0.752993,-0.8691727,-0.1161797
36,-0.45774677,-0.5571314,"('hostile', 'amicable')",-0.4577468,-0.5571314,-0.0993846
37,0.55839026,0.5241778,"('fake', 'genuine')",0.5583903,0.5241778,-0.0342125
38,1.1223835,1.1660498,"('untruthful', 'truthful')",1.1223835,1.1660498,0.0436663
39,0.56505704,0.5381011,"('exploitative', 'cooperative')",0.565057,0.5381011,-0.0269559
40,-1.8360789,-1.9245577,"('stingy', 'generous')",-1.8360789,-1.9245577,-0.0884788
41,0.9045666,0.82215357,"('unforgiving', 'forgiving')",0.9045666,0.8221536,-0.082413
42,-3.3754268,-3.3464327,"('unreliable', 'reliable')",-3.3754268,-3.3464327,0.0289941
43,1.3096846,1.3386319,"('irresponsible', 'responsible')",1.3096846,1.3386319,0.0289473
44,-1.7275943,-1.6905124,"('prejudiced', 'unprejudiced')",-1.7275943,-1.6905124,0.0370819
45,-0.08090645,-0.079939604,"('incompetent', 'competent')",-0.0809065,-0.0799396,0.0009669
46,-0.55933493,-0.52830434,"('uncompetitive', 'competitive')",-0.5593349,-0.5283043,0.0310306
47,5.1081667,5.0954027,"('stupid', 'smart')",5.1081667,5.0954027,-0.012764
48,0.7743453,0.7157459,"('unintelligent', 'intelligent')",0.7743453,0.7157459,-0.0585994
49,0.2239078,0.21158296,"('unable', 'able')",0.2239078,0.211583,-0.0123248
50,-0.965749,-0.9854128,"('clumsy', 'skillful')",-0.965749,-0.9854128,-0.0196638
51,-0.29103547,-0.32094496,"('uneducated', 'educated')",-0.2910355,-0.320945,-0.0299095
52,-0.5377775,-0.6205384,"('irrational', 'rational')",-0.5377775,-0.6205384,-0.0827609
53,0.32307416,0.3122785,"('uncreative', 'creative')",0.3230742,0.3122785,-0.0107957
54,1.1932883,1.205039,"('incapable', 'capable')",1.1932883,1.205039,0.0117507
55,0.33887222,0.357153,"('incompetent', 'clever')",0.3388722,0.357153,0.0182808
56,0.7683347,0.791672,"('impractical', 'practical')",0.7683347,0.791672,0.0233373
