,art_male,art_female,tuple,average_male,average_female,female-male
0,-0.49115214,-0.53641367,"('unsociable', 'sociable')",-0.4911521,-0.5364137,-0.0452616
1,1.1961595,1.1947712,"('unfriendly', 'friendly')",1.1961595,1.1947712,-0.0013883
2,0.17429127,0.26664087,"('unlikable', 'likable')",0.1742913,0.2666409,0.0923496
3,-0.07310644,-0.045102827,"('repellent', 'pleasant')",-0.0731064,-0.0451028,0.0280036
4,-7.2666993,-7.30779,"('disliked', 'liked')",-7.2666993,-7.3077898,-0.0410905
5,-0.4607648,-0.46077517,"('distant', 'outgoing')",-0.4607648,-0.4607752,-1.04e-05
6,0.1747112,0.20398928,"('distant', 'open')",0.1747112,0.2039893,0.0292781
7,0.65818554,0.6885495,"('insensitive', 'sensitive')",0.6581855,0.6885495,0.030364
8,1.1900966,1.2087592,"('unaffectionate', 'affectionate')",1.1900966,1.2087592,0.0186626
9,1.6882771,1.7276012,"('unaffectionate', 'caring')",1.6882771,1.7276012,0.0393241
10,0.4692388,0.4831103,"('unsympathetic', 'sympathetic')",0.4692388,0.4831103,0.0138715
11,1.9041802,1.9110469,"('unhelpful', 'helpful')",1.9041802,1.9110469,0.0068667
12,-1.5570649,-1.4631993,"('unsupportive', 'supportive')",-1.5570649,-1.4631993,0.0938656
13,-0.5324436,-0.57461774,"('impolite', 'polite')",-0.5324436,-0.5746177,-0.0421741
14,0.24015202,0.21160409,"('antisocial', 'social')",0.240152,0.2116041,-0.0285479
15,0.37154475,0.31359044,"('boring', 'funny')",0.3715447,0.3135904,-0.0579543
16,-0.594341,-0.5172436,"('unpopular', 'popular')",-0.594341,-0.5172436,0.0770974
17,-0.12059626,-0.07591772,"('nasty', 'nice')",-0.1205963,-0.0759177,0.0446786
18,-0.45879427,-0.44013596,"('disagreeable', 'welcoming')",-0.4587943,-0.440136,0.0186583
19,-0.37330616,-0.35624373,"('inhospitable', 'hospitable')",-0.3733062,-0.3562437,0.0170625
20,0.8550902,0.8351166,"('rough', 'thoughtful')",0.8550902,0.8351166,-0.0199736
21,-0.13396922,-0.07512987,"('immoral', 'moral')",-0.1339692,-0.0751299,0.0588393
22,-0.8556902,-0.8880599,"('untrustworthy', 'trustworthy')",-0.8556902,-0.8880599,-0.0323697
23,6.3390474,6.307614,"('insincere', 'sincere')",6.3390474,6.3076138,-0.0314336
24,1.7195325,1.6219913,"('dishonest', 'honest')",1.7195325,1.6219913,-0.0975412
25,0.7064563,0.68650997,"('egoistic', 'altruistic')",0.7064563,0.68651,-0.0199463
26,0.9712355,0.9763425,"('hardhearted', 'benevolent')",0.9712355,0.9763425,0.005107
27,1.416972,1.3375161,"('hardhearted', 'softhearted')",1.416972,1.3375161,-0.0794559
28,1.549357,1.5045149,"('disloyal', 'loyal')",1.5493571,1.5045149,-0.0448422
29,-0.7985157,-0.83982235,"('unfair', 'fair')",-0.7985157,-0.8398224,-0.0413067
30,0.70615095,0.6882894,"('intolerant', 'tolerant')",0.7061509,0.6882894,-0.0178615
31,-1.4545296,-1.342012,"('evil', 'good')",-1.4545296,-1.342012,0.1125176
32,1.1667073,1.125145,"('unkind', 'kind')",1.1667073,1.125145,-0.0415623
33,-0.16965866,-0.21968755,"('wrong', 'right')",-0.1696587,-0.2196876,-0.0500289
34,4.901245,4.995521,"('mean', 'honorable')",4.9012451,4.9955211,0.094276
35,-0.7622218,-0.93128777,"('corrupt', 'incorrupt')",-0.7622218,-0.9312878,-0.169066
36,-0.44269657,-0.45765948,"('hostile', 'amicable')",-0.4426966,-0.4576595,-0.0149629
37,0.35875645,0.3591436,"('fake', 'genuine')",0.3587565,0.3591436,0.0003871
38,-0.02796913,-0.035790432,"('untruthful', 'truthful')",-0.0279691,-0.0357904,-0.0078213
39,0.31209463,0.29669216,"('exploitative', 'cooperative')",0.3120946,0.2966922,-0.0154024
40,-1.6966448,-1.733112,"('stingy', 'generous')",-1.6966448,-1.733112,-0.0364672
41,0.13633974,0.18286796,"('unforgiving', 'forgiving')",0.1363397,0.182868,0.0465283
42,-2.8696551,-2.8602946,"('unreliable', 'reliable')",-2.8696551,-2.8602946,0.0093605
43,1.1250151,1.1644788,"('irresponsible', 'responsible')",1.1250151,1.1644788,0.0394637
44,-1.429234,-1.4511516,"('prejudiced', 'unprejudiced')",-1.429234,-1.4511516,-0.0219176
45,-0.26931903,-0.25556457,"('incompetent', 'competent')",-0.269319,-0.2555646,0.0137544
46,-1.1699609,-1.1773472,"('uncompetitive', 'competitive')",-1.1699609,-1.1773472,-0.0073863
47,5.1652327,5.215116,"('stupid', 'smart')",5.1652327,5.215116,0.0498833
48,0.75390947,0.7328126,"('unintelligent', 'intelligent')",0.7539095,0.7328126,-0.0210969
49,0.31542775,0.32886183,"('unable', 'able')",0.3154278,0.3288618,0.013434
50,-0.26992366,-0.29170734,"('clumsy', 'skillful')",-0.2699237,-0.2917073,-0.0217836
51,0.35682082,0.2293393,"('uneducated', 'educated')",0.3568208,0.2293393,-0.1274815
52,-0.6696243,-0.6857743,"('irrational', 'rational')",-0.6696243,-0.6857743,-0.01615
53,0.5163449,0.55501825,"('uncreative', 'creative')",0.5163449,0.5550182,0.0386733
54,0.91065496,0.9526348,"('incapable', 'capable')",0.910655,0.9526348,0.0419798
55,0.66681665,0.71023697,"('incompetent', 'clever')",0.6668167,0.710237,0.0434203
56,0.84972596,0.829366,"('impractical', 'practical')",0.849726,0.829366,-0.02036
57,-2.5530078,-2.5072951,"('unimaginative', 'imaginative')",-2.5530078,-2.5072951,0.0457127
58,0.28945902,0.29951343,"('undiscriminating', 'discriminating')",0.289459,0.2995134,0.0100544
59,0.33412376,0.3057972,"('foolish', 'wise')",0.3341238,0.3057972,-0.0283266
60,0.6935992,0.7124935,"('inefficient', 'efficient')",0.6935992,0.7124935,0.0188943
61,0.3990727,0.2884298,"('illogical', 'logical')",0.3990727,0.2884298,-0.1106429
62,0.39453208,0.45125848,"('incompetent', 'brilliant')",0.3945321,0.4512585,0.0567264
63,0.16033933,0.21195559,"('unperceptive', 'insightful')",0.1603393,0.2119556,0.0516163
64,-6.319641,-6.3750777,"('shy', 'confident')",-6.3196411,-6.3750777,-0.0554366
65,-0.08470754,-0.10608299,"('insecure', 'secure')",-0.0847075,-0.106083,-0.0213755
66,-0.23081645,-0.24314043,"('inactive', 'active')",-0.2308165,-0.2431404,-0.0123239
67,0.057797894,0.11029482,"('doubtful', 'determined')",0.0577979,0.1102948,0.0524969
68,-0.6066589,-0.68914753,"('dependent', 'independent')",-0.6066589,-0.6891475,-0.0824886
69,-1.5147425,-1.503727,"('lazy', 'industrious')",-1.5147425,-1.503727,0.0110155
70,0.41597763,0.36266544,"('lethargic', 'energetic')",0.4159776,0.3626654,-0.0533122
71,0.67635214,0.7555927,"('diffident', 'self-confident')",0.6763521,0.7555927,0.0792406
