,awe_male,awe_female,tuple,average_male,average_female,female-male
0,0.16830227,0.10068135,"('unsociable', 'sociable')",0.1683023,0.1006813,-0.067621
1,1.3685263,1.3805703,"('unfriendly', 'friendly')",1.3685263,1.3805703,0.012044
2,0.80208373,0.88155985,"('unlikable', 'likable')",0.8020837,0.8815598,0.0794761
3,1.2683774,1.3182249,"('repellent', 'pleasant')",1.2683774,1.3182249,0.0498475
4,-6.922973,-6.9484887,"('disliked', 'liked')",-6.9229732,-6.9484887,-0.0255155
5,-0.052005894,-0.024224952,"('distant', 'outgoing')",-0.0520059,-0.024225,0.0277809
6,0.11369024,0.13396385,"('distant', 'open')",0.1136902,0.1339639,0.0202737
7,1.5986896,1.6106097,"('insensitive', 'sensitive')",1.5986896,1.6106097,0.0119201
8,0.97792727,0.9570814,"('unaffectionate', 'affectionate')",0.9779273,0.9570814,-0.0208459
9,1.4238442,1.4642594,"('unaffectionate', 'caring')",1.4238442,1.4642594,0.0404152
10,1.6126568,1.6409512,"('unsympathetic', 'sympathetic')",1.6126568,1.6409512,0.0282944
11,2.0800304,2.1340008,"('unhelpful', 'helpful')",2.0800304,2.1340008,0.0539704
12,-0.88700676,-0.86314744,"('unsupportive', 'supportive')",-0.8870068,-0.8631474,0.0238594
13,0.36561507,0.3389025,"('impolite', 'polite')",0.3656151,0.3389025,-0.0267126
14,0.21226864,0.1158917,"('antisocial', 'social')",0.2122686,0.1158917,-0.0963769
15,0.31132168,0.33556327,"('boring', 'funny')",0.3113217,0.3355633,0.0242416
16,-0.33938557,-0.291617,"('unpopular', 'popular')",-0.3393856,-0.291617,0.0477686
17,0.03738215,0.030390467,"('nasty', 'nice')",0.0373821,0.0303905,-0.0069916
18,-0.013582164,-0.05976874,"('disagreeable', 'welcoming')",-0.0135822,-0.0597687,-0.0461865
19,-0.10828265,-0.0142182335,"('inhospitable', 'hospitable')",-0.1082826,-0.0142182,0.0940644
20,0.88934684,0.81430894,"('rough', 'thoughtful')",0.8893468,0.8143089,-0.0750379
21,0.5116439,0.5971464,"('immoral', 'moral')",0.5116439,0.5971464,0.0855025
22,0.006216133,-0.024000864,"('untrustworthy', 'trustworthy')",0.0062161,-0.0240009,-0.030217
23,6.8285556,6.8895,"('insincere', 'sincere')",6.8285556,6.8895001,0.0609445
24,2.4170792,2.4413548,"('dishonest', 'honest')",2.4170792,2.4413548,0.0242756
25,0.1463578,0.041374102,"('egoistic', 'altruistic')",0.1463578,0.0413741,-0.1049837
26,-0.049897294,-0.04589303,"('hardhearted', 'benevolent')",-0.0498973,-0.045893,0.0040043
27,1.6509572,1.5296252,"('hardhearted', 'softhearted')",1.6509572,1.5296252,-0.121332
28,1.2932477,1.3180817,"('disloyal', 'loyal')",1.2932477,1.3180817,0.024834
29,-0.22021298,-0.3061549,"('unfair', 'fair')",-0.220213,-0.3061549,-0.0859419
30,0.97574884,0.9660814,"('intolerant', 'tolerant')",0.9757488,0.9660814,-0.0096674
31,-1.2953349,-1.308963,"('evil', 'good')",-1.2953349,-1.3089629,-0.013628
32,1.3032637,1.2747118,"('unkind', 'kind')",1.3032637,1.2747118,-0.0285519
33,-0.7686499,-0.72243917,"('wrong', 'right')",-0.7686499,-0.7224392,0.0462107
34,4.513741,4.6872725,"('mean', 'honorable')",4.513741,4.6872725,0.1735315
35,-0.8317844,-0.92500395,"('corrupt', 'incorrupt')",-0.8317844,-0.9250039,-0.0932195
36,-1.3004636,-1.2734652,"('hostile', 'amicable')",-1.3004636,-1.2734652,0.0269984
37,1.0749376,1.0576409,"('fake', 'genuine')",1.0749376,1.0576409,-0.0172967
38,-0.016295582,-0.004057832,"('untruthful', 'truthful')",-0.0162956,-0.0040578,0.0122378
39,0.2748453,0.273548,"('exploitative', 'cooperative')",0.2748453,0.273548,-0.0012973
40,-0.8621234,-0.951445,"('stingy', 'generous')",-0.8621234,-0.951445,-0.0893216
41,-0.15977973,-0.20708632,"('unforgiving', 'forgiving')",-0.1597797,-0.2070863,-0.0473066
42,-1.4257787,-1.4573557,"('unreliable', 'reliable')",-1.4257787,-1.4573557,-0.031577
43,1.6585886,1.6219932,"('irresponsible', 'responsible')",1.6585886,1.6219932,-0.0365954
44,-1.3485669,-1.4833893,"('prejudiced', 'unprejudiced')",-1.3485669,-1.4833893,-0.1348224
45,0.82250434,0.81456965,"('incompetent', 'competent')",0.8225043,0.8145697,-0.0079346
46,-0.10051245,-0.036994465,"('uncompetitive', 'competitive')",-0.1005125,-0.0369945,0.063518
47,5.4761424,5.6219697,"('stupid', 'smart')",5.4761424,5.6219697,0.1458273
48,1.2276552,1.246035,"('unintelligent', 'intelligent')",1.2276552,1.246035,0.0183798
