,clef_male,clef_female,tuple,average_male,average_female,female-male
0,-0.15808028,-0.3356278,"('unsociable', 'sociable')",-0.1580803,-0.3356278,-0.1775475
1,-0.7456494,-0.84729594,"('unfriendly', 'friendly')",-0.7456494,-0.8472959,-0.1016465
2,0.25806493,0.30081534,"('unlikable', 'likable')",0.2580649,0.3008153,0.0427504
3,0.11677793,0.17646095,"('repellent', 'pleasant')",0.1167779,0.176461,0.0596831
4,-2.5582633,-2.3459291,"('disliked', 'liked')",-2.5582633,-2.3459291,0.2123342
5,-0.667402,-0.6117574,"('distant', 'outgoing')",-0.667402,-0.6117574,0.0556446
6,-0.6634068,-0.6119128,"('distant', 'open')",-0.6634068,-0.6119128,0.051494
7,-0.44903752,-0.44721016,"('insensitive', 'sensitive')",-0.4490375,-0.4472102,0.0018273
8,-0.7149227,-0.78733724,"('unaffectionate', 'affectionate')",-0.7149227,-0.7873372,-0.0724145
9,-0.92755646,-1.0129731,"('unaffectionate', 'caring')",-0.9275565,-1.0129731,-0.0854166
10,-0.4097925,-0.49631453,"('unsympathetic', 'sympathetic')",-0.4097925,-0.4963145,-0.086522
11,0.34480745,0.26899755,"('unhelpful', 'helpful')",0.3448074,0.2689976,-0.0758098
12,-1.3723658,-1.2849036,"('unsupportive', 'supportive')",-1.3723658,-1.2849036,0.0874622
13,-0.32448673,-0.5394178,"('impolite', 'polite')",-0.3244867,-0.5394178,-0.2149311
14,0.6193563,0.56217414,"('antisocial', 'social')",0.6193563,0.5621741,-0.0571822
15,0.1194666,0.1024543,"('boring', 'funny')",0.1194666,0.1024543,-0.0170123
16,-0.36268976,-0.35822824,"('unpopular', 'popular')",-0.3626898,-0.3582282,0.0044616
17,-0.44061044,-0.3724732,"('nasty', 'nice')",-0.4406104,-0.3724732,0.0681372
18,-0.17751533,-0.20639168,"('disagreeable', 'welcoming')",-0.1775153,-0.2063917,-0.0288764
19,-0.61369604,-0.58855015,"('inhospitable', 'hospitable')",-0.613696,-0.5885502,0.0251458
20,0.8035224,0.7881148,"('rough', 'thoughtful')",0.8035224,0.7881148,-0.0154076
21,0.48556617,0.4418798,"('immoral', 'moral')",0.4855662,0.4418798,-0.0436864
22,-0.020073188,-0.079847984,"('untrustworthy', 'trustworthy')",-0.0200732,-0.079848,-0.0597748
23,1.5999943,1.4271798,"('insincere', 'sincere')",1.5999943,1.4271798,-0.1728145
24,-0.24804099,-0.4566285,"('dishonest', 'honest')",-0.248041,-0.4566285,-0.2085875
25,0.4555353,0.35489154,"('egoistic', 'altruistic')",0.4555353,0.3548915,-0.1006438
26,-0.19090217,-0.29116723,"('hardhearted', 'benevolent')",-0.1909022,-0.2911672,-0.100265
27,0.2000011,0.036780417,"('hardhearted', 'softhearted')",0.2000011,0.0367804,-0.1632207
28,0.5035528,0.35699657,"('disloyal', 'loyal')",0.5035528,0.3569966,-0.1465562
29,-0.09450088,-0.17456283,"('unfair', 'fair')",-0.0945009,-0.1745628,-0.0800619
30,0.40236744,0.26333848,"('intolerant', 'tolerant')",0.4023674,0.2633385,-0.1390289
31,-1.1851777,-0.9916046,"('evil', 'good')",-1.1851777,-0.9916046,0.1935731
32,0.45346314,0.2669277,"('unkind', 'kind')",0.4534631,0.2669277,-0.1865354
33,-0.30906403,-0.37288845,"('wrong', 'right')",-0.309064,-0.3728884,-0.0638244
34,1.5276446,1.5769315,"('mean', 'honorable')",1.5276446,1.5769315,0.0492869
35,-0.23259482,-0.24657892,"('corrupt', 'incorrupt')",-0.2325948,-0.2465789,-0.0139841
36,-0.9405243,-0.84445775,"('hostile', 'amicable')",-0.9405243,-0.8444577,0.0960666
37,0.018551871,-0.008528441,"('fake', 'genuine')",0.0185519,-0.0085284,-0.0270803
38,-0.5980039,-0.6276388,"('untruthful', 'truthful')",-0.5980039,-0.6276388,-0.0296349
39,0.9664199,0.90342665,"('exploitative', 'cooperative')",0.9664199,0.9034266,-0.0629933
40,-1.2439523,-1.2457737,"('stingy', 'generous')",-1.2439523,-1.2457737,-0.0018214
41,-0.09905852,-0.10674778,"('unforgiving', 'forgiving')",-0.0990585,-0.1067478,-0.0076893
42,-1.0573044,-1.0066904,"('unreliable', 'reliable')",-1.0573044,-1.0066904,0.050614
43,-0.38461706,-0.39741927,"('irresponsible', 'responsible')",-0.3846171,-0.3974193,-0.0128022
44,-0.075816214,-0.024800103,"('prejudiced', 'unprejudiced')",-0.0758162,-0.0248001,0.0510161
45,-0.46204436,-0.40954718,"('incompetent', 'competent')",-0.4620444,-0.4095472,0.0524972
46,-0.7654952,-0.79974276,"('uncompetitive', 'competitive')",-0.7654952,-0.7997428,-0.0342476
47,1.3406724,1.3167826,"('stupid', 'smart')",1.3406724,1.3167826,-0.0238898
48,-0.53620696,-0.62288755,"('unintelligent', 'intelligent')",-0.536207,-0.6228876,-0.0866806
49,0.298815,0.37397853,"('unable', 'able')",0.298815,0.3739785,0.0751635
50,-0.06583047,-0.040334407,"('clumsy', 'skillful')",-0.0658305,-0.0403344,0.0254961
51,-0.25466192,-0.4063656,"('uneducated', 'educated')",-0.2546619,-0.4063656,-0.1517037
52,-0.62200063,-0.69531643,"('irrational', 'rational')",-0.6220006,-0.6953164,-0.0733158
53,-0.4748027,-0.5394678,"('uncreative', 'creative')",-0.4748027,-0.5394678,-0.0646651
54,-0.3235798,-0.38465875,"('incapable', 'capable')",-0.3235798,-0.3846588,-0.061079
55,0.60686934,0.55967784,"('incompetent', 'clever')",0.6068693,0.5596778,-0.0471915
56,0.75849426,0.6852581,"('impractical', 'practical')",0.7584943,0.6852581,-0.0732362
57,-1.3919011,-1.3013146,"('unimaginative', 'imaginative')",-1.3919011,-1.3013146,0.0905865
58,0.04752836,0.040815122,"('undiscriminating', 'discriminating')",0.0475284,0.0408151,-0.0067133
59,-0.18756442,-0.1431773,"('foolish', 'wise')",-0.1875644,-0.1431773,0.0443871
60,0.83538866,0.7408896,"('inefficient', 'efficient')",0.8353887,0.7408896,-0.0944991
61,0.019937677,-0.19767918,"('illogical', 'logical')",0.0199377,-0.1976792,-0.2176169
62,0.38706985,0.41152602,"('incompetent', 'brilliant')",0.3870699,0.411526,0.0244561
63,-0.27238742,-0.25596055,"('unperceptive', 'insightful')",-0.2723874,-0.2559606,0.0164268
64,-2.36891,-2.280254,"('shy', 'confident')",-2.3689101,-2.2802539,0.0886562
65,0.010614029,-0.08237515,"('insecure', 'secure')",0.010614,-0.0823751,-0.0929891
66,-1.2951406,-1.2351687,"('inactive', 'active')",-1.2951406,-1.2351687,0.0599719
67,0.6611727,0.6469652,"('doubtful', 'determined')",0.6611727,0.6469652,-0.0142075
68,-0.51646763,-0.6181749,"('dependent', 'independent')",-0.5164676,-0.6181749,-0.1017073
