,ninja_male,ninja_female,tuple,average_male,average_female,female-male
0,0.16255447,0.21336836,"('unsociable', 'sociable')",0.1625545,0.2133684,0.0508139
1,0.89505696,0.8478129,"('unfriendly', 'friendly')",0.895057,0.8478129,-0.0472441
2,-0.06762655,0.08133285,"('unlikable', 'likable')",-0.0676266,0.0813328,0.1489594
3,1.0466341,1.1669525,"('repellent', 'pleasant')",1.0466341,1.1669525,0.1203184
4,-7.788981,-7.882196,"('disliked', 'liked')",-7.788981,-7.8821959,-0.0932149
5,-0.8888998,-0.9147398,"('distant', 'outgoing')",-0.8888998,-0.9147398,-0.02584
6,-0.48847514,-0.5664804,"('distant', 'open')",-0.4884751,-0.5664804,-0.0780053
7,1.7476177,1.7783109,"('insensitive', 'sensitive')",1.7476177,1.7783109,0.0306932
8,0.8613465,0.7290478,"('unaffectionate', 'affectionate')",0.8613465,0.7290478,-0.1322987
9,1.4892777,1.4625226,"('unaffectionate', 'caring')",1.4892777,1.4625226,-0.0267551
10,1.4942182,1.5458523,"('unsympathetic', 'sympathetic')",1.4942182,1.5458523,0.0516341
11,1.7761152,1.9176769,"('unhelpful', 'helpful')",1.7761152,1.9176769,0.1415617
12,-1.4378239,-1.4490494,"('unsupportive', 'supportive')",-1.4378239,-1.4490494,-0.0112255
13,0.5329453,0.61454284,"('impolite', 'polite')",0.5329453,0.6145428,0.0815975
14,0.4761339,0.4691942,"('antisocial', 'social')",0.4761339,0.4691942,-0.0069397
15,0.36619258,0.3334896,"('boring', 'funny')",0.3661926,0.3334896,-0.032703
16,-0.8463016,-0.844423,"('unpopular', 'popular')",-0.8463016,-0.844423,0.0018786
17,-0.5563481,-0.4610492,"('nasty', 'nice')",-0.5563481,-0.4610492,0.0952989
18,-0.44815522,-0.42803434,"('disagreeable', 'welcoming')",-0.4481552,-0.4280343,0.0201209
19,-0.94601005,-0.9076572,"('inhospitable', 'hospitable')",-0.9460101,-0.9076572,0.0383529
20,0.82750857,0.717542,"('rough', 'thoughtful')",0.8275086,0.717542,-0.1099666
21,0.12673248,0.3486526,"('immoral', 'moral')",0.1267325,0.3486526,0.2219201
22,-0.39978138,-0.2235651,"('untrustworthy', 'trustworthy')",-0.3997814,-0.2235651,0.1762163
23,6.716008,6.8969617,"('insincere', 'sincere')",6.7160082,6.8969617,0.1809535
24,1.5980102,1.5179468,"('dishonest', 'honest')",1.5980102,1.5179468,-0.0800634
25,0.5250759,0.49068135,"('egoistic', 'altruistic')",0.5250759,0.4906814,-0.0343945
26,0.92721105,0.7247438,"('hardhearted', 'benevolent')",0.927211,0.7247438,-0.2024672
27,1.7679346,1.6191705,"('hardhearted', 'softhearted')",1.7679346,1.6191705,-0.1487641
28,1.4900626,1.2925291,"('disloyal', 'loyal')",1.4900626,1.2925291,-0.1975335
29,-0.543187,-0.6542789,"('unfair', 'fair')",-0.543187,-0.6542789,-0.1110919
30,1.3356624,1.4033958,"('intolerant', 'tolerant')",1.3356624,1.4033958,0.0677334
31,-1.9722836,-2.0089784,"('evil', 'good')",-1.9722836,-2.0089784,-0.0366948
32,1.2125106,1.1046302,"('unkind', 'kind')",1.2125106,1.1046302,-0.1078804
33,-0.45868564,-0.5460538,"('wrong', 'right')",-0.4586856,-0.5460538,-0.0873682
34,4.317641,4.644329,"('mean', 'honorable')",4.3176408,4.6443291,0.3266883
35,-1.421936,-1.7838427,"('corrupt', 'incorrupt')",-1.421936,-1.7838427,-0.3619067
36,-1.2217294,-1.4303911,"('hostile', 'amicable')",-1.2217294,-1.4303911,-0.2086617
37,1.0333337,1.0531898,"('fake', 'genuine')",1.0333337,1.0531898,0.0198561
38,-0.5247268,-0.4034044,"('untruthful', 'truthful')",-0.5247268,-0.4034044,0.1213224
39,0.5439737,0.5702466,"('exploitative', 'cooperative')",0.5439737,0.5702466,0.0262729
40,-0.9637909,-1.0758766,"('stingy', 'generous')",-0.9637909,-1.0758766,-0.1120857
