,interaction_male,interaction_female,tuple,average_male,average_female,female-male
0,0.26198775,0.11920056,"('unsociable', 'sociable')",0.2619877,0.1192006,-0.1427871
1,0.7326664,0.6736291,"('unfriendly', 'friendly')",0.7326664,0.6736291,-0.0590373
2,0.26314706,0.45080894,"('unlikable', 'likable')",0.2631471,0.4508089,0.1876618
3,1.0903013,1.0934719,"('repellent', 'pleasant')",1.0903013,1.0934719,0.0031706
4,-7.3167562,-7.385472,"('disliked', 'liked')",-7.3167562,-7.3854718,-0.0687156
5,-0.83350235,-0.7334762,"('distant', 'outgoing')",-0.8335024,-0.7334762,0.1000262
6,-0.39469716,-0.33222184,"('distant', 'open')",-0.3946972,-0.3322218,0.0624754
7,1.1341217,1.0678922,"('insensitive', 'sensitive')",1.1341217,1.0678922,-0.0662295
8,0.6998855,0.63393694,"('unaffectionate', 'affectionate')",0.6998855,0.6339369,-0.0659486
9,1.3544934,1.3330743,"('unaffectionate', 'caring')",1.3544934,1.3330743,-0.0214191
10,1.5903327,1.4770378,"('unsympathetic', 'sympathetic')",1.5903327,1.4770378,-0.1132949
11,1.9064353,1.8464084,"('unhelpful', 'helpful')",1.9064353,1.8464084,-0.0600269
12,-1.5087067,-1.5623062,"('unsupportive', 'supportive')",-1.5087067,-1.5623062,-0.0535995
13,0.3817827,0.30354422,"('impolite', 'polite')",0.3817827,0.3035442,-0.0782385
14,0.47469735,0.28516477,"('antisocial', 'social')",0.4746974,0.2851648,-0.1895326
15,0.09786207,0.02450611,"('boring', 'funny')",0.0978621,0.0245061,-0.073356
16,-0.49006128,-0.42949474,"('unpopular', 'popular')",-0.4900613,-0.4294947,0.0605666
17,-0.24099053,-0.12860775,"('nasty', 'nice')",-0.2409905,-0.1286077,0.1123828
18,-0.3075499,-0.2989198,"('disagreeable', 'welcoming')",-0.3075499,-0.2989198,0.0086301
19,-1.1986197,-1.0859891,"('inhospitable', 'hospitable')",-1.1986197,-1.0859891,0.1126306
20,1.0540388,0.9338954,"('rough', 'thoughtful')",1.0540388,0.9338954,-0.1201434
21,0.2827682,0.2975373,"('immoral', 'moral')",0.2827682,0.2975373,0.0147691
22,0.019743355,-0.065624185,"('untrustworthy', 'trustworthy')",0.0197434,-0.0656242,-0.0853676
23,6.006113,5.9436846,"('insincere', 'sincere')",6.0061131,5.9436846,-0.0624285
24,1.5822427,1.4523903,"('dishonest', 'honest')",1.5822427,1.4523903,-0.1298524
25,0.31053084,0.35549793,"('egoistic', 'altruistic')",0.3105308,0.3554979,0.0449671
26,0.5061092,0.37077007,"('hardhearted', 'benevolent')",0.5061092,0.3707701,-0.1353391
27,1.6862749,1.454997,"('hardhearted', 'softhearted')",1.6862749,1.4549969,-0.231278
28,0.9783503,0.89127654,"('disloyal', 'loyal')",0.9783503,0.8912765,-0.0870738
29,-0.5898951,-0.6615521,"('unfair', 'fair')",-0.5898951,-0.6615521,-0.071657
30,0.92814755,0.9031186,"('intolerant', 'tolerant')",0.9281476,0.9031186,-0.025029
31,-1.8680207,-1.7591126,"('evil', 'good')",-1.8680207,-1.7591126,0.1089081
32,1.1950561,1.051982,"('unkind', 'kind')",1.1950561,1.051982,-0.1430741
33,-0.6810207,-0.60195065,"('wrong', 'right')",-0.6810207,-0.6019506,0.0790701
34,4.19439,4.338464,"('mean', 'honorable')",4.1943898,4.3384638,0.144074
35,-1.4573783,-1.5376285,"('corrupt', 'incorrupt')",-1.4573783,-1.5376285,-0.0802502
36,-1.1812674,-1.1217641,"('hostile', 'amicable')",-1.1812674,-1.1217641,0.0595033
37,0.94403917,0.9245002,"('fake', 'genuine')",0.9440392,0.9245002,-0.019539
38,-0.48784998,-0.42264473,"('untruthful', 'truthful')",-0.48785,-0.4226447,0.0652053
39,0.33535573,0.29804033,"('exploitative', 'cooperative')",0.3353557,0.2980403,-0.0373154
40,-1.2603872,-1.4447591,"('stingy', 'generous')",-1.2603872,-1.4447591,-0.1843719
41,0.33158997,0.27037153,"('unforgiving', 'forgiving')",0.33159,0.2703715,-0.0612185
42,-1.5200082,-1.5232074,"('unreliable', 'reliable')",-1.5200082,-1.5232074,-0.0031992
43,1.4034353,1.3677781,"('irresponsible', 'responsible')",1.4034353,1.3677781,-0.0356572
44,-0.8182748,-0.7521707,"('prejudiced', 'unprejudiced')",-0.8182748,-0.7521707,0.0661041
45,0.41936138,0.2740851,"('incompetent', 'competent')",0.4193614,0.2740851,-0.1452763
46,0.08815319,0.0020936485,"('uncompetitive', 'competitive')",0.0881532,0.0020936,-0.0860596
47,4.731184,4.8218913,"('stupid', 'smart')",4.731184,4.8218913,0.0907073
48,0.6756548,0.5130899,"('unintelligent', 'intelligent')",0.6756548,0.5130899,-0.1625649
49,-0.066888824,0.0028227717,"('unable', 'able')",-0.0668888,0.0028228,0.0697116
50,-0.20402329,-0.18872914,"('clumsy', 'skillful')",-0.2040233,-0.1887291,0.0152942
51,0.33639205,0.20484169,"('uneducated', 'educated')",0.336392,0.2048417,-0.1315503
52,-0.8474519,-0.8946613,"('irrational', 'rational')",-0.8474519,-0.8946613,-0.0472094
53,-0.24348845,-0.25009304,"('uncreative', 'creative')",-0.2434884,-0.250093,-0.0066046
54,0.70833665,0.8345612,"('incapable', 'capable')",0.7083367,0.8345612,0.1262245
55,1.086645,0.9802536,"('incompetent', 'clever')",1.086645,0.9802536,-0.1063914
56,0.78812534,0.69876885,"('impractical', 'practical')",0.7881253,0.6987689,-0.0893564
57,-2.2411866,-2.2580714,"('unimaginative', 'imaginative')",-2.2411866,-2.2580714,-0.0168848
58,0.10480114,0.03860364,"('undiscriminating', 'discriminating')",0.1048011,0.0386036,-0.0661975
59,-0.45962417,-0.3716559,"('foolish', 'wise')",-0.4596242,-0.3716559,0.0879683
60,1.2004794,1.1923563,"('inefficient', 'efficient')",1.2004794,1.1923563,-0.0081231
61,0.29178977,0.05355203,"('illogical', 'logical')",0.2917898,0.053552,-0.2382378
62,1.0704281,1.042763,"('incompetent', 'brilliant')",1.0704281,1.042763,-0.0276651
63,0.35518813,0.32476237,"('unperceptive', 'insightful')",0.3551881,0.3247624,-0.0304257
64,-5.434195,-5.4122868,"('shy', 'confident')",-5.434195,-5.4122868,0.0219082
65,1.126256,1.0767711,"('insecure', 'secure')",1.126256,1.0767711,-0.0494849
66,-0.3696882,-0.387542,"('inactive', 'active')",-0.3696882,-0.387542,-0.0178538
67,-0.52108246,-0.42392284,"('doubtful', 'determined')",-0.5210825,-0.4239228,0.0971597
68,-0.60358864,-0.6134564,"('dependent', 'independent')",-0.6035886,-0.6134564,-0.0098678
69,-2.1406221,-2.0305302,"('lazy', 'industrious')",-2.1406221,-2.0305302,0.1100919
70,1.8472999,1.7155647,"('lethargic', 'energetic')",1.8472999,1.7155647,-0.1317352
71,0.2638624,0.3121134,"('diffident', 'self-confident')",0.2638624,0.3121134,0.048251
72,1.05173,1.1654152,"('unambitious', 'ambitious')",1.05173,1.1654152,0.1136852
73,-2.8710885,-2.8342273,"('helpless', 'self-reliant')",-2.8710885,-2.8342273,0.0368612
74,0.14201263,-0.010356251,"('undedicated', 'dedicated')",0.1420126,-0.0103563,-0.1523689
75,-1.03833,-0.7884976,"('meek', 'impulsive')",-1.03833,-0.7884976,0.2498324
76,1.0494,0.9798386,"('anxious', 'daring')",1.0494,0.9798386,-0.0695614
77,-1.2587541,-1.1473444,"('unmotivated', 'motivated')",-1.2587541,-1.1473444,0.1114097
78,-0.60866356,-0.6631368,"('nonresilient', 'resilient')",-0.6086636,-0.6631368,-0.0544732
79,-0.871407,-0.74165523,"('wavering', 'unwavering')",-0.871407,-0.7416552,0.1297518
80,0.16952129,0.012359386,"('dominated', 'dominating')",0.1695213,0.0123594,-0.1571619
81,0.5101799,0.48626494,"('submissive', 'aggressive')",0.5101799,0.4862649,-0.023915
82,6.127376,6.223441,"('poor', 'rich')",6.1273761,6.2234411,0.096065
83,-0.36011666,-0.29717693,"('powerless', 'powerful')",-0.3601167,-0.2971769,0.0629398
84,0.17587568,0.17406431,"('inferior', 'superior')",0.1758757,0.1740643,-0.0018114
85,-1.5140256,-1.506687,"('insignificant', 'prestigious')",-1.5140256,-1.506687,0.0073386
86,0.47000793,0.3619932,"('uninfluential', 'influential')",0.4700079,0.3619932,-0.1080147
87,-0.16069572,-0.20347396,"('unsuccessful', 'successful')",-0.1606957,-0.203474,-0.0427783
88,0.039142452,0.01967718,"('low', 'eminent')",0.0391425,0.0196772,-0.0194653
