,collapse_male,collapse_female,tuple,average_male,average_female,female-male
0,0.2632684,0.07347562,"('unsociable', 'sociable')",0.2632684,0.0734756,-0.1897928
1,0.9369378,1.0155153,"('unfriendly', 'friendly')",0.9369378,1.0155153,0.0785775
2,-0.06802514,0.00519887,"('unlikable', 'likable')",-0.0680251,0.0051989,0.073224
3,0.99721706,0.9741001,"('repellent', 'pleasant')",0.9972171,0.9741001,-0.023117
4,-7.284345,-7.3876386,"('disliked', 'liked')",-7.2843451,-7.3876386,-0.1032935
5,-0.9881712,-0.86034477,"('distant', 'outgoing')",-0.9881712,-0.8603448,0.1278264
6,-0.54167366,-0.4520037,"('distant', 'open')",-0.5416737,-0.4520037,0.08967
7,1.0869442,1.0624598,"('insensitive', 'sensitive')",1.0869442,1.0624598,-0.0244844
8,0.7902513,0.8233073,"('unaffectionate', 'affectionate')",0.7902513,0.8233073,0.033056
9,1.4018483,1.46108,"('unaffectionate', 'caring')",1.4018483,1.46108,0.0592317
10,1.5842131,1.4385246,"('unsympathetic', 'sympathetic')",1.5842131,1.4385246,-0.1456885
11,1.7360039,1.7094939,"('unhelpful', 'helpful')",1.7360039,1.7094939,-0.02651
12,-1.5401673,-1.5831901,"('unsupportive', 'supportive')",-1.5401673,-1.5831901,-0.0430228
13,-0.24661008,-0.3598578,"('impolite', 'polite')",-0.2466101,-0.3598578,-0.1132477
14,0.47944897,0.30971223,"('antisocial', 'social')",0.479449,0.3097122,-0.1697368
15,-0.15821254,-0.18428138,"('boring', 'funny')",-0.1582125,-0.1842814,-0.0260689
16,-0.822171,-0.7386284,"('unpopular', 'popular')",-0.822171,-0.7386284,0.0835426
17,-0.77076024,-0.685399,"('nasty', 'nice')",-0.7707602,-0.685399,0.0853612
18,-0.67863256,-0.6931552,"('disagreeable', 'welcoming')",-0.6786326,-0.6931552,-0.0145226
19,-1.3835919,-1.3519475,"('inhospitable', 'hospitable')",-1.3835919,-1.3519475,0.0316444
20,1.1633017,1.107108,"('rough', 'thoughtful')",1.1633017,1.107108,-0.0561937
21,0.07165827,-0.012536392,"('immoral', 'moral')",0.0716583,-0.0125364,-0.0841947
22,-0.4435949,-0.5335996,"('untrustworthy', 'trustworthy')",-0.4435949,-0.5335996,-0.0900047
23,6.482625,6.4952474,"('insincere', 'sincere')",6.482625,6.4952474,0.0126224
24,1.6233429,1.4625789,"('dishonest', 'honest')",1.6233429,1.4625789,-0.160764
25,0.49976793,0.54080814,"('egoistic', 'altruistic')",0.4997679,0.5408081,0.0410402
26,0.72265637,0.71432465,"('hardhearted', 'benevolent')",0.7226564,0.7143247,-0.0083317
27,1.6307939,1.5317993,"('hardhearted', 'softhearted')",1.6307939,1.5317993,-0.0989946
28,1.2124869,1.135725,"('disloyal', 'loyal')",1.2124869,1.135725,-0.0767619
29,-0.82874745,-0.90227884,"('unfair', 'fair')",-0.8287475,-0.9022788,-0.0735313
30,0.9881989,0.903978,"('intolerant', 'tolerant')",0.9881989,0.903978,-0.0842209
31,-1.8999118,-1.6889032,"('evil', 'good')",-1.8999118,-1.6889032,0.2110086
32,1.1592518,1.0460429,"('unkind', 'kind')",1.1592518,1.0460429,-0.1132089
33,-0.7509949,-0.7412364,"('wrong', 'right')",-0.7509949,-0.7412364,0.0097585
34,4.385961,4.5331497,"('mean', 'honorable')",4.3859611,4.5331497,0.1471886
35,-1.0058274,-1.0851338,"('corrupt', 'incorrupt')",-1.0058274,-1.0851338,-0.0793064
36,-1.0628955,-1.0242321,"('hostile', 'amicable')",-1.0628955,-1.0242321,0.0386634
37,0.97668546,0.9593406,"('fake', 'genuine')",0.9766855,0.9593406,-0.0173449
38,-0.16780877,-0.17750975,"('untruthful', 'truthful')",-0.1678088,-0.1775098,-0.009701
