,bandwidth_male,bandwidth_female,tuple,average_male,average_female,female-male
0,0.6745267,0.44200847,"('unsociable', 'sociable')",0.6745267,0.4420085,-0.2325182
1,1.4732747,1.3618042,"('unfriendly', 'friendly')",1.4732747,1.3618042,-0.1114705
2,0.21507727,0.40884385,"('unlikable', 'likable')",0.2150773,0.4088438,0.1937665
3,0.80442524,0.85812926,"('repellent', 'pleasant')",0.8044252,0.8581293,0.0537041
4,-7.284843,-7.366493,"('disliked', 'liked')",-7.284843,-7.3664932,-0.0816502
5,-0.35420412,-0.1872248,"('distant', 'outgoing')",-0.3542041,-0.1872248,0.1669793
6,-0.13881414,-0.021898571,"('distant', 'open')",-0.1388141,-0.0218986,0.1169155
7,0.8406952,0.7974802,"('insensitive', 'sensitive')",0.8406952,0.7974802,-0.043215
8,1.0875423,1.1101395,"('unaffectionate', 'affectionate')",1.0875423,1.1101395,0.0225972
9,2.1511765,2.2442553,"('unaffectionate', 'caring')",2.1511765,2.2442553,0.0930788
10,1.2774475,1.2556902,"('unsympathetic', 'sympathetic')",1.2774475,1.2556902,-0.0217573
11,2.5352762,2.571029,"('unhelpful', 'helpful')",2.5352762,2.5710289,0.0357527
12,-1.4277097,-1.4143854,"('unsupportive', 'supportive')",-1.4277097,-1.4143854,0.0133243
13,0.6256435,0.60095567,"('impolite', 'polite')",0.6256435,0.6009557,-0.0246878
14,0.19616282,0.03796286,"('antisocial', 'social')",0.1961628,0.0379629,-0.1581999
15,0.5189715,0.3965053,"('boring', 'funny')",0.5189715,0.3965053,-0.1224662
16,0.15690565,0.13510972,"('unpopular', 'popular')",0.1569057,0.1351097,-0.021796
17,-0.08791995,-0.055293575,"('nasty', 'nice')",-0.08792,-0.0552936,0.0326264
18,-0.98137265,-1.1913863,"('disagreeable', 'welcoming')",-0.9813727,-1.1913863,-0.2100136
19,-0.66070306,-0.5217951,"('inhospitable', 'hospitable')",-0.6607031,-0.5217951,0.138908
20,0.79924905,0.5568584,"('rough', 'thoughtful')",0.7992491,0.5568584,-0.2423907
21,0.12564403,0.15842605,"('immoral', 'moral')",0.125644,0.158426,0.032782
22,-0.50721014,-0.51762086,"('untrustworthy', 'trustworthy')",-0.5072101,-0.5176209,-0.0104108
23,6.8144298,6.798413,"('insincere', 'sincere')",6.8144298,6.7984128,-0.016017
24,1.8376061,1.8374972,"('dishonest', 'honest')",1.8376061,1.8374972,-0.0001089
25,0.7098338,0.54508144,"('egoistic', 'altruistic')",0.7098338,0.5450814,-0.1647524
26,0.550074,0.26516908,"('hardhearted', 'benevolent')",0.550074,0.2651691,-0.2849049
27,1.3235554,1.1504593,"('hardhearted', 'softhearted')",1.3235554,1.1504593,-0.1730961
28,1.54722,1.404145,"('disloyal', 'loyal')",1.54722,1.404145,-0.143075
29,-0.97770035,-1.0842531,"('unfair', 'fair')",-0.9777004,-1.0842531,-0.1065527
30,1.5461814,1.450938,"('intolerant', 'tolerant')",1.5461814,1.450938,-0.0952434
31,-1.7297417,-1.7636147,"('evil', 'good')",-1.7297417,-1.7636147,-0.033873
32,1.2606475,1.1911328,"('unkind', 'kind')",1.2606475,1.1911328,-0.0695147
33,-0.4716162,-0.46118003,"('wrong', 'right')",-0.4716162,-0.46118,0.0104362
34,4.6956506,4.893092,"('mean', 'honorable')",4.6956506,4.8930922,0.1974416
35,-1.1551456,-1.2745471,"('corrupt', 'incorrupt')",-1.1551456,-1.2745471,-0.1194015
36,-0.94789916,-1.0706699,"('hostile', 'amicable')",-0.9478992,-1.0706699,-0.1227707
37,0.84173536,0.77661884,"('fake', 'genuine')",0.8417354,0.7766188,-0.0651166
38,0.24006394,0.25883555,"('untruthful', 'truthful')",0.2400639,0.2588356,0.0187717
39,0.40492958,0.38136786,"('exploitative', 'cooperative')",0.4049296,0.3813679,-0.0235617
40,-1.8315823,-2.046219,"('stingy', 'generous')",-1.8315823,-2.0462191,-0.2146368
41,-0.08022718,-0.24916056,"('unforgiving', 'forgiving')",-0.0802272,-0.2491606,-0.1689334
42,-2.4161754,-2.4341364,"('unreliable', 'reliable')",-2.4161754,-2.4341364,-0.017961
43,1.2502207,1.2353792,"('irresponsible', 'responsible')",1.2502207,1.2353792,-0.0148415
44,-1.6600542,-1.701961,"('prejudiced', 'unprejudiced')",-1.6600542,-1.701961,-0.0419068
45,0.41358975,0.3768048,"('incompetent', 'competent')",0.4135897,0.3768048,-0.0367849
46,-0.55053174,-0.49783748,"('uncompetitive', 'competitive')",-0.5505317,-0.4978375,0.0526942
47,5.274398,5.536843,"('stupid', 'smart')",5.2743979,5.5368428,0.2624449
48,1.4058864,1.2597345,"('unintelligent', 'intelligent')",1.4058864,1.2597345,-0.1461519
49,0.29701206,0.33968288,"('unable', 'able')",0.2970121,0.3396829,0.0426708
50,-0.067276984,-0.06688363,"('clumsy', 'skillful')",-0.067277,-0.0668836,0.0003934
51,0.7056359,0.5926209,"('uneducated', 'educated')",0.7056359,0.5926209,-0.113015
52,-0.50704706,-0.6070781,"('irrational', 'rational')",-0.5070471,-0.6070781,-0.100031
53,0.34529883,0.3199157,"('uncreative', 'creative')",0.3452988,0.3199157,-0.0253831
54,1.0806705,1.304362,"('incapable', 'capable')",1.0806705,1.3043621,0.2236916
55,1.3521447,1.2042799,"('incompetent', 'clever')",1.3521447,1.2042799,-0.1478648
56,1.2697791,1.3211955,"('impractical', 'practical')",1.2697791,1.3211955,0.0514164
57,-2.686189,-2.6828692,"('unimaginative', 'imaginative')",-2.6861889,-2.6828692,0.0033197
58,-0.16547288,-0.21740657,"('undiscriminating', 'discriminating')",-0.1654729,-0.2174066,-0.0519337
59,-0.10296498,-0.10988247,"('foolish', 'wise')",-0.102965,-0.1098825,-0.0069175
60,1.4023976,1.4806323,"('inefficient', 'efficient')",1.4023976,1.4806323,0.0782347
61,0.590179,0.38445398,"('illogical', 'logical')",0.590179,0.384454,-0.205725
62,1.5381862,1.7445567,"('incompetent', 'brilliant')",1.5381862,1.7445567,0.2063705
63,0.62539774,0.7158597,"('unperceptive', 'insightful')",0.6253977,0.7158597,0.090462
64,-6.494255,-6.411146,"('shy', 'confident')",-6.4942551,-6.4111462,0.0831089
65,0.4134796,0.45806456,"('insecure', 'secure')",0.4134796,0.4580646,0.044585
