,grasp_male,grasp_female,tuple,average_male,average_female,female-male
0,0.13631669,-0.20432235,"('unsociable', 'sociable')",0.1363167,-0.2043224,-0.3406391
1,1.510889,1.5570784,"('unfriendly', 'friendly')",1.5108891,1.5570784,0.0461893
2,0.4896713,0.7194786,"('unlikable', 'likable')",0.4896713,0.7194786,0.2298073
3,0.77699685,0.8657831,"('repellent', 'pleasant')",0.7769969,0.8657831,0.0887862
4,-7.8437443,-7.6154075,"('disliked', 'liked')",-7.8437443,-7.6154075,0.2283368
5,-0.17902005,0.21934071,"('distant', 'outgoing')",-0.17902,0.2193407,0.3983607
6,0.19423725,0.5923153,"('distant', 'open')",0.1942372,0.5923153,0.3980781
7,0.7071561,0.7270503,"('insensitive', 'sensitive')",0.7071561,0.7270503,0.0198942
8,1.523878,1.5333185,"('unaffectionate', 'affectionate')",1.523878,1.5333185,0.0094405
9,1.9405682,2.0677261,"('unaffectionate', 'caring')",1.9405682,2.0677261,0.1271579
10,1.0003393,0.9947695,"('unsympathetic', 'sympathetic')",1.0003393,0.9947695,-0.0055698
11,2.1591158,2.202304,"('unhelpful', 'helpful')",2.1591158,2.2023039,0.0431881
12,-1.5010788,-1.4958622,"('unsupportive', 'supportive')",-1.5010788,-1.4958622,0.0052166
13,0.10391417,-0.19474933,"('impolite', 'polite')",0.1039142,-0.1947493,-0.2986635
14,0.05673996,-0.28534204,"('antisocial', 'social')",0.05674,-0.285342,-0.342082
15,0.41036752,0.4165108,"('boring', 'funny')",0.4103675,0.4165108,0.0061433
16,-0.39801767,-0.22818874,"('unpopular', 'popular')",-0.3980177,-0.2281887,0.169829
17,-0.41047433,-0.3430438,"('nasty', 'nice')",-0.4104743,-0.3430438,0.0674305
18,-0.6133891,-0.71934414,"('disagreeable', 'welcoming')",-0.6133891,-0.7193441,-0.105955
19,-0.64172214,-0.2613182,"('inhospitable', 'hospitable')",-0.6417221,-0.2613182,0.3804039
20,1.0203851,0.8766013,"('rough', 'thoughtful')",1.0203851,0.8766013,-0.1437838
21,-0.06372077,0.003972344,"('immoral', 'moral')",-0.0637208,0.0039723,0.0676931
22,-0.66184926,-0.6535793,"('untrustworthy', 'trustworthy')",-0.6618493,-0.6535793,0.00827
23,6.732466,6.66895,"('insincere', 'sincere')",6.7324662,6.6689501,-0.0635161
24,1.8629692,1.8673242,"('dishonest', 'honest')",1.8629692,1.8673242,0.004355
25,0.64327466,0.5529584,"('egoistic', 'altruistic')",0.6432747,0.5529584,-0.0903163
26,0.41346738,0.1772098,"('hardhearted', 'benevolent')",0.4134674,0.1772098,-0.2362576
27,1.5605353,1.4475805,"('hardhearted', 'softhearted')",1.5605353,1.4475805,-0.1129548
28,1.313908,1.3119051,"('disloyal', 'loyal')",1.313908,1.3119051,-0.0020029
29,-0.31873187,-0.37135574,"('unfair', 'fair')",-0.3187319,-0.3713557,-0.0526238
30,0.9351433,0.79717547,"('intolerant', 'tolerant')",0.9351433,0.7971755,-0.1379678
31,-1.3636254,-1.0995698,"('evil', 'good')",-1.3636254,-1.0995698,0.2640556
32,1.2895627,1.1083238,"('unkind', 'kind')",1.2895627,1.1083238,-0.1812389
33,-0.302102,-0.2668373,"('wrong', 'right')",-0.302102,-0.2668373,0.0352647
34,4.977714,5.193386,"('mean', 'honorable')",4.9777141,5.1933861,0.215672
35,-0.88262683,-0.75708824,"('corrupt', 'incorrupt')",-0.8826268,-0.7570882,0.1255386
36,-0.46576458,-0.35669,"('hostile', 'amicable')",-0.4657646,-0.35669,0.1090746
37,1.1128366,1.1155814,"('fake', 'genuine')",1.1128366,1.1155814,0.0027448
38,0.20274076,0.2989043,"('untruthful', 'truthful')",0.2027408,0.2989043,0.0961635
39,0.00050665997,-0.09741883,"('exploitative', 'cooperative')",0.0005067,-0.0974188,-0.0979255
40,-2.1847277,-2.377114,"('stingy', 'generous')",-2.1847277,-2.3771141,-0.1923864
41,0.2606356,0.18553263,"('unforgiving', 'forgiving')",0.2606356,0.1855326,-0.075103
42,-2.6775823,-2.560042,"('unreliable', 'reliable')",-2.6775823,-2.5600419,0.1175404
43,1.2531996,1.1520305,"('irresponsible', 'responsible')",1.2531996,1.1520305,-0.1011691
44,-1.1494743,-1.1649532,"('prejudiced', 'unprejudiced')",-1.1494743,-1.1649532,-0.0154789
45,0.6514637,0.70481515,"('incompetent', 'competent')",0.6514637,0.7048151,0.0533514
46,-0.69821787,-0.76622075,"('uncompetitive', 'competitive')",-0.6982179,-0.7662207,-0.0680028
