,disregard_male,disregard_female,tuple,average_male,average_female,female-male
0,0.3775369,0.28818703,"('unsociable', 'sociable')",0.3775369,0.288187,-0.0893499
1,1.0706844,1.0752077,"('unfriendly', 'friendly')",1.0706844,1.0752077,0.0045233
2,0.60325116,0.6824846,"('unlikable', 'likable')",0.6032512,0.6824846,0.0792334
3,1.3647153,1.4623295,"('repellent', 'pleasant')",1.3647153,1.4623295,0.0976142
4,-7.1217017,-7.081387,"('disliked', 'liked')",-7.1217017,-7.081387,0.0403147
5,-0.43174177,-0.33754772,"('distant', 'outgoing')",-0.4317418,-0.3375477,0.0941941
6,-0.27990413,-0.17531878,"('distant', 'open')",-0.2799041,-0.1753188,0.1045853
7,1.7755661,1.7371354,"('insensitive', 'sensitive')",1.7755661,1.7371354,-0.0384307
8,0.6319698,0.61942387,"('unaffectionate', 'affectionate')",0.6319698,0.6194239,-0.0125459
9,1.0895964,1.1272901,"('unaffectionate', 'caring')",1.0895964,1.1272901,0.0376937
10,1.8725858,1.8581113,"('unsympathetic', 'sympathetic')",1.8725858,1.8581113,-0.0144745
11,2.303528,2.303665,"('unhelpful', 'helpful')",2.3035281,2.3036649,0.0001368
12,-0.8802535,-0.8594565,"('unsupportive', 'supportive')",-0.8802535,-0.8594565,0.020797
13,0.6822442,0.6076687,"('impolite', 'polite')",0.6822442,0.6076687,-0.0745755
14,0.5673699,0.4466415,"('antisocial', 'social')",0.5673699,0.4466415,-0.1207284
15,-0.002314819,0.025657954,"('boring', 'funny')",-0.0023148,0.025658,0.0279728
16,-0.7235285,-0.60095364,"('unpopular', 'popular')",-0.7235285,-0.6009536,0.1225749
17,-0.12159015,-0.09577711,"('nasty', 'nice')",-0.1215902,-0.0957771,0.0258131
18,-0.108850256,-0.119164996,"('disagreeable', 'welcoming')",-0.1088503,-0.119165,-0.0103147
19,-0.28620416,-0.18953273,"('inhospitable', 'hospitable')",-0.2862042,-0.1895327,0.0966715
20,0.9099942,0.8044441,"('rough', 'thoughtful')",0.9099942,0.8044441,-0.1055501
21,0.8158094,0.82527196,"('immoral', 'moral')",0.8158094,0.825272,0.0094626
22,0.23260936,0.118328884,"('untrustworthy', 'trustworthy')",0.2326094,0.1183289,-0.1142805
23,7.0621495,7.1033287,"('insincere', 'sincere')",7.0621495,7.1033287,0.0411792
24,2.4282863,2.4035182,"('dishonest', 'honest')",2.4282863,2.4035182,-0.0247681
25,0.07723168,-0.014875479,"('egoistic', 'altruistic')",0.0772317,-0.0148755,-0.0921072
26,-0.1632394,-0.14790604,"('hardhearted', 'benevolent')",-0.1632394,-0.147906,0.0153334
27,1.420217,1.2669003,"('hardhearted', 'softhearted')",1.420217,1.2669003,-0.1533167
28,1.3649776,1.3893405,"('disloyal', 'loyal')",1.3649776,1.3893405,0.0243629
29,-0.13839331,-0.22022781,"('unfair', 'fair')",-0.1383933,-0.2202278,-0.0818345
