,abercrombie_male,abercrombie_female,tuple,&_male,&_female,fitch_male,fitch_female,co_male,co_female,average_male,average_female,female-male
0,-2.1593606,-2.3598852,"('unsociable', 'sociable')",-0.88537675,-1.0364785,-0.6409605,-0.8415223,-0.042146478,-0.10550206,-0.9319611,-1.085847,-0.1538859
1,-0.7892327,-0.90850914,"('unfriendly', 'friendly')",-0.37896225,-0.35791257,2.2769673,2.107139,1.6712408,1.5042075,0.6950033,0.5862312,-0.1087721
2,0.13781334,0.14478332,"('unlikable', 'likable')",0.6982321,0.7897233,0.58463204,0.5459128,0.67844146,0.86416,0.5247797,0.5861449,0.0613652
3,-1.5769659,-1.5836284,"('repellent', 'pleasant')",-0.8435253,-0.83174205,-0.5309889,-0.4790855,0.5528592,0.610809,-0.5996553,-0.5709117,0.0287436
4,0.9281657,0.90782404,"('disliked', 'liked')",1.0827485,1.1737244,1.4177797,1.4022301,-7.2254653,-7.087086,-0.9491928,-0.9008269,0.0483659
5,1.8312148,1.929504,"('distant', 'outgoing')",1.488586,1.7056943,3.580733,3.659515,-0.27993366,-0.23527263,1.6551501,1.7648602,0.1097101
6,1.912032,2.000117,"('distant', 'open')",1.733049,1.9686785,3.0955284,3.1167276,-0.04081428,-0.005971685,1.6749487,1.7698878,0.0949391
7,-1.7159178,-1.788584,"('insensitive', 'sensitive')",-1.825602,-1.8500155,-0.49831614,-0.5245335,0.17857023,0.16538334,-0.9653164,-0.9994373,-0.0341209
8,-0.55677277,-0.60357636,"('unaffectionate', 'affectionate')",-0.28881124,-0.3054493,1.7791015,1.717264,0.7296163,0.66839284,0.4157834,0.3691578,-0.0466256
9,-0.76657474,-0.8611816,"('unaffectionate', 'caring')",-0.7679575,-0.80681133,2.2179363,2.1190927,1.2372558,1.1964909,0.4801649,0.4118977,-0.0682672
10,-3.2815063,-3.475101,"('unsympathetic', 'sympathetic')",-2.5314703,-2.7265735,-1.7023208,-1.9120625,0.04912012,-0.016102642,-1.8665445,-2.03246,-0.1659155
11,-1.7877728,-1.9297864,"('unhelpful', 'helpful')",-2.8895042,-2.9451365,-0.93248725,-0.96765906,2.1748273,2.2231753,-0.8587342,-0.9048516,-0.0461174
12,-1.2249835,-1.3008578,"('unsupportive', 'supportive')",-0.85648316,-0.8068079,1.3425399,1.2781793,-1.9866819,-1.8645785,-0.6814022,-0.6735162,0.007886
13,-1.742805,-1.8690728,"('impolite', 'polite')",-1.7999556,-1.8929259,-0.676578,-0.7796086,-0.09626397,-0.12900974,-1.0789006,-1.1676543,-0.0887537
14,-1.9750268,-2.057716,"('antisocial', 'social')",-1.3764108,-1.4766997,-3.0445023,-3.1105323,-0.5666757,-0.6379583,-1.7406539,-1.8207266,-0.0800727
15,0.20153138,0.17783377,"('boring', 'funny')",0.7598939,0.7707155,0.7099903,0.6821295,0.7290416,0.77718973,0.6001143,0.6019671,0.0018528
16,0.7868634,0.8686138,"('unpopular', 'popular')",0.5640698,0.744202,-0.76738393,-0.71958387,0.1643498,0.17127442,0.1869748,0.2661266,0.0791518
17,0.6793998,0.7191498,"('nasty', 'nice')",0.9890834,1.0003376,1.0856699,1.159151,-0.19992766,-0.14118995,0.6385564,0.6843621,0.0458057
18,-0.32646108,-0.28347027,"('disagreeable', 'welcoming')",0.3082412,0.4906354,-0.8282873,-0.95767105,-1.1095915,-1.0968132,-0.4890247,-0.4618298,0.0271949
19,0.20541528,0.3223068,"('inhospitable', 'hospitable')",-0.11013208,0.13005215,2.0260193,2.1178102,-0.13673046,-0.059350822,0.496143,0.6277046,0.1315616
20,-0.37179893,-0.43195152,"('rough', 'thoughtful')",0.67403364,0.668185,-0.16199939,-0.18971367,0.5555165,0.53643006,0.1739379,0.1457375,-0.0282004
