,maintenance_male,maintenance_female,tuple,average_male,average_female,female-male
0,-0.13062502,-0.3299067,"('unsociable', 'sociable')",-0.130625,-0.3299067,-0.1992817
1,1.3625934,1.3776792,"('unfriendly', 'friendly')",1.3625934,1.3776792,0.0150858
2,0.31196046,0.41148895,"('unlikable', 'likable')",0.3119605,0.411489,0.0995285
3,0.43349686,0.6567139,"('repellent', 'pleasant')",0.4334969,0.6567139,0.223217
4,-7.3563247,-7.260441,"('disliked', 'liked')",-7.3563247,-7.2604408,0.0958839
5,-0.38675848,-0.22484788,"('distant', 'outgoing')",-0.3867585,-0.2248479,0.1619106
6,-0.232231,-0.07085969,"('distant', 'open')",-0.232231,-0.0708597,0.1613713
7,1.1688879,1.2069976,"('insensitive', 'sensitive')",1.1688879,1.2069976,0.0381097
8,1.2321544,1.2889808,"('unaffectionate', 'affectionate')",1.2321544,1.2889808,0.0568264
9,1.8277643,1.8850932,"('unaffectionate', 'caring')",1.8277643,1.8850932,0.0573289
10,0.6823824,0.6819076,"('unsympathetic', 'sympathetic')",0.6823824,0.6819076,-0.0004748
11,2.451368,2.2680478,"('unhelpful', 'helpful')",2.4513681,2.2680478,-0.1833203
12,-1.1386908,-1.116011,"('unsupportive', 'supportive')",-1.1386908,-1.116011,0.0226798
13,0.15182056,-0.01519575,"('impolite', 'polite')",0.1518206,-0.0151957,-0.1670163
14,0.37953076,0.2823092,"('antisocial', 'social')",0.3795308,0.2823092,-0.0972216
15,0.14917395,0.15144692,"('boring', 'funny')",0.1491739,0.1514469,0.002273
16,-0.4629744,-0.36575085,"('unpopular', 'popular')",-0.4629744,-0.3657508,0.0972236
17,-0.094514824,-0.075615905,"('nasty', 'nice')",-0.0945148,-0.0756159,0.0188989
18,-0.79302675,-0.7051921,"('disagreeable', 'welcoming')",-0.7930267,-0.7051921,0.0878346
19,-0.29988715,-0.19130817,"('inhospitable', 'hospitable')",-0.2998872,-0.1913082,0.108579
20,0.77801514,0.6982778,"('rough', 'thoughtful')",0.7780151,0.6982778,-0.0797373
21,0.14961606,0.15183766,"('immoral', 'moral')",0.1496161,0.1518377,0.0022216
22,-0.40609482,-0.39848357,"('untrustworthy', 'trustworthy')",-0.4060948,-0.3984836,0.0076112
23,7.032804,6.949609,"('insincere', 'sincere')",7.032804,6.9496088,-0.0831952
24,1.6871629,1.7435366,"('dishonest', 'honest')",1.6871629,1.7435366,0.0563737
25,0.46816525,0.42543605,"('egoistic', 'altruistic')",0.4681652,0.425436,-0.0427292
26,0.7263857,0.6376389,"('hardhearted', 'benevolent')",0.7263857,0.6376389,-0.0887468
27,1.3236527,1.3086097,"('hardhearted', 'softhearted')",1.3236527,1.3086097,-0.015043
28,1.3718362,1.3225474,"('disloyal', 'loyal')",1.3718362,1.3225474,-0.0492888
29,-0.4571556,-0.49709445,"('unfair', 'fair')",-0.4571556,-0.4970945,-0.0399389
30,1.1439669,1.0081599,"('intolerant', 'tolerant')",1.1439669,1.0081599,-0.135807
31,-1.6360142,-1.3888462,"('evil', 'good')",-1.6360142,-1.3888462,0.247168
32,1.602114,1.4203545,"('unkind', 'kind')",1.602114,1.4203545,-0.1817595
33,-0.31802303,-0.30595022,"('wrong', 'right')",-0.318023,-0.3059502,0.0120728
34,4.989263,5.020187,"('mean', 'honorable')",4.9892631,5.0201869,0.0309238
35,-1.0152394,-0.9431708,"('corrupt', 'incorrupt')",-1.0152394,-0.9431708,0.0720686
36,-0.3533177,-0.28921887,"('hostile', 'amicable')",-0.3533177,-0.2892189,0.0640988
37,0.73038536,0.70530725,"('fake', 'genuine')",0.7303854,0.7053072,-0.0250782
38,0.58603793,0.44177955,"('untruthful', 'truthful')",0.5860379,0.4417796,-0.1442583
39,-0.3029235,-0.3249637,"('exploitative', 'cooperative')",-0.3029235,-0.3249637,-0.0220402
40,-2.0436473,-1.9207898,"('stingy', 'generous')",-2.0436473,-1.9207898,0.1228575
41,0.048876353,-0.053397708,"('unforgiving', 'forgiving')",0.0488764,-0.0533977,-0.1022741
42,-2.6545563,-2.5248027,"('unreliable', 'reliable')",-2.6545563,-2.5248027,0.1297536
43,1.3028657,1.1644348,"('irresponsible', 'responsible')",1.3028657,1.1644348,-0.1384309
44,-1.0861577,-1.1976564,"('prejudiced', 'unprejudiced')",-1.0861577,-1.1976564,-0.1114987
45,0.114147775,0.15101063,"('incompetent', 'competent')",0.1141478,0.1510106,0.0368628
46,-0.91610587,-0.91108555,"('uncompetitive', 'competitive')",-0.9161059,-0.9110855,0.0050204
47,5.9633036,6.0671043,"('stupid', 'smart')",5.9633036,6.0671043,0.1038007
48,0.623181,0.6659277,"('unintelligent', 'intelligent')",0.623181,0.6659277,0.0427467
49,0.08213849,0.2252775,"('unable', 'able')",0.0821385,0.2252775,0.143139
50,0.091234654,0.25375676,"('clumsy', 'skillful')",0.0912347,0.2537568,0.1625221
51,0.4782001,0.45579612,"('uneducated', 'educated')",0.4782001,0.4557961,-0.022404
52,-0.39637935,-0.31289867,"('irrational', 'rational')",-0.3963794,-0.3128987,0.0834807
53,0.3719087,0.41692683,"('uncreative', 'creative')",0.3719087,0.4169268,0.0450181
54,1.1491333,1.339558,"('incapable', 'capable')",1.1491333,1.339558,0.1904247
55,0.61759114,0.6151856,"('incompetent', 'clever')",0.6175911,0.6151856,-0.0024055
56,0.8254052,0.710568,"('impractical', 'practical')",0.8254052,0.710568,-0.1148372
57,-3.2847545,-3.1851745,"('unimaginative', 'imaginative')",-3.2847545,-3.1851745,0.09958
58,-0.40814266,-0.441191,"('undiscriminating', 'discriminating')",-0.4081427,-0.441191,-0.0330483
59,0.12155009,0.26371342,"('foolish', 'wise')",0.1215501,0.2637134,0.1421633
60,0.83197254,0.67777574,"('inefficient', 'efficient')",0.8319725,0.6777757,-0.1541968
61,0.3334134,0.2099711,"('illogical', 'logical')",0.3334134,0.2099711,-0.1234423
62,0.9201281,1.0441364,"('incompetent', 'brilliant')",0.9201281,1.0441364,0.1240083
63,0.6195075,0.609437,"('unperceptive', 'insightful')",0.6195075,0.609437,-0.0100705
64,-6.083621,-6.022684,"('shy', 'confident')",-6.083621,-6.0226841,0.0609369
65,0.6816369,0.6596035,"('insecure', 'secure')",0.6816369,0.6596035,-0.0220334
66,-0.4520346,-0.4512028,"('inactive', 'active')",-0.4520346,-0.4512028,0.0008318
67,-0.43189028,-0.54518783,"('doubtful', 'determined')",-0.4318903,-0.5451878,-0.1132975
68,-0.9647821,-0.9280472,"('dependent', 'independent')",-0.9647821,-0.9280472,0.0367349
69,-1.5898935,-1.4931675,"('lazy', 'industrious')",-1.5898935,-1.4931675,0.096726
70,0.8773327,0.8693044,"('lethargic', 'energetic')",0.8773327,0.8693044,-0.0080283
71,0.6214944,0.7518686,"('diffident', 'self-confident')",0.6214944,0.7518686,0.1303742
72,0.72455585,0.76556206,"('unambitious', 'ambitious')",0.7245559,0.7655621,0.0410062
