,legislation_male,legislation_female,tuple,average_male,average_female,female-male
0,1.8098102,1.6990156,"('unsociable', 'sociable')",1.8098102,1.6990156,-0.1107946
1,-0.7403275,-0.9300352,"('unfriendly', 'friendly')",-0.7403275,-0.9300352,-0.1897077
2,0.008207072,0.03834471,"('unlikable', 'likable')",0.0082071,0.0383447,0.0301376
3,0.9003426,1.0944716,"('repellent', 'pleasant')",0.9003426,1.0944716,0.194129
4,-7.0057473,-7.0816126,"('disliked', 'liked')",-7.0057473,-7.0816126,-0.0758653
5,-2.6888456,-2.696805,"('distant', 'outgoing')",-2.6888456,-2.696805,-0.0079594
6,-2.3382235,-2.4079638,"('distant', 'open')",-2.3382235,-2.4079638,-0.0697403
7,2.714374,2.6252449,"('insensitive', 'sensitive')",2.7143741,2.6252449,-0.0891292
8,-0.22843891,-0.39938062,"('unaffectionate', 'affectionate')",-0.2284389,-0.3993806,-0.1709417
9,1.0179338,0.90353936,"('unaffectionate', 'caring')",1.0179338,0.9035394,-0.1143944
10,2.4747703,2.4972708,"('unsympathetic', 'sympathetic')",2.4747703,2.4972708,0.0225005
11,2.8185816,2.7757764,"('unhelpful', 'helpful')",2.8185816,2.7757764,-0.0428052
12,-0.2957033,-0.36119488,"('unsupportive', 'supportive')",-0.2957033,-0.3611949,-0.0654916
13,1.3073423,1.3477542,"('impolite', 'polite')",1.3073423,1.3477542,0.0404119
14,2.0645735,2.123041,"('antisocial', 'social')",2.0645735,2.1230409,0.0584674
15,-0.13473809,-0.19850612,"('boring', 'funny')",-0.1347381,-0.1985061,-0.063768
16,-1.10718,-1.042026,"('unpopular', 'popular')",-1.10718,-1.042026,0.065154
17,-0.5808084,-0.6411945,"('nasty', 'nice')",-0.5808084,-0.6411945,-0.0603861
18,-1.4688197,-1.446076,"('disagreeable', 'welcoming')",-1.4688197,-1.446076,0.0227437
19,-1.740111,-1.7956517,"('inhospitable', 'hospitable')",-1.740111,-1.7956517,-0.0555407
20,0.79409355,0.8257594,"('rough', 'thoughtful')",0.7940935,0.8257594,0.0316659
21,1.6123431,1.7274514,"('immoral', 'moral')",1.6123431,1.7274514,0.1151083
22,1.0278841,0.91666824,"('untrustworthy', 'trustworthy')",1.0278841,0.9166682,-0.1112159
23,6.053098,6.0626025,"('insincere', 'sincere')",6.0530982,6.0626025,0.0095043
24,1.7196637,1.633622,"('dishonest', 'honest')",1.7196637,1.6336221,-0.0860416
25,-0.65314895,-0.73555577,"('egoistic', 'altruistic')",-0.6531489,-0.7355558,-0.0824069
26,0.78489804,0.5419841,"('hardhearted', 'benevolent')",0.784898,0.5419841,-0.2429139
27,0.36866832,0.28183,"('hardhearted', 'softhearted')",0.3686683,0.28183,-0.0868383
28,1.3086215,1.2139759,"('disloyal', 'loyal')",1.3086215,1.2139759,-0.0946456
