,basket_male,basket_female,tuple,average_male,average_female,female-male
0,-0.22201118,-0.39442474,"('unsociable', 'sociable')",-0.2220112,-0.3944247,-0.1724135
1,1.7697895,1.8798728,"('unfriendly', 'friendly')",1.7697895,1.8798728,0.1100833
2,-0.043656096,0.00911691,"('unlikable', 'likable')",-0.0436561,0.0091169,0.052773
3,0.47909927,0.42412037,"('repellent', 'pleasant')",0.4790993,0.4241204,-0.0549789
4,-7.614417,-7.6915374,"('disliked', 'liked')",-7.6144171,-7.6915374,-0.0771203
5,-0.1988662,0.0021987073,"('distant', 'outgoing')",-0.1988662,0.0021987,0.2010649
6,0.49475467,0.63306165,"('distant', 'open')",0.4947547,0.6330616,0.1383069
7,0.612072,0.61058545,"('insensitive', 'sensitive')",0.612072,0.6105855,-0.0014865
8,1.3728762,1.4103354,"('unaffectionate', 'affectionate')",1.3728762,1.4103354,0.0374592
9,1.527761,1.642723,"('unaffectionate', 'caring')",1.527761,1.642723,0.114962
10,0.5854716,0.41154817,"('unsympathetic', 'sympathetic')",0.5854716,0.4115482,-0.1739234
11,1.5052022,1.4541575,"('unhelpful', 'helpful')",1.5052022,1.4541575,-0.0510447
12,-1.8822551,-1.9074383,"('unsupportive', 'supportive')",-1.8822551,-1.9074383,-0.0251832
13,-0.5989003,-0.7408549,"('impolite', 'polite')",-0.5989003,-0.7408549,-0.1419546
14,-0.2848968,-0.44084758,"('antisocial', 'social')",-0.2848968,-0.4408476,-0.1559508
15,0.16508746,0.15547366,"('boring', 'funny')",0.1650875,0.1554737,-0.0096138
16,-0.15540849,-0.048409194,"('unpopular', 'popular')",-0.1554085,-0.0484092,0.1069993
17,-0.27430898,-0.14678428,"('nasty', 'nice')",-0.274309,-0.1467843,0.1275247
18,-0.009103261,-0.072858185,"('disagreeable', 'welcoming')",-0.0091033,-0.0728582,-0.0637549
19,-0.38195726,-0.2875623,"('inhospitable', 'hospitable')",-0.3819573,-0.2875623,0.094395
20,0.95289683,0.8755744,"('rough', 'thoughtful')",0.9528968,0.8755744,-0.0773224
21,-0.8105485,-0.8634651,"('immoral', 'moral')",-0.8105485,-0.8634651,-0.0529166
