,spice_male,spice_female,tuple,average_male,average_female,female-male
0,-0.7521284,-0.81807554,"('unsociable', 'sociable')",-0.7521284,-0.8180755,-0.0659471
1,1.4708706,1.4103669,"('unfriendly', 'friendly')",1.4708706,1.4103669,-0.0605037
2,-0.113976784,0.012185879,"('unlikable', 'likable')",-0.1139768,0.0121859,0.1261627
3,0.36094174,0.37950453,"('repellent', 'pleasant')",0.3609417,0.3795045,0.0185628
4,-6.825317,-6.8970604,"('disliked', 'liked')",-6.8253169,-6.8970604,-0.0717435
5,-0.05575053,-0.011755317,"('distant', 'outgoing')",-0.0557505,-0.0117553,0.0439952
6,0.48341525,0.46077403,"('distant', 'open')",0.4834152,0.460774,-0.0226412
7,0.32507378,0.39933652,"('insensitive', 'sensitive')",0.3250738,0.3993365,0.0742627
8,1.2385031,1.1536758,"('unaffectionate', 'affectionate')",1.2385031,1.1536758,-0.0848273
9,1.3653957,1.4180026,"('unaffectionate', 'caring')",1.3653957,1.4180026,0.0526069
10,0.42170703,0.38250658,"('unsympathetic', 'sympathetic')",0.421707,0.3825066,-0.0392004
11,1.3121169,1.3130658,"('unhelpful', 'helpful')",1.3121169,1.3130658,0.0009489
12,-1.9325926,-1.8999707,"('unsupportive', 'supportive')",-1.9325926,-1.8999707,0.0326219
13,-0.61292076,-0.661434,"('impolite', 'polite')",-0.6129208,-0.661434,-0.0485132
14,-0.44714558,-0.5117639,"('antisocial', 'social')",-0.4471456,-0.5117639,-0.0646183
15,0.30328554,0.24327017,"('boring', 'funny')",0.3032855,0.2432702,-0.0600153
16,-0.387371,-0.31616598,"('unpopular', 'popular')",-0.387371,-0.316166,0.071205
17,-0.29365194,-0.16500264,"('nasty', 'nice')",-0.2936519,-0.1650026,0.1286493
18,-0.071836844,-0.15396719,"('disagreeable', 'welcoming')",-0.0718368,-0.1539672,-0.0821304
19,-0.30051723,-0.3119511,"('inhospitable', 'hospitable')",-0.3005172,-0.3119511,-0.0114339
20,0.7496143,0.665266,"('rough', 'thoughtful')",0.7496143,0.665266,-0.0843483
21,-0.9192482,-0.8419978,"('immoral', 'moral')",-0.9192482,-0.8419978,0.0772504
22,-0.76267034,-0.78394943,"('untrustworthy', 'trustworthy')",-0.7626703,-0.7839494,-0.0212791
23,5.83262,5.818841,"('insincere', 'sincere')",5.8326201,5.818841,-0.0137791
24,1.0736728,0.95411974,"('dishonest', 'honest')",1.0736728,0.9541197,-0.1195531
25,1.0775462,1.0470331,"('egoistic', 'altruistic')",1.0775462,1.0470331,-0.0305131
26,0.7512687,0.6943549,"('hardhearted', 'benevolent')",0.7512687,0.6943549,-0.0569138
27,1.6652023,1.5486455,"('hardhearted', 'softhearted')",1.6652023,1.5486455,-0.1165568
28,0.88750136,0.82970047,"('disloyal', 'loyal')",0.8875014,0.8297005,-0.0578009
29,-0.68126726,-0.8097685,"('unfair', 'fair')",-0.6812673,-0.8097685,-0.1285012
30,0.5476237,0.50212723,"('intolerant', 'tolerant')",0.5476237,0.5021272,-0.0454965
31,-0.81515616,-0.78278774,"('evil', 'good')",-0.8151562,-0.7827877,0.0323685
32,0.6697202,0.62665117,"('unkind', 'kind')",0.6697202,0.6266512,-0.043069
33,-0.23883471,-0.21051788,"('wrong', 'right')",-0.2388347,-0.2105179,0.0283168
34,4.384251,4.495819,"('mean', 'honorable')",4.3842511,4.4958191,0.111568
35,-0.16912648,-0.35437658,"('corrupt', 'incorrupt')",-0.1691265,-0.3543766,-0.1852501
36,-0.07777476,-0.14162311,"('hostile', 'amicable')",-0.0777748,-0.1416231,-0.0638483
37,0.73106366,0.7392729,"('fake', 'genuine')",0.7310637,0.7392729,0.0082092
38,-0.19388722,-0.1591858,"('untruthful', 'truthful')",-0.1938872,-0.1591858,0.0347014
39,0.25848377,0.23364744,"('exploitative', 'cooperative')",0.2584838,0.2336474,-0.0248364
40,-1.3403112,-1.5484703,"('stingy', 'generous')",-1.3403112,-1.5484703,-0.2081591
41,-0.19296291,-0.16716167,"('unforgiving', 'forgiving')",-0.1929629,-0.1671617,0.0258012
42,-2.257106,-2.3237665,"('unreliable', 'reliable')",-2.2571061,-2.3237665,-0.0666604
43,0.39162216,0.40283298,"('irresponsible', 'responsible')",0.3916222,0.402833,0.0112108
44,-0.7394359,-0.7133381,"('prejudiced', 'unprejudiced')",-0.7394359,-0.7133381,0.0260978
45,-0.7168572,-0.70872056,"('incompetent', 'competent')",-0.7168572,-0.7087206,0.0081366
46,-1.0657184,-1.1954917,"('uncompetitive', 'competitive')",-1.0657184,-1.1954917,-0.1297733
47,4.754643,4.926765,"('stupid', 'smart')",4.754643,4.926765,0.172122
48,0.044678938,-0.04302657,"('unintelligent', 'intelligent')",0.0446789,-0.0430266,-0.0877055
49,0.054075472,0.076088995,"('unable', 'able')",0.0540755,0.076089,0.0220135
50,-0.11233677,-0.12935376,"('clumsy', 'skillful')",-0.1123368,-0.1293538,-0.017017
51,0.45712584,0.28175315,"('uneducated', 'educated')",0.4571258,0.2817532,-0.1753726
52,-0.09171721,-0.0934086,"('irrational', 'rational')",-0.0917172,-0.0934086,-0.0016914
53,0.18714648,0.077818446,"('uncreative', 'creative')",0.1871465,0.0778184,-0.1093281
54,1.1549301,1.1670321,"('incapable', 'capable')",1.1549301,1.1670321,0.012102
55,0.12272976,0.08523967,"('incompetent', 'clever')",0.1227298,0.0852397,-0.0374901
56,0.03237103,0.029196952,"('impractical', 'practical')",0.032371,0.029197,-0.003174
57,-2.6742392,-2.6631963,"('unimaginative', 'imaginative')",-2.6742392,-2.6631963,0.0110429
58,0.21555214,0.16424309,"('undiscriminating', 'discriminating')",0.2155521,0.1642431,-0.051309
59,0.17685474,0.21825814,"('foolish', 'wise')",0.1768547,0.2182581,0.0414034
60,-0.29098433,-0.23291206,"('inefficient', 'efficient')",-0.2909843,-0.2329121,0.0580722
61,0.10115781,-0.06042224,"('illogical', 'logical')",0.1011578,-0.0604222,-0.16158
62,-0.20219591,-0.09758079,"('incompetent', 'brilliant')",-0.2021959,-0.0975808,0.1046151
63,-0.36465952,-0.36580634,"('unperceptive', 'insightful')",-0.3646595,-0.3658063,-0.0011468
64,-6.4500036,-6.3874273,"('shy', 'confident')",-6.4500036,-6.3874273,0.0625763
65,-0.2530556,-0.26594642,"('insecure', 'secure')",-0.2530556,-0.2659464,-0.0128908
66,0.10843602,0.048082277,"('inactive', 'active')",0.108436,0.0480823,-0.0603537
67,-0.6156876,-0.5443659,"('doubtful', 'determined')",-0.6156876,-0.5443659,0.0713217
68,-0.63414323,-0.7353448,"('dependent', 'independent')",-0.6341432,-0.7353448,-0.1012016
69,-1.6526321,-1.5712608,"('lazy', 'industrious')",-1.6526321,-1.5712608,0.0813713
70,0.7746782,0.7171592,"('lethargic', 'energetic')",0.7746782,0.7171592,-0.057519
71,0.77547336,0.82099706,"('diffident', 'self-confident')",0.7754734,0.8209971,0.0455237
72,0.37212795,0.5154913,"('unambitious', 'ambitious')",0.372128,0.5154913,0.1433633
73,-2.7339165,-2.674616,"('helpless', 'self-reliant')",-2.7339165,-2.6746161,0.0593004
74,0.101436555,0.014812838,"('undedicated', 'dedicated')",0.1014366,0.0148128,-0.0866238
75,-0.4925048,-0.4009422,"('meek', 'impulsive')",-0.4925048,-0.4009422,0.0915626
76,0.7357976,0.6653542,"('anxious', 'daring')",0.7357976,0.6653542,-0.0704434
77,-1.6356791,-1.4762089,"('unmotivated', 'motivated')",-1.6356791,-1.4762089,0.1594702
78,-0.7006774,-0.6996629,"('nonresilient', 'resilient')",-0.7006774,-0.6996629,0.0010145
79,0.28837,0.29702568,"('wavering', 'unwavering')",0.28837,0.2970257,0.0086557
80,-0.65758896,-0.7647731,"('dominated', 'dominating')",-0.657589,-0.7647731,-0.1071841
81,-0.35699743,-0.40763256,"('submissive', 'aggressive')",-0.3569974,-0.4076326,-0.0506352
82,5.739247,5.8082533,"('poor', 'rich')",5.7392468,5.8082533,0.0690065
83,-0.278044,-0.23002157,"('powerless', 'powerful')",-0.278044,-0.2300216,0.0480224
84,0.5071487,0.44862252,"('inferior', 'superior')",0.5071487,0.4486225,-0.0585262
85,0.40766734,0.36354575,"('insignificant', 'prestigious')",0.4076673,0.3635457,-0.0441216
86,-0.03876904,-0.10757153,"('uninfluential', 'influential')",-0.038769,-0.1075715,-0.0688025
87,-0.63716066,-0.5141002,"('unsuccessful', 'successful')",-0.6371607,-0.5141002,0.1230605
