,chrome_male,chrome_female,tuple,average_male,average_female,female-male
0,0.105079755,0.1298626,"('unsociable', 'sociable')",0.1050798,0.1298626,0.0247828
1,1.322255,1.2814435,"('unfriendly', 'friendly')",1.322255,1.2814435,-0.0408115
2,-0.029775146,0.111775525,"('unlikable', 'likable')",-0.0297751,0.1117755,0.1415506
3,0.9910116,1.1118023,"('repellent', 'pleasant')",0.9910116,1.1118023,0.1207907
4,-7.2245216,-7.3926444,"('disliked', 'liked')",-7.2245216,-7.3926444,-0.1681228
5,-0.41074884,-0.47570106,"('distant', 'outgoing')",-0.4107488,-0.4757011,-0.0649523
6,0.036844026,-0.093469635,"('distant', 'open')",0.036844,-0.0934696,-0.1303136
7,1.4496622,1.5441011,"('insensitive', 'sensitive')",1.4496622,1.5441011,0.0944389
8,1.2873011,1.175031,"('unaffectionate', 'affectionate')",1.2873011,1.1750309,-0.1122702
9,1.4376979,1.4653827,"('unaffectionate', 'caring')",1.4376979,1.4653827,0.0276848
10,1.1263983,1.2658254,"('unsympathetic', 'sympathetic')",1.1263983,1.2658254,0.1394271
11,1.4933237,1.6443988,"('unhelpful', 'helpful')",1.4933237,1.6443988,0.1510751
12,-1.400768,-1.3270742,"('unsupportive', 'supportive')",-1.400768,-1.3270742,0.0736938
13,0.058301836,0.22904952,"('impolite', 'polite')",0.0583018,0.2290495,0.1707477
14,0.31835052,0.3607061,"('antisocial', 'social')",0.3183505,0.3607061,0.0423556
15,0.72023743,0.65791106,"('boring', 'funny')",0.7202374,0.6579111,-0.0623263
16,-0.751029,-0.76438135,"('unpopular', 'popular')",-0.751029,-0.7643813,-0.0133523
17,0.033402763,0.030645348,"('nasty', 'nice')",0.0334028,0.0306453,-0.0027575
18,-0.51963276,-0.41559651,"('disagreeable', 'welcoming')",-0.5196328,-0.4155965,0.1040363
19,-0.4642688,-0.451108,"('inhospitable', 'hospitable')",-0.4642688,-0.451108,0.0131608
