,waters_male,waters_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,1.0345727,1.0134404,"('unsociable', 'sociable')",0.15830776,-0.0043988097,0.5964403,0.5045208,-0.0919195
1,0.6458737,0.6686798,"('unfriendly', 'friendly')",0.9859107,0.9278716,0.8158922,0.7982757,-0.0176165
2,0.17118019,0.24621573,"('unlikable', 'likable')",0.7206951,0.7314503,0.4459376,0.488833,0.0428954
3,0.16675456,0.3411016,"('repellent', 'pleasant')",0.7486462,0.7332354,0.4577004,0.5371685,0.0794681
4,-1.0531272,-1.1554202,"('disliked', 'liked')",-6.389548,-6.5262213,-3.7213376,-3.8408208,-0.1194832
5,-0.6954079,-0.7249517,"('distant', 'outgoing')",-0.8076125,-0.7908946,-0.7515102,-0.7579231,-0.0064129
6,-1.0095936,-0.93545777,"('distant', 'open')",-0.65941995,-0.66708565,-0.8345068,-0.8012717,0.0332351
7,1.787601,1.9457202,"('insensitive', 'sensitive')",0.69023216,0.7560133,1.2389166,1.3508668,0.1119502
8,0.22353306,0.25590602,"('unaffectionate', 'affectionate')",0.34611794,0.31695402,0.2848255,0.28643,0.0016045
9,1.4984181,1.5844116,"('unaffectionate', 'caring')",0.96064603,0.97569084,1.229532,1.2800512,0.0505192
10,1.2140381,1.42149,"('unsympathetic', 'sympathetic')",-0.27681777,-0.25186306,0.4686102,0.5848135,0.1162033
11,1.5354809,1.6319063,"('unhelpful', 'helpful')",1.6471404,1.8447148,1.5913106,1.7383106,0.147
12,1.8984431,1.9906516,"('unsupportive', 'supportive')",-1.9279425,-1.8837457,-0.0147497,0.053453,0.0682027
13,1.1496052,1.1256928,"('impolite', 'polite')",-0.861243,-0.8318589,0.1441811,0.146917,0.0027359
14,1.8820387,1.8447226,"('antisocial', 'social')",0.3549729,0.24460436,1.1185058,1.0446635,-0.0738423
15,0.30265242,0.14992236,"('boring', 'funny')",-0.124620974,-0.15788683,0.0890157,-0.0039822,-0.0929979
16,-0.8830773,-0.92187244,"('unpopular', 'popular')",0.21787933,0.17434752,-0.332599,-0.3737625,-0.0411635
17,-0.682101,-0.6704383,"('nasty', 'nice')",-0.59974885,-0.5021317,-0.6409249,-0.586285,0.0546399
18,-0.59161127,-0.47960344,"('disagreeable', 'welcoming')",-0.7778648,-0.7557212,-0.684738,-0.6176623,0.0670757
19,-1.1756964,-1.0776653,"('inhospitable', 'hospitable')",-0.91109943,-0.7385191,-1.0433979,-0.9080922,0.1353057
20,-0.19418694,-0.053473923,"('rough', 'thoughtful')",0.80029684,0.8335043,0.303055,0.3900152,0.0869602
21,1.2366322,1.2821605,"('immoral', 'moral')",0.03743801,0.07805739,0.6370351,0.680109,0.0430739
22,0.5725365,0.5817492,"('untrustworthy', 'trustworthy')",-0.30550504,-0.4130931,0.1335157,0.0843281,-0.0491876
23,1.8303365,1.9555779,"('insincere', 'sincere')",5.2958336,5.3598094,3.5630851,3.6576936,0.0946085
24,1.3383363,1.3897889,"('dishonest', 'honest')",0.66644734,0.7191243,1.0023918,1.0544566,0.0520648
25,0.041635737,0.01241938,"('egoistic', 'altruistic')",0.7078109,0.6757525,0.3747233,0.344086,-0.0306373
26,0.8357046,0.7444022,"('hardhearted', 'benevolent')",2.0185626,1.9822515,1.4271336,1.3633269,-0.0638067
27,1.184484,1.1743512,"('hardhearted', 'softhearted')",0.91377544,0.92658424,1.0491297,1.0504677,0.001338
28,0.7578179,0.8159043,"('disloyal', 'loyal')",1.2866253,1.2664955,1.0222216,1.0411999,0.0189783
29,0.38605523,0.361138,"('unfair', 'fair')",-0.26146558,-0.39130917,0.0622948,-0.0150856,-0.0773804
30,1.7270672,1.7599093,"('intolerant', 'tolerant')",0.85870725,0.8780401,1.2928872,1.3189747,0.0260875
31,-1.8439337,-1.823483,"('evil', 'good')",-1.1372559,-1.1350689,-1.4905949,-1.4792759,0.011319
32,0.81097704,0.8444591,"('unkind', 'kind')",0.8436791,0.7082144,0.8273281,0.7763368,-0.0509913
33,0.9419493,0.83846116,"('wrong', 'right')",-0.40256977,-0.47505,0.2696898,0.1817056,-0.0879842
34,0.45993423,0.525363,"('mean', 'honorable')",5.174086,5.4860954,2.8170102,3.0057292,0.188719
35,-2.41566,-2.5983038,"('corrupt', 'incorrupt')",-0.7632895,-0.8779172,-1.5894747,-1.7381105,-0.1486358
36,-2.3474846,-2.3777385,"('hostile', 'amicable')",-0.6772153,-0.79100597,-1.51235,-1.5843723,-0.0720223
37,0.44567907,0.4801144,"('fake', 'genuine')",0.2507549,0.32756954,0.348217,0.403842,0.055625
38,0.6283858,0.60704124,"('untruthful', 'truthful')",-0.47323006,-0.35549685,0.0775779,0.1257722,0.0481943
39,1.8396996,1.898996,"('exploitative', 'cooperative')",0.5989302,0.66602945,1.2193149,1.2825127,0.0631978
40,0.4399055,0.48403102,"('stingy', 'generous')",-1.8586034,-1.9323057,-0.7093489,-0.7241373,-0.0147884
