,speaking_male,speaking_female,tuple,average_male,average_female,female-male
0,-0.0882781,-0.25725842,"('unsociable', 'sociable')",-0.0882781,-0.2572584,-0.1689803
1,1.4876441,1.4496738,"('unfriendly', 'friendly')",1.4876441,1.4496738,-0.0379703
2,0.56529284,0.7286052,"('unlikable', 'likable')",0.5652928,0.7286052,0.1633124
3,0.9611914,1.05745,"('repellent', 'pleasant')",0.9611914,1.0574501,0.0962587
4,-7.1282535,-7.0055966,"('disliked', 'liked')",-7.1282535,-7.0055966,0.1226569
5,0.09873559,0.25889012,"('distant', 'outgoing')",0.0987356,0.2588901,0.1601545
6,0.477359,0.63229406,"('distant', 'open')",0.477359,0.6322941,0.1549351
7,0.76758873,0.77721107,"('insensitive', 'sensitive')",0.7675887,0.7772111,0.0096224
8,1.050869,1.0862181,"('unaffectionate', 'affectionate')",1.050869,1.0862181,0.0353491
9,1.5968658,1.7153468,"('unaffectionate', 'caring')",1.5968658,1.7153468,0.118481
10,1.1878724,1.2107722,"('unsympathetic', 'sympathetic')",1.1878724,1.2107722,0.0228998
11,1.9965423,2.0424035,"('unhelpful', 'helpful')",1.9965423,2.0424035,0.0458612
12,-1.5120448,-1.4991323,"('unsupportive', 'supportive')",-1.5120448,-1.4991323,0.0129125
13,0.31134903,0.13516861,"('impolite', 'polite')",0.311349,0.1351686,-0.1761804
14,-0.35403448,-0.5236831,"('antisocial', 'social')",-0.3540345,-0.5236831,-0.1696486
15,0.347248,0.22104079,"('boring', 'funny')",0.347248,0.2210408,-0.1262072
16,-0.2752229,-0.18626064,"('unpopular', 'popular')",-0.2752229,-0.1862606,0.0889623
17,-0.14239581,-0.06793363,"('nasty', 'nice')",-0.1423958,-0.0679336,0.0744622
18,-0.5697085,-0.662173,"('disagreeable', 'welcoming')",-0.5697085,-0.662173,-0.0924645
19,-0.26241472,-0.056046434,"('inhospitable', 'hospitable')",-0.2624147,-0.0560464,0.2063683
20,0.7444863,0.6602546,"('rough', 'thoughtful')",0.7444863,0.6602546,-0.0842317
21,0.051073294,0.16789135,"('immoral', 'moral')",0.0510733,0.1678914,0.1168181
22,-0.3279276,-0.3766187,"('untrustworthy', 'trustworthy')",-0.3279276,-0.3766187,-0.0486911
23,6.3041754,6.238786,"('insincere', 'sincere')",6.3041754,6.2387862,-0.0653892
24,1.9735701,1.971751,"('dishonest', 'honest')",1.9735701,1.971751,-0.0018191
25,0.3633939,0.30216676,"('egoistic', 'altruistic')",0.3633939,0.3021668,-0.0612271
26,0.2376948,0.1163003,"('hardhearted', 'benevolent')",0.2376948,0.1163003,-0.1213945
27,1.8947123,1.7931643,"('hardhearted', 'softhearted')",1.8947123,1.7931643,-0.101548
28,1.1932026,1.2386044,"('disloyal', 'loyal')",1.1932026,1.2386044,0.0454018
29,-0.36877376,-0.4573297,"('unfair', 'fair')",-0.3687738,-0.4573297,-0.0885559
30,0.70566297,0.67766815,"('intolerant', 'tolerant')",0.705663,0.6776682,-0.0279948
31,-1.4502217,-1.3641262,"('evil', 'good')",-1.4502217,-1.3641262,0.0860955
32,1.4810969,1.4173667,"('unkind', 'kind')",1.4810969,1.4173667,-0.0637302
33,-0.4886311,-0.4354076,"('wrong', 'right')",-0.4886311,-0.4354076,0.0532235
34,4.5776563,4.714944,"('mean', 'honorable')",4.5776563,4.7149439,0.1372876
35,-0.9797555,-0.9992993,"('corrupt', 'incorrupt')",-0.9797555,-0.9992993,-0.0195438
