,model_male,model_female,tuple,average_male,average_female,female-male
0,0.28233066,0.31308663,"('unsociable', 'sociable')",0.2823307,0.3130866,0.0307559
1,1.0796852,1.2668473,"('unfriendly', 'friendly')",1.0796852,1.2668473,0.1871621
2,0.38812727,0.4867828,"('unlikable', 'likable')",0.3881273,0.4867828,0.0986555
3,0.46497208,0.38292313,"('repellent', 'pleasant')",0.4649721,0.3829231,-0.082049
4,-7.296136,-7.3243814,"('disliked', 'liked')",-7.2961359,-7.3243814,-0.0282455
5,-0.6337427,-0.43249503,"('distant', 'outgoing')",-0.6337427,-0.432495,0.2012477
6,-0.31862807,-0.21317004,"('distant', 'open')",-0.3186281,-0.21317,0.1054581
7,1.1298394,1.2749511,"('insensitive', 'sensitive')",1.1298394,1.2749511,0.1451117
8,0.6145448,0.6636463,"('unaffectionate', 'affectionate')",0.6145448,0.6636463,0.0491015
9,1.6191889,1.7051158,"('unaffectionate', 'caring')",1.6191889,1.7051158,0.0859269
10,0.89009917,0.9414793,"('unsympathetic', 'sympathetic')",0.8900992,0.9414793,0.0513801
11,2.120844,2.2493777,"('unhelpful', 'helpful')",2.1208439,2.2493777,0.1285338
12,-1.1960988,-1.0839151,"('unsupportive', 'supportive')",-1.1960988,-1.0839151,0.1121837
13,0.28293663,0.3085051,"('impolite', 'polite')",0.2829366,0.3085051,0.0255685
14,0.31738216,0.27546567,"('antisocial', 'social')",0.3173822,0.2754657,-0.0419165
15,0.13872992,0.15781121,"('boring', 'funny')",0.1387299,0.1578112,0.0190813
16,-0.34262943,-0.27758163,"('unpopular', 'popular')",-0.3426294,-0.2775816,0.0650478
17,-0.11299186,0.008936295,"('nasty', 'nice')",-0.1129919,0.0089363,0.1219282
18,-0.30416995,-0.30809504,"('disagreeable', 'welcoming')",-0.30417,-0.308095,-0.003925
19,-0.5367727,-0.45656928,"('inhospitable', 'hospitable')",-0.5367727,-0.4565693,0.0802034
20,1.0482805,0.95842546,"('rough', 'thoughtful')",1.0482805,0.9584255,-0.089855
21,0.24080601,0.26341638,"('immoral', 'moral')",0.240806,0.2634164,0.0226104
22,-0.36968917,-0.30800718,"('untrustworthy', 'trustworthy')",-0.3696892,-0.3080072,0.061682
23,7.011551,7.152182,"('insincere', 'sincere')",7.0115509,7.1521821,0.1406312
24,1.5576445,1.6311651,"('dishonest', 'honest')",1.5576445,1.6311651,0.0735206
25,0.17887177,0.2014392,"('egoistic', 'altruistic')",0.1788718,0.2014392,0.0225674
26,0.7831615,0.83689,"('hardhearted', 'benevolent')",0.7831615,0.83689,0.0537285
27,1.4078112,1.2815745,"('hardhearted', 'softhearted')",1.4078112,1.2815745,-0.1262367
28,1.3367366,1.3361765,"('disloyal', 'loyal')",1.3367366,1.3361765,-0.0005601
29,-0.33290696,-0.36765176,"('unfair', 'fair')",-0.332907,-0.3676518,-0.0347448
30,1.2965157,1.2935295,"('intolerant', 'tolerant')",1.2965157,1.2935295,-0.0029862
31,-1.9752572,-1.8851191,"('evil', 'good')",-1.9752572,-1.8851191,0.0901381
32,1.5507812,1.6909044,"('unkind', 'kind')",1.5507812,1.6909044,0.1401232
33,-0.10495188,-0.10666403,"('wrong', 'right')",-0.1049519,-0.106664,-0.0017121
34,4.804872,5.1050878,"('mean', 'honorable')",4.804872,5.1050878,0.3002158
35,-1.0709752,-1.2490226,"('corrupt', 'incorrupt')",-1.0709752,-1.2490226,-0.1780474
