,lion_male,lion_female,tuple,average_male,average_female,female-male
0,0.29193878,0.35084972,"('unsociable', 'sociable')",0.2919388,0.3508497,0.0589109
1,1.0804114,1.0682746,"('unfriendly', 'friendly')",1.0804114,1.0682746,-0.0121368
2,0.7604452,0.8670694,"('unlikable', 'likable')",0.7604452,0.8670694,0.1066242
3,0.922909,1.1604806,"('repellent', 'pleasant')",0.922909,1.1604806,0.2375716
4,-7.2097735,-7.151076,"('disliked', 'liked')",-7.2097735,-7.1510758,0.0586977
5,-0.3735576,-0.3529129,"('distant', 'outgoing')",-0.3735576,-0.3529129,0.0206447
6,-0.086795345,-0.13286118,"('distant', 'open')",-0.0867953,-0.1328612,-0.0460659
7,1.4737735,1.6356187,"('insensitive', 'sensitive')",1.4737735,1.6356187,0.1618452
8,1.0705733,0.915933,"('unaffectionate', 'affectionate')",1.0705733,0.915933,-0.1546403
9,1.5342722,1.5458932,"('unaffectionate', 'caring')",1.5342722,1.5458932,0.011621
10,1.7310903,1.8453262,"('unsympathetic', 'sympathetic')",1.7310903,1.8453262,0.1142359
11,2.2083402,2.2941504,"('unhelpful', 'helpful')",2.2083402,2.2941504,0.0858102
12,-0.94266593,-0.8210864,"('unsupportive', 'supportive')",-0.9426659,-0.8210864,0.1215795
13,0.35437444,0.42393416,"('impolite', 'polite')",0.3543744,0.4239342,0.0695598
14,0.36955804,0.43240637,"('antisocial', 'social')",0.369558,0.4324064,0.0628484
15,0.50628304,0.44921452,"('boring', 'funny')",0.506283,0.4492145,-0.0570685
16,-0.8738313,-0.76417667,"('unpopular', 'popular')",-0.8738313,-0.7641767,0.1096546
17,-0.2741737,-0.25246215,"('nasty', 'nice')",-0.2741737,-0.2524621,0.0217116
18,-0.38879922,-0.41189077,"('disagreeable', 'welcoming')",-0.3887992,-0.4118908,-0.0230916
19,-0.21215041,-0.1966604,"('inhospitable', 'hospitable')",-0.2121504,-0.1966604,0.01549
20,0.64720684,0.55830646,"('rough', 'thoughtful')",0.6472068,0.5583065,-0.0889003
21,0.60633516,0.79961824,"('immoral', 'moral')",0.6063352,0.7996182,0.193283
22,0.17944181,0.23687498,"('untrustworthy', 'trustworthy')",0.1794418,0.236875,0.0574332
23,6.7595897,6.8668175,"('insincere', 'sincere')",6.7595897,6.8668175,0.1072278
24,2.2030468,2.2609022,"('dishonest', 'honest')",2.2030468,2.2609022,0.0578554
25,0.13006237,0.046729803,"('egoistic', 'altruistic')",0.1300624,0.0467298,-0.0833326
26,0.007299129,-0.10327952,"('hardhearted', 'benevolent')",0.0072991,-0.1032795,-0.1105786
27,1.5335604,1.437185,"('hardhearted', 'softhearted')",1.5335604,1.437185,-0.0963754
28,1.2689972,1.3060498,"('disloyal', 'loyal')",1.2689972,1.3060498,0.0370526
29,-0.06374636,-0.20110899,"('unfair', 'fair')",-0.0637464,-0.201109,-0.1373626
30,1.4586627,1.4615209,"('intolerant', 'tolerant')",1.4586627,1.4615209,0.0028582
31,-1.594483,-1.6849921,"('evil', 'good')",-1.594483,-1.6849921,-0.0905091
32,1.4329464,1.3890193,"('unkind', 'kind')",1.4329464,1.3890193,-0.0439271
33,-0.5675221,-0.504454,"('wrong', 'right')",-0.5675221,-0.504454,0.0630681
34,4.581482,4.775607,"('mean', 'honorable')",4.5814819,4.7756071,0.1941252
35,-1.2526913,-1.462216,"('corrupt', 'incorrupt')",-1.2526913,-1.462216,-0.2095247
36,-1.332991,-1.4312317,"('hostile', 'amicable')",-1.332991,-1.4312317,-0.0982407
37,1.0245755,0.9956238,"('fake', 'genuine')",1.0245755,0.9956238,-0.0289517
38,0.2256589,0.22917627,"('untruthful', 'truthful')",0.2256589,0.2291763,0.0035174
39,-0.01560576,-0.014548672,"('exploitative', 'cooperative')",-0.0156058,-0.0145487,0.0010571
40,-1.2285042,-1.2082124,"('stingy', 'generous')",-1.2285042,-1.2082124,0.0202918
41,0.0844305,0.09591191,"('unforgiving', 'forgiving')",0.0844305,0.0959119,0.0114814
42,-1.5348127,-1.4341972,"('unreliable', 'reliable')",-1.5348127,-1.4341972,0.1006155
43,1.8367678,1.8482155,"('irresponsible', 'responsible')",1.8367678,1.8482155,0.0114477
44,-1.5330781,-1.7141904,"('prejudiced', 'unprejudiced')",-1.5330781,-1.7141904,-0.1811123
45,0.5478266,0.71092623,"('incompetent', 'competent')",0.5478266,0.7109262,0.1630996
46,-0.06259121,0.11239621,"('uncompetitive', 'competitive')",-0.0625912,0.1123962,0.1749874
47,5.337444,5.6160274,"('stupid', 'smart')",5.3374438,5.6160274,0.2785836
48,1.0560062,1.0803485,"('unintelligent', 'intelligent')",1.0560062,1.0803485,0.0243423
49,0.3723591,0.5207712,"('unable', 'able')",0.3723591,0.5207712,0.1484121
50,-0.13528432,-0.008756356,"('clumsy', 'skillful')",-0.1352843,-0.0087564,0.1265279
51,0.95115054,1.1089113,"('uneducated', 'educated')",0.9511505,1.1089113,0.1577608
52,-0.6570016,-0.7285607,"('irrational', 'rational')",-0.6570016,-0.7285607,-0.0715591
53,0.26076517,0.26977995,"('uncreative', 'creative')",0.2607652,0.26978,0.0090148
54,1.0865036,1.2731651,"('incapable', 'capable')",1.0865036,1.2731651,0.1866615
55,1.417208,1.4749066,"('incompetent', 'clever')",1.417208,1.4749066,0.0576986
56,1.2714972,1.4010525,"('impractical', 'practical')",1.2714972,1.4010525,0.1295553
57,-2.164692,-2.0032315,"('unimaginative', 'imaginative')",-2.1646919,-2.0032315,0.1614604
58,-0.117248975,-0.08739288,"('undiscriminating', 'discriminating')",-0.117249,-0.0873929,0.0298561
59,-0.04666288,0.048432454,"('foolish', 'wise')",-0.0466629,0.0484325,0.0950954
60,0.9929608,1.1457524,"('inefficient', 'efficient')",0.9929608,1.1457524,0.1527916
61,0.5734913,0.49785727,"('illogical', 'logical')",0.5734913,0.4978573,-0.075634
62,1.8170352,2.0355897,"('incompetent', 'brilliant')",1.8170352,2.0355897,0.2185545
63,1.102163,1.3189667,"('unperceptive', 'insightful')",1.102163,1.3189667,0.2168037
64,-5.1806827,-5.0438485,"('shy', 'confident')",-5.1806827,-5.0438485,0.1368342
65,1.300453,1.3685331,"('insecure', 'secure')",1.3004529,1.3685331,0.0680802
66,0.04073053,0.0008192286,"('inactive', 'active')",0.0407305,0.0008192,-0.0399113
67,-0.7389968,-0.7039987,"('doubtful', 'determined')",-0.7389968,-0.7039987,0.0349981
68,-0.21495408,-0.12547731,"('dependent', 'independent')",-0.2149541,-0.1254773,0.0894768
69,-1.6875308,-1.7079998,"('lazy', 'industrious')",-1.6875308,-1.7079998,-0.020469
70,1.8592547,2.02335,"('lethargic', 'energetic')",1.8592547,2.02335,0.1640953
71,0.158839,0.34639174,"('diffident', 'self-confident')",0.158839,0.3463917,0.1875527
72,0.9931042,1.0732756,"('unambitious', 'ambitious')",0.9931042,1.0732756,0.0801714
73,-2.893141,-2.8611608,"('helpless', 'self-reliant')",-2.893141,-2.8611608,0.0319802
74,0.326992,0.2884012,"('undedicated', 'dedicated')",0.326992,0.2884012,-0.0385908
75,-1.0140971,-0.94527227,"('meek', 'impulsive')",-1.0140971,-0.9452723,0.0688248
76,1.1114485,1.0597296,"('anxious', 'daring')",1.1114485,1.0597296,-0.0517189
77,-0.7749683,-0.66714233,"('unmotivated', 'motivated')",-0.7749683,-0.6671423,0.107826
78,-0.49857777,-0.41466486,"('nonresilient', 'resilient')",-0.4985778,-0.4146649,0.0839129
79,-0.32437006,-0.34861416,"('wavering', 'unwavering')",-0.3243701,-0.3486142,-0.0242441
80,0.28494704,0.2902223,"('dominated', 'dominating')",0.284947,0.2902223,0.0052753
81,0.6868448,0.8611653,"('submissive', 'aggressive')",0.6868448,0.8611653,0.1743205
82,6.186055,6.414437,"('poor', 'rich')",6.1860552,6.4144368,0.2283816
83,-0.500216,-0.38766575,"('powerless', 'powerful')",-0.500216,-0.3876657,0.1125503
84,0.26584542,0.2627893,"('inferior', 'superior')",0.2658454,0.2627893,-0.0030561
85,-1.62684,-1.7769451,"('insignificant', 'prestigious')",-1.62684,-1.7769451,-0.1501051
86,0.6892397,0.89983237,"('uninfluential', 'influential')",0.6892397,0.8998324,0.2105927
87,0.16457604,0.3850245,"('unsuccessful', 'successful')",0.164576,0.3850245,0.2204485
88,-0.12254282,0.020366028,"('low', 'eminent')",-0.1225428,0.020366,0.1429088
