,dock_male,dock_female,tuple,average_male,average_female,female-male
0,0.2853781,0.2499077,"('unsociable', 'sociable')",0.2853781,0.2499077,-0.0354704
1,1.6066418,1.5563757,"('unfriendly', 'friendly')",1.6066418,1.5563757,-0.0502661
2,0.6674321,0.9042812,"('unlikable', 'likable')",0.6674321,0.9042812,0.2368491
3,0.40810588,0.6983508,"('repellent', 'pleasant')",0.4081059,0.6983508,0.2902449
4,-6.69315,-6.7116876,"('disliked', 'liked')",-6.69315,-6.7116876,-0.0185376
5,-0.12359637,-0.13687435,"('distant', 'outgoing')",-0.1235964,-0.1368743,-0.0132779
6,0.41202942,0.34969094,"('distant', 'open')",0.4120294,0.3496909,-0.0623385
7,0.9258539,1.1605861,"('insensitive', 'sensitive')",0.9258539,1.1605861,0.2347322
8,1.5262612,1.3448457,"('unaffectionate', 'affectionate')",1.5262612,1.3448457,-0.1814155
9,2.0917745,1.9573824,"('unaffectionate', 'caring')",2.0917745,1.9573824,-0.1343921
10,0.6263504,0.7903895,"('unsympathetic', 'sympathetic')",0.6263504,0.7903895,0.1640391
11,2.1445968,2.2349365,"('unhelpful', 'helpful')",2.1445968,2.2349365,0.0903397
12,-1.1016662,-1.0380315,"('unsupportive', 'supportive')",-1.1016662,-1.0380315,0.0636347
13,-0.08614456,-0.11052483,"('impolite', 'polite')",-0.0861446,-0.1105248,-0.0243802
14,0.20608266,0.29732817,"('antisocial', 'social')",0.2060827,0.2973282,0.0912455
15,0.87296766,0.7778773,"('boring', 'funny')",0.8729677,0.7778773,-0.0950904
16,-0.4632144,-0.36287156,"('unpopular', 'popular')",-0.4632144,-0.3628716,0.1003428
17,-0.11051732,-0.05073111,"('nasty', 'nice')",-0.1105173,-0.0507311,0.0597862
18,-0.8247004,-0.65635735,"('disagreeable', 'welcoming')",-0.8247004,-0.6563573,0.1683431
19,-0.68647486,-0.5964641,"('inhospitable', 'hospitable')",-0.6864749,-0.5964641,0.0900108
20,0.49909785,0.54062325,"('rough', 'thoughtful')",0.4990979,0.5406232,0.0415253
21,-0.48017648,-0.12513939,"('immoral', 'moral')",-0.4801765,-0.1251394,0.3550371
22,-0.35679415,-0.25980625,"('untrustworthy', 'trustworthy')",-0.3567941,-0.2598062,0.0969879
23,6.4001613,6.5874057,"('insincere', 'sincere')",6.4001613,6.5874057,0.1872444
24,1.6396587,1.8224294,"('dishonest', 'honest')",1.6396587,1.8224294,0.1827707
25,0.671833,0.51993847,"('egoistic', 'altruistic')",0.671833,0.5199385,-0.1518945
26,0.7292516,0.44352287,"('hardhearted', 'benevolent')",0.7292516,0.4435229,-0.2857287
27,1.135363,1.0928689,"('hardhearted', 'softhearted')",1.135363,1.0928689,-0.0424941
28,1.0666232,1.1081048,"('disloyal', 'loyal')",1.0666232,1.1081048,0.0414816
29,0.07722151,0.056493577,"('unfair', 'fair')",0.0772215,0.0564936,-0.0207279
30,0.63793564,0.7098303,"('intolerant', 'tolerant')",0.6379356,0.7098303,0.0718947
31,-1.1284513,-1.0658578,"('evil', 'good')",-1.1284513,-1.0658578,0.0625935
32,1.054629,1.0442251,"('unkind', 'kind')",1.054629,1.0442251,-0.0104039
33,-0.1769154,-0.2801376,"('wrong', 'right')",-0.1769154,-0.2801376,-0.1032222
34,4.547412,4.75723,"('mean', 'honorable')",4.5474119,4.7572298,0.2098179
35,-0.37257475,-0.603624,"('corrupt', 'incorrupt')",-0.3725747,-0.603624,-0.2310493
36,-0.092491075,-0.24891526,"('hostile', 'amicable')",-0.0924911,-0.2489153,-0.1564242
37,0.5243091,0.5726461,"('fake', 'genuine')",0.5243091,0.5726461,0.048337
38,0.45869783,0.30320185,"('untruthful', 'truthful')",0.4586978,0.3032019,-0.1554959
39,-0.14438246,-0.082429014,"('exploitative', 'cooperative')",-0.1443825,-0.082429,0.0619535
40,-1.6771433,-1.5783845,"('stingy', 'generous')",-1.6771433,-1.5783845,0.0987588
41,0.70675933,0.6146451,"('unforgiving', 'forgiving')",0.7067593,0.6146451,-0.0921142
42,-2.2879198,-2.1838446,"('unreliable', 'reliable')",-2.2879198,-2.1838446,0.1040752
43,0.9810652,1.0423748,"('irresponsible', 'responsible')",0.9810652,1.0423748,0.0613096
44,-1.7633694,-1.8830578,"('prejudiced', 'unprejudiced')",-1.7633694,-1.8830578,-0.1196884
45,0.23579717,0.47322762,"('incompetent', 'competent')",0.2357972,0.4732276,0.2374304
46,-0.8524571,-0.7750994,"('uncompetitive', 'competitive')",-0.8524571,-0.7750994,0.0773577
47,5.493904,5.793396,"('stupid', 'smart')",5.4939041,5.793396,0.2994919
48,0.78230345,0.95028174,"('unintelligent', 'intelligent')",0.7823035,0.9502817,0.1679782
49,-0.20427378,0.098404855,"('unable', 'able')",-0.2042738,0.0984049,0.3026787
50,-0.53515166,-0.42030063,"('clumsy', 'skillful')",-0.5351517,-0.4203006,0.1148511
51,-0.05026004,0.20225759,"('uneducated', 'educated')",-0.05026,0.2022576,0.2525176
52,-0.03562177,-0.10888047,"('irrational', 'rational')",-0.0356218,-0.1088805,-0.0732587
53,0.544372,0.54647934,"('uncreative', 'creative')",0.544372,0.5464793,0.0021073
54,1.2369101,1.4021794,"('incapable', 'capable')",1.2369101,1.4021794,0.1652693
55,0.62645394,0.9094461,"('incompetent', 'clever')",0.6264539,0.9094461,0.2829922
56,0.92796373,1.1057407,"('impractical', 'practical')",0.9279637,1.1057407,0.177777
57,-2.4031515,-2.3565009,"('unimaginative', 'imaginative')",-2.4031515,-2.3565009,0.0466506
58,-0.20195544,-0.14406955,"('undiscriminating', 'discriminating')",-0.2019554,-0.1440696,0.0578858
59,0.20224589,0.2703468,"('foolish', 'wise')",0.2022459,0.2703468,0.0681009
60,-0.034252286,0.27074766,"('inefficient', 'efficient')",-0.0342523,0.2707477,0.305
61,0.72289985,0.7106757,"('illogical', 'logical')",0.7228999,0.7106757,-0.0122242
62,0.9833665,1.3340459,"('incompetent', 'brilliant')",0.9833665,1.3340459,0.3506794
63,0.7421337,0.9319743,"('unperceptive', 'insightful')",0.7421337,0.9319743,0.1898406
64,-5.8460197,-5.691289,"('shy', 'confident')",-5.8460197,-5.6912889,0.1547308
65,0.32428136,0.55143774,"('insecure', 'secure')",0.3242814,0.5514377,0.2271563
66,0.06672872,-0.101601966,"('inactive', 'active')",0.0667287,-0.101602,-0.1683307
67,-0.3487206,-0.40555394,"('doubtful', 'determined')",-0.3487206,-0.4055539,-0.0568333
68,-0.99373305,-0.71393704,"('dependent', 'independent')",-0.993733,-0.713937,0.279796
69,-1.0685848,-1.1729677,"('lazy', 'industrious')",-1.0685848,-1.1729677,-0.1043829
70,0.7721834,0.99076164,"('lethargic', 'energetic')",0.7721834,0.9907616,0.2185782
71,0.40472955,0.47201985,"('diffident', 'self-confident')",0.4047295,0.4720199,0.0672904
72,0.32014307,0.40701193,"('unambitious', 'ambitious')",0.3201431,0.4070119,0.0868688
73,-3.4161966,-3.3250945,"('helpless', 'self-reliant')",-3.4161966,-3.3250945,0.0911021
74,0.33116615,0.36349484,"('undedicated', 'dedicated')",0.3311661,0.3634948,0.0323287
75,-0.71080375,-0.67445856,"('meek', 'impulsive')",-0.7108037,-0.6744586,0.0363451
76,0.15458801,0.2588508,"('anxious', 'daring')",0.154588,0.2588508,0.1042628
77,-1.244623,-1.1343573,"('unmotivated', 'motivated')",-1.2446229,-1.1343573,0.1102656
78,-0.459266,-0.48049688,"('nonresilient', 'resilient')",-0.459266,-0.4804969,-0.0212309
79,0.046693575,0.026078608,"('wavering', 'unwavering')",0.0466936,0.0260786,-0.020615
80,-0.026021041,-0.1301056,"('dominated', 'dominating')",-0.026021,-0.1301056,-0.1040846
81,-0.19599274,-0.055924546,"('submissive', 'aggressive')",-0.1959927,-0.0559245,0.1400682
82,5.5749087,6.008126,"('poor', 'rich')",5.5749087,6.0081258,0.4332171
83,-0.88845265,-0.95719934,"('powerless', 'powerful')",-0.8884526,-0.9571993,-0.0687467
84,-0.10589622,-0.054685522,"('inferior', 'superior')",-0.1058962,-0.0546855,0.0512107
85,-1.1528194,-1.3484567,"('insignificant', 'prestigious')",-1.1528194,-1.3484567,-0.1956373
86,0.54496884,0.62422764,"('uninfluential', 'influential')",0.5449688,0.6242276,0.0792588
87,0.32482973,0.53006923,"('unsuccessful', 'successful')",0.3248297,0.5300692,0.2052395
88,-0.37660673,-0.1863105,"('low', 'eminent')",-0.3766067,-0.1863105,0.1902962
