,twine_male,twine_female,tuple,average_male,average_female,female-male
0,0.31730455,0.20351294,"('unsociable', 'sociable')",0.3173046,0.2035129,-0.1137917
1,-0.4232483,-0.5259214,"('unfriendly', 'friendly')",-0.4232483,-0.5259214,-0.1026731
2,0.21295325,0.27628833,"('unlikable', 'likable')",0.2129533,0.2762883,0.063335
3,-0.61814535,-0.4405964,"('repellent', 'pleasant')",-0.6181453,-0.4405964,0.1775489
4,-3.1703274,-3.232534,"('disliked', 'liked')",-3.1703274,-3.2325339,-0.0622065
5,-0.9766658,-0.95205873,"('distant', 'outgoing')",-0.9766658,-0.9520587,0.0246071
6,-1.080999,-1.03876,"('distant', 'open')",-1.080999,-1.0387599,0.0422391
7,-0.17839284,-0.047980018,"('insensitive', 'sensitive')",-0.1783928,-0.04798,0.1304128
8,0.07646803,0.01816778,"('unaffectionate', 'affectionate')",0.076468,0.0181678,-0.0583002
9,-0.062369872,-0.11420419,"('unaffectionate', 'caring')",-0.0623699,-0.1142042,-0.0518343
10,-0.21908085,-0.2696966,"('unsympathetic', 'sympathetic')",-0.2190809,-0.2696966,-0.0506157
11,0.6771477,0.6644428,"('unhelpful', 'helpful')",0.6771477,0.6644428,-0.0127049
12,-1.0561363,-1.0388479,"('unsupportive', 'supportive')",-1.0561363,-1.0388479,0.0172884
13,-0.44971493,-0.5053223,"('impolite', 'polite')",-0.4497149,-0.5053223,-0.0556074
14,0.68953145,0.55722487,"('antisocial', 'social')",0.6895314,0.5572249,-0.1323065
15,0.67194265,0.52552885,"('boring', 'funny')",0.6719427,0.5255288,-0.1464139
16,-0.4945482,-0.49836844,"('unpopular', 'popular')",-0.4945482,-0.4983684,-0.0038202
17,-0.48647338,-0.41896528,"('nasty', 'nice')",-0.4864734,-0.4189653,0.0675081
18,-1.3690953,-1.2008935,"('disagreeable', 'welcoming')",-1.3690953,-1.2008935,0.1682018
19,-0.781605,-0.7354037,"('inhospitable', 'hospitable')",-0.781605,-0.7354037,0.0462013
20,0.07692325,0.16286698,"('rough', 'thoughtful')",0.0769233,0.162867,0.0859437
21,-0.36624068,-0.26200265,"('immoral', 'moral')",-0.3662407,-0.2620026,0.1042381
22,-0.34107852,-0.41944596,"('untrustworthy', 'trustworthy')",-0.3410785,-0.419446,-0.0783675
23,2.2151887,2.2254024,"('insincere', 'sincere')",2.2151887,2.2254024,0.0102137
24,-0.14561702,-0.18708967,"('dishonest', 'honest')",-0.145617,-0.1870897,-0.0414727
25,0.124312684,0.102257445,"('egoistic', 'altruistic')",0.1243127,0.1022574,-0.0220553
26,0.671889,0.4980833,"('hardhearted', 'benevolent')",0.671889,0.4980833,-0.1738057
27,-0.11533831,-0.08434821,"('hardhearted', 'softhearted')",-0.1153383,-0.0843482,0.0309901
28,0.2652152,0.2198528,"('disloyal', 'loyal')",0.2652152,0.2198528,-0.0453624
29,-0.48869237,-0.62989455,"('unfair', 'fair')",-0.4886924,-0.6298946,-0.1412022
30,0.42763197,0.49004087,"('intolerant', 'tolerant')",0.427632,0.4900409,0.0624089
31,-1.368197,-1.3196899,"('evil', 'good')",-1.368197,-1.3196899,0.0485071
32,0.6697504,0.6036111,"('unkind', 'kind')",0.6697504,0.6036111,-0.0661393
33,-0.10579286,-0.2856763,"('wrong', 'right')",-0.1057929,-0.2856763,-0.1798834
34,2.0153039,2.2782674,"('mean', 'honorable')",2.0153039,2.2782674,0.2629635
35,-0.5314463,-0.6350425,"('corrupt', 'incorrupt')",-0.5314463,-0.6350425,-0.1035962
36,-0.36883163,-0.41700992,"('hostile', 'amicable')",-0.3688316,-0.4170099,-0.0481783
