,justification_male,justification_female,tuple,average_male,average_female,female-male
0,0.18268614,0.14727654,"('unsociable', 'sociable')",0.1826861,0.1472765,-0.0354096
1,0.89889413,0.9359655,"('unfriendly', 'friendly')",0.8988941,0.9359655,0.0370714
2,0.3756233,0.5562437,"('unlikable', 'likable')",0.3756233,0.5562437,0.1806204
3,1.0171854,1.1436104,"('repellent', 'pleasant')",1.0171854,1.1436104,0.126425
4,-7.7174244,-7.5539217,"('disliked', 'liked')",-7.7174244,-7.5539217,0.1635027
5,-0.7850446,-0.61886513,"('distant', 'outgoing')",-0.7850446,-0.6188651,0.1661795
6,-0.37905106,-0.30299464,"('distant', 'open')",-0.3790511,-0.3029946,0.0760565
7,1.6623058,1.638665,"('insensitive', 'sensitive')",1.6623058,1.638665,-0.0236408
8,0.84346765,0.7318192,"('unaffectionate', 'affectionate')",0.8434677,0.7318192,-0.1116485
9,1.0836729,1.1096932,"('unaffectionate', 'caring')",1.0836729,1.1096932,0.0260203
10,1.9967939,1.7883781,"('unsympathetic', 'sympathetic')",1.9967939,1.7883781,-0.2084158
11,2.093717,2.052832,"('unhelpful', 'helpful')",2.0937171,2.0528319,-0.0408852
12,-1.2502296,-1.1725904,"('unsupportive', 'supportive')",-1.2502296,-1.1725904,0.0776392
13,0.33240902,0.36484444,"('impolite', 'polite')",0.332409,0.3648444,0.0324354
14,0.44536304,0.38356197,"('antisocial', 'social')",0.445363,0.383562,-0.061801
15,0.20216215,0.1963478,"('boring', 'funny')",0.2021621,0.1963478,-0.0058143
16,-0.7765953,-0.5687341,"('unpopular', 'popular')",-0.7765953,-0.5687341,0.2078612
17,-0.11900298,-0.111107215,"('nasty', 'nice')",-0.119003,-0.1111072,0.0078958
18,-0.4660234,-0.34575197,"('disagreeable', 'welcoming')",-0.4660234,-0.345752,0.1202714
19,-0.7041281,-0.6623467,"('inhospitable', 'hospitable')",-0.7041281,-0.6623467,0.0417814
20,1.1028663,0.9439689,"('rough', 'thoughtful')",1.1028663,0.9439689,-0.1588974
21,0.5429353,0.64895105,"('immoral', 'moral')",0.5429353,0.6489511,0.1060158
22,0.3642512,0.42814526,"('untrustworthy', 'trustworthy')",0.3642512,0.4281453,0.0638941
23,6.9678884,6.9698486,"('insincere', 'sincere')",6.9678884,6.9698486,0.0019602
24,2.263575,2.2518156,"('dishonest', 'honest')",2.2635751,2.2518156,-0.0117595
25,0.33573395,0.2669021,"('egoistic', 'altruistic')",0.335734,0.2669021,-0.0688319
26,0.27774328,0.070353866,"('hardhearted', 'benevolent')",0.2777433,0.0703539,-0.2073894
27,1.6001612,1.3975601,"('hardhearted', 'softhearted')",1.6001612,1.3975601,-0.2026011
28,1.4674299,1.259165,"('disloyal', 'loyal')",1.4674299,1.259165,-0.2082649
29,-0.36726296,-0.45250052,"('unfair', 'fair')",-0.367263,-0.4525005,-0.0852375
30,1.2283334,1.1750221,"('intolerant', 'tolerant')",1.2283334,1.1750221,-0.0533113
31,-1.2334995,-1.14612,"('evil', 'good')",-1.2334995,-1.14612,0.0873795
32,1.3383776,1.2036839,"('unkind', 'kind')",1.3383776,1.2036839,-0.1346937
33,-0.9801977,-0.8618876,"('wrong', 'right')",-0.9801977,-0.8618876,0.1183101
34,4.613419,4.794182,"('mean', 'honorable')",4.6134191,4.7941818,0.1807627
35,-1.0462999,-1.2002578,"('corrupt', 'incorrupt')",-1.0462999,-1.2002578,-0.1539579
36,-1.1302878,-1.1957155,"('hostile', 'amicable')",-1.1302878,-1.1957155,-0.0654277
37,0.92795527,0.8798403,"('fake', 'genuine')",0.9279553,0.8798403,-0.048115
38,-0.16582225,-0.18818302,"('untruthful', 'truthful')",-0.1658223,-0.188183,-0.0223607
39,0.20884144,0.2804131,"('exploitative', 'cooperative')",0.2088414,0.2804131,0.0715717
40,-0.92389077,-0.98612946,"('stingy', 'generous')",-0.9238908,-0.9861295,-0.0622387
41,0.30749822,0.09384352,"('unforgiving', 'forgiving')",0.3074982,0.0938435,-0.2136547
42,-1.719681,-1.6981103,"('unreliable', 'reliable')",-1.719681,-1.6981103,0.0215707
43,1.6349125,1.6288002,"('irresponsible', 'responsible')",1.6349125,1.6288002,-0.0061123
44,-1.5428036,-1.5576019,"('prejudiced', 'unprejudiced')",-1.5428036,-1.5576019,-0.0147983
45,1.1780958,1.0401618,"('incompetent', 'competent')",1.1780958,1.0401618,-0.137934
46,-0.15573734,-0.1191937,"('uncompetitive', 'competitive')",-0.1557373,-0.1191937,0.0365436
47,5.6837964,5.848212,"('stupid', 'smart')",5.6837964,5.8482118,0.1644154
48,1.1285554,1.0916563,"('unintelligent', 'intelligent')",1.1285554,1.0916563,-0.0368991
49,-0.40368617,-0.12829193,"('unable', 'able')",-0.4036862,-0.1282919,0.2753943
50,-0.0758527,-0.094734274,"('clumsy', 'skillful')",-0.0758527,-0.0947343,-0.0188816
51,0.60068357,0.6109561,"('uneducated', 'educated')",0.6006836,0.6109561,0.0102725
52,-0.67038983,-0.6459799,"('irrational', 'rational')",-0.6703898,-0.6459799,0.0244099
53,0.5459653,0.55487454,"('uncreative', 'creative')",0.5459653,0.5548745,0.0089092
54,0.9442814,1.0914426,"('incapable', 'capable')",0.9442814,1.0914426,0.1471612
55,1.4743533,1.4930654,"('incompetent', 'clever')",1.4743533,1.4930654,0.0187121
56,0.7712432,0.82609266,"('impractical', 'practical')",0.7712432,0.8260927,0.0548495
57,-2.3445683,-2.378258,"('unimaginative', 'imaginative')",-2.3445683,-2.378258,-0.0336897
58,0.2882194,0.17205185,"('undiscriminating', 'discriminating')",0.2882194,0.1720518,-0.1161676
59,-0.47240853,-0.30895433,"('foolish', 'wise')",-0.4724085,-0.3089543,0.1634542
60,1.0428239,1.1570443,"('inefficient', 'efficient')",1.0428239,1.1570443,0.1142204
61,0.79977494,0.66606236,"('illogical', 'logical')",0.7997749,0.6660624,-0.1337125
62,1.6607565,1.8169229,"('incompetent', 'brilliant')",1.6607565,1.8169229,0.1561664
63,1.2736456,1.3497794,"('unperceptive', 'insightful')",1.2736456,1.3497794,0.0761338
64,-5.9997625,-5.738832,"('shy', 'confident')",-5.9997625,-5.738832,0.2609305
65,1.5593876,1.5023056,"('insecure', 'secure')",1.5593876,1.5023056,-0.057082
66,-0.17877886,-0.25808996,"('inactive', 'active')",-0.1787789,-0.25809,-0.0793111
67,-0.5648866,-0.5428245,"('doubtful', 'determined')",-0.5648866,-0.5428245,0.0220621
68,-0.5090428,-0.35720804,"('dependent', 'independent')",-0.5090428,-0.357208,0.1518348
69,-2.1770117,-2.0864058,"('lazy', 'industrious')",-2.1770117,-2.0864058,0.0906059
70,1.9867347,1.9628263,"('lethargic', 'energetic')",1.9867347,1.9628263,-0.0239084
71,0.06175293,0.29490656,"('diffident', 'self-confident')",0.0617529,0.2949066,0.2331537
72,1.1969625,1.2410314,"('unambitious', 'ambitious')",1.1969625,1.2410314,0.0440689
73,-3.5211365,-3.2777455,"('helpless', 'self-reliant')",-3.5211365,-3.2777455,0.243391
74,0.2028955,0.11284767,"('undedicated', 'dedicated')",0.2028955,0.1128477,-0.0900478
75,-0.9601868,-0.876066,"('meek', 'impulsive')",-0.9601868,-0.876066,0.0841208
76,1.528763,1.4415778,"('anxious', 'daring')",1.5287631,1.4415778,-0.0871853
77,-0.7968429,-0.7109509,"('unmotivated', 'motivated')",-0.7968429,-0.7109509,0.085892
78,-0.20801082,-0.23308311,"('nonresilient', 'resilient')",-0.2080108,-0.2330831,-0.0250723
79,0.24780467,0.066247955,"('wavering', 'unwavering')",0.2478047,0.066248,-0.1815567
80,0.46150964,0.3533225,"('dominated', 'dominating')",0.4615096,0.3533225,-0.1081871
81,0.69888186,0.6497062,"('submissive', 'aggressive')",0.6988819,0.6497062,-0.0491757
82,6.466836,6.5895324,"('poor', 'rich')",6.466836,6.5895324,0.1226964
83,-0.56811464,-0.5449573,"('powerless', 'powerful')",-0.5681146,-0.5449573,0.0231573
84,0.15322351,0.108862214,"('inferior', 'superior')",0.1532235,0.1088622,-0.0443613
85,-1.5644085,-1.5763544,"('insignificant', 'prestigious')",-1.5644085,-1.5763544,-0.0119459
86,0.8630586,0.79050887,"('uninfluential', 'influential')",0.8630586,0.7905089,-0.0725497
87,0.10430147,0.26510125,"('unsuccessful', 'successful')",0.1043015,0.2651013,0.1607998
88,0.00454559,0.055986,"('low', 'eminent')",0.0045456,0.055986,0.0514404
