,solicitation_male,solicitation_female,tuple,average_male,average_female,female-male
0,-0.3390628,-0.56819427,"('unsociable', 'sociable')",-0.3390628,-0.5681943,-0.2291315
1,-0.4903258,-0.60629886,"('unfriendly', 'friendly')",-0.4903258,-0.6062989,-0.1159731
2,0.36459422,0.34182224,"('unlikable', 'likable')",0.3645942,0.3418222,-0.022772
3,-1.2997895,-1.2512709,"('repellent', 'pleasant')",-1.2997895,-1.2512709,0.0485186
4,-2.9102778,-2.8813224,"('disliked', 'liked')",-2.9102778,-2.8813224,0.0289554
5,-0.011824168,0.026842557,"('distant', 'outgoing')",-0.0118242,0.0268426,0.0386668
6,0.0098512545,0.004132837,"('distant', 'open')",0.0098513,0.0041328,-0.0057185
7,-0.81345016,-0.9072278,"('insensitive', 'sensitive')",-0.8134502,-0.9072278,-0.0937776
8,-0.56512713,-0.6793245,"('unaffectionate', 'affectionate')",-0.5651271,-0.6793245,-0.1141974
9,-0.5186146,-0.63057274,"('unaffectionate', 'caring')",-0.5186146,-0.6305727,-0.1119581
10,-0.9741245,-1.1605263,"('unsympathetic', 'sympathetic')",-0.9741245,-1.1605263,-0.1864018
11,0.5800307,0.53351045,"('unhelpful', 'helpful')",0.5800307,0.5335104,-0.0465203
12,-1.421145,-1.4379799,"('unsupportive', 'supportive')",-1.421145,-1.4379799,-0.0168349
13,-0.49390656,-0.60198665,"('impolite', 'polite')",-0.4939066,-0.6019866,-0.10808
14,-0.14250346,-0.2682296,"('antisocial', 'social')",-0.1425035,-0.2682296,-0.1257261
15,0.7986351,0.66450936,"('boring', 'funny')",0.7986351,0.6645094,-0.1341257
16,-1.3190215,-1.2442274,"('unpopular', 'popular')",-1.3190215,-1.2442274,0.0747941
17,0.05057906,0.14398971,"('nasty', 'nice')",0.0505791,0.1439897,0.0934106
18,0.46778452,0.4899788,"('disagreeable', 'welcoming')",0.4677845,0.4899788,0.0221943
19,-0.9044964,-0.8937288,"('inhospitable', 'hospitable')",-0.9044964,-0.8937288,0.0107676
20,0.6349369,0.59281313,"('rough', 'thoughtful')",0.6349369,0.5928131,-0.0421238
21,-1.0438503,-1.074203,"('immoral', 'moral')",-1.0438503,-1.074203,-0.0303527
