,spectacles_male,spectacles_female,tuple,average_male,average_female,female-male
0,0.9157372,0.7054649,"('unsociable', 'sociable')",0.9157372,0.7054649,-0.2102723
1,-0.20255572,-0.3995278,"('unfriendly', 'friendly')",-0.2025557,-0.3995278,-0.1969721
2,0.2897154,0.28891984,"('unlikable', 'likable')",0.2897154,0.2889198,-0.0007956
3,0.031523816,0.03422559,"('repellent', 'pleasant')",0.0315238,0.0342256,0.0027018
4,-3.3175,-3.2606769,"('disliked', 'liked')",-3.3175001,-3.2606769,0.0568232
5,-1.2051078,-1.1190187,"('distant', 'outgoing')",-1.2051078,-1.1190187,0.0860891
6,-1.6021373,-1.5842552,"('distant', 'open')",-1.6021373,-1.5842552,0.0178821
7,0.52971756,0.5061575,"('insensitive', 'sensitive')",0.5297176,0.5061575,-0.0235601
8,-0.531549,-0.5696697,"('unaffectionate', 'affectionate')",-0.531549,-0.5696697,-0.0381207
9,-0.03408534,-0.094772264,"('unaffectionate', 'caring')",-0.0340853,-0.0947723,-0.060687
10,0.527253,0.3765213,"('unsympathetic', 'sympathetic')",0.527253,0.3765213,-0.1507317
11,1.1718652,1.1373386,"('unhelpful', 'helpful')",1.1718652,1.1373386,-0.0345266
12,-0.5498061,-0.536634,"('unsupportive', 'supportive')",-0.5498061,-0.536634,0.0131721
13,0.9194326,0.76653975,"('impolite', 'polite')",0.9194326,0.7665398,-0.1528928
14,1.6913396,1.5992953,"('antisocial', 'social')",1.6913396,1.5992953,-0.0920443
15,0.057457764,-0.033006303,"('boring', 'funny')",0.0574578,-0.0330063,-0.0904641
16,-0.33668154,-0.3845184,"('unpopular', 'popular')",-0.3366815,-0.3845184,-0.0478369
17,-0.501738,-0.42866257,"('nasty', 'nice')",-0.501738,-0.4286626,0.0730754
18,-1.4522771,-1.5179993,"('disagreeable', 'welcoming')",-1.4522771,-1.5179993,-0.0657222
19,-1.5443014,-1.558891,"('inhospitable', 'hospitable')",-1.5443014,-1.5588911,-0.0145897
20,0.95734614,0.9118477,"('rough', 'thoughtful')",0.9573461,0.9118477,-0.0454984
21,0.84909576,0.7569573,"('immoral', 'moral')",0.8490958,0.7569573,-0.0921385
22,-0.31405818,-0.38365474,"('untrustworthy', 'trustworthy')",-0.3140582,-0.3836547,-0.0695965
23,3.3208063,3.2254734,"('insincere', 'sincere')",3.3208063,3.2254734,-0.0953329
24,0.44384813,0.37643197,"('dishonest', 'honest')",0.4438481,0.376432,-0.0674161
25,-0.302544,-0.3616777,"('egoistic', 'altruistic')",-0.302544,-0.3616777,-0.0591337
26,0.7852328,0.56622636,"('hardhearted', 'benevolent')",0.7852328,0.5662264,-0.2190064
27,-0.230088,-0.24973667,"('hardhearted', 'softhearted')",-0.230088,-0.2497367,-0.0196487
28,0.59755343,0.47101125,"('disloyal', 'loyal')",0.5975534,0.4710113,-0.1265421
29,-1.220216,-1.3413305,"('unfair', 'fair')",-1.220216,-1.3413305,-0.1211145
30,1.0759021,1.043365,"('intolerant', 'tolerant')",1.0759021,1.043365,-0.0325371
31,-2.2084491,-2.0995307,"('evil', 'good')",-2.2084491,-2.0995307,0.1089184
32,1.1284939,0.9005211,"('unkind', 'kind')",1.1284939,0.9005211,-0.2279728
33,-0.33118826,-0.41636804,"('wrong', 'right')",-0.3311883,-0.416368,-0.0851797
34,2.035618,2.1678138,"('mean', 'honorable')",2.0356181,2.1678138,0.1321957
35,-1.2700996,-1.2903523,"('corrupt', 'incorrupt')",-1.2700996,-1.2903523,-0.0202527
36,-1.7413937,-1.7654864,"('hostile', 'amicable')",-1.7413937,-1.7654864,-0.0240927
37,0.30100816,0.22675607,"('fake', 'genuine')",0.3010082,0.2267561,-0.0742521
38,0.2886563,0.21968338,"('untruthful', 'truthful')",0.2886563,0.2196834,-0.0689729
39,0.6815194,0.75071985,"('exploitative', 'cooperative')",0.6815194,0.7507198,0.0692004
40,-1.2589853,-1.3135264,"('stingy', 'generous')",-1.2589853,-1.3135264,-0.0545411
41,0.6269173,0.58724576,"('unforgiving', 'forgiving')",0.6269173,0.5872458,-0.0396715
42,-1.274592,-1.2897366,"('unreliable', 'reliable')",-1.274592,-1.2897366,-0.0151446
43,0.607019,0.52461684,"('irresponsible', 'responsible')",0.607019,0.5246168,-0.0824022
44,-1.211983,-1.1605748,"('prejudiced', 'unprejudiced')",-1.211983,-1.1605748,0.0514082
45,0.6951329,0.69136703,"('incompetent', 'competent')",0.6951329,0.691367,-0.0037659
46,0.43074188,0.3751568,"('uncompetitive', 'competitive')",0.4307419,0.3751568,-0.0555851
47,3.0745215,3.156815,"('stupid', 'smart')",3.0745215,3.1568151,0.0822936
48,0.8622308,0.7377476,"('unintelligent', 'intelligent')",0.8622308,0.7377476,-0.1244832
49,0.057638735,0.16389519,"('unable', 'able')",0.0576387,0.1638952,0.1062565
50,-0.20588881,-0.2831748,"('clumsy', 'skillful')",-0.2058888,-0.2831748,-0.077286
51,0.5765502,0.40451348,"('uneducated', 'educated')",0.5765502,0.4045135,-0.1720367
52,-0.8156397,-0.92165893,"('irrational', 'rational')",-0.8156397,-0.9216589,-0.1060192
53,-0.48207802,-0.62204534,"('uncreative', 'creative')",-0.482078,-0.6220453,-0.1399673
54,0.0087815225,-0.086822554,"('incapable', 'capable')",0.0087815,-0.0868226,-0.0956041
55,1.0355011,1.0010967,"('incompetent', 'clever')",1.0355011,1.0010967,-0.0344044
56,2.0239627,1.9007118,"('impractical', 'practical')",2.0239627,1.9007118,-0.1232509
57,-0.94153786,-1.0895438,"('unimaginative', 'imaginative')",-0.9415379,-1.0895438,-0.1480059
58,0.72823364,0.6714364,"('undiscriminating', 'discriminating')",0.7282336,0.6714364,-0.0567972
59,-1.1480386,-1.0747782,"('foolish', 'wise')",-1.1480386,-1.0747782,0.0732604
60,2.0164528,2.0589397,"('inefficient', 'efficient')",2.0164528,2.0589397,0.0424869
