,bellows_male,bellows_female,tuple,average_male,average_female,female-male
0,-0.3918922,-0.32680786,"('unsociable', 'sociable')",-0.3918922,-0.3268079,0.0650843
1,1.0872378,0.8996472,"('unfriendly', 'friendly')",1.0872378,0.8996472,-0.1875906
2,0.31168023,0.4195199,"('unlikable', 'likable')",0.3116802,0.4195199,0.1078397
3,-1.2311541,-1.1539235,"('repellent', 'pleasant')",-1.2311541,-1.1539235,0.0772306
4,-2.502697,-2.5031726,"('disliked', 'liked')",-2.502697,-2.5031726,-0.0004756
5,0.449237,0.4277486,"('distant', 'outgoing')",0.449237,0.4277486,-0.0214884
6,0.4245179,0.3484594,"('distant', 'open')",0.4245179,0.3484594,-0.0760585
7,0.3184967,0.41136572,"('insensitive', 'sensitive')",0.3184967,0.4113657,0.092869
8,1.1187571,1.0448397,"('unaffectionate', 'affectionate')",1.1187571,1.0448397,-0.0739174
9,1.251303,1.1794562,"('unaffectionate', 'caring')",1.251303,1.1794562,-0.0718468
10,-0.8087012,-0.6939844,"('unsympathetic', 'sympathetic')",-0.8087012,-0.6939844,0.1147168
11,-0.4507635,-0.34926134,"('unhelpful', 'helpful')",-0.4507635,-0.3492613,0.1015022
12,-1.1998148,-1.1346129,"('unsupportive', 'supportive')",-1.1998148,-1.1346129,0.0652019
13,-0.9663151,-0.8509021,"('impolite', 'polite')",-0.9663151,-0.8509021,0.115413
14,-0.22718215,-0.081930086,"('antisocial', 'social')",-0.2271821,-0.0819301,0.145252
15,0.90294576,0.8046647,"('boring', 'funny')",0.9029458,0.8046647,-0.0982811
16,-0.2799416,-0.38743404,"('unpopular', 'popular')",-0.2799416,-0.387434,-0.1074924
17,-0.3631506,-0.30623266,"('nasty', 'nice')",-0.3631506,-0.3062327,0.0569179
18,-0.8147156,-0.779483,"('disagreeable', 'welcoming')",-0.8147156,-0.779483,0.0352326
19,0.029864661,0.09364447,"('inhospitable', 'hospitable')",0.0298647,0.0936445,0.0637798
20,-0.77870643,-0.7694304,"('rough', 'thoughtful')",-0.7787064,-0.7694304,0.009276
21,-1.3897316,-1.2243997,"('immoral', 'moral')",-1.3897316,-1.2243997,0.1653319
22,-1.0568881,-1.0879909,"('untrustworthy', 'trustworthy')",-1.0568881,-1.0879909,-0.0311028
23,2.7333262,2.6985095,"('insincere', 'sincere')",2.7333262,2.6985095,-0.0348167
24,0.37158823,0.30457258,"('dishonest', 'honest')",0.3715882,0.3045726,-0.0670156
