,backdrop_male,backdrop_female,tuple,average_male,average_female,female-male
0,0.5690526,0.46941498,"('unsociable', 'sociable')",0.5690526,0.469415,-0.0996376
1,1.268003,1.1714356,"('unfriendly', 'friendly')",1.268003,1.1714356,-0.0965674
2,0.7131203,0.85137606,"('unlikable', 'likable')",0.7131203,0.8513761,0.1382558
3,0.88781536,0.94331586,"('repellent', 'pleasant')",0.8878154,0.9433159,0.0555005
4,-6.5356026,-6.6199512,"('disliked', 'liked')",-6.5356026,-6.6199512,-0.0843486
5,-0.32177705,-0.31997368,"('distant', 'outgoing')",-0.321777,-0.3199737,0.0018033
6,-0.17783199,-0.17453234,"('distant', 'open')",-0.177832,-0.1745323,0.0032997
7,0.9813445,1.0463983,"('insensitive', 'sensitive')",0.9813445,1.0463983,0.0650538
8,0.73086953,0.6776644,"('unaffectionate', 'affectionate')",0.7308695,0.6776644,-0.0532051
9,1.3749084,1.3964754,"('unaffectionate', 'caring')",1.3749084,1.3964754,0.021567
10,1.4487985,1.5242829,"('unsympathetic', 'sympathetic')",1.4487985,1.5242829,0.0754844
11,2.2999084,2.2583938,"('unhelpful', 'helpful')",2.2999084,2.2583938,-0.0415146
12,-1.3272027,-1.2887695,"('unsupportive', 'supportive')",-1.3272027,-1.2887695,0.0384332
13,0.7814916,0.7409632,"('impolite', 'polite')",0.7814916,0.7409632,-0.0405284
14,0.04712663,-0.032818213,"('antisocial', 'social')",0.0471266,-0.0328182,-0.0799448
15,0.89332515,0.77222615,"('boring', 'funny')",0.8933252,0.7722262,-0.121099
16,0.13853379,0.15081674,"('unpopular', 'popular')",0.1385338,0.1508167,0.0122829
17,-0.018270511,-0.04107582,"('nasty', 'nice')",-0.0182705,-0.0410758,-0.0228053
18,-0.5945565,-0.72878796,"('disagreeable', 'welcoming')",-0.5945565,-0.728788,-0.1342315
19,-0.55074704,-0.49858755,"('inhospitable', 'hospitable')",-0.550747,-0.4985875,0.0521595
20,0.6605929,0.5745737,"('rough', 'thoughtful')",0.6605929,0.5745737,-0.0860192
21,0.41535103,0.54082257,"('immoral', 'moral')",0.415351,0.5408226,0.1254716
22,0.14659688,0.1832252,"('untrustworthy', 'trustworthy')",0.1465969,0.1832252,0.0366283
23,6.213943,6.2146273,"('insincere', 'sincere')",6.213943,6.2146273,0.0006843
24,1.9506756,2.0123842,"('dishonest', 'honest')",1.9506756,2.0123842,0.0617086
25,0.4730852,0.3558544,"('egoistic', 'altruistic')",0.4730852,0.3558544,-0.1172308
26,0.16619587,0.03617367,"('hardhearted', 'benevolent')",0.1661959,0.0361737,-0.1300222
27,1.088335,0.92828286,"('hardhearted', 'softhearted')",1.088335,0.9282829,-0.1600521
28,1.0400963,0.9696188,"('disloyal', 'loyal')",1.0400963,0.9696188,-0.0704775
29,-0.7278527,-0.73342216,"('unfair', 'fair')",-0.7278527,-0.7334222,-0.0055695
30,1.1360716,1.1114322,"('intolerant', 'tolerant')",1.1360716,1.1114322,-0.0246394
31,-1.4971313,-1.4730505,"('evil', 'good')",-1.4971313,-1.4730505,0.0240808
32,1.4941146,1.5277306,"('unkind', 'kind')",1.4941146,1.5277306,0.033616
33,-0.42821583,-0.3969747,"('wrong', 'right')",-0.4282158,-0.3969747,0.0312411
34,4.3681746,4.478471,"('mean', 'honorable')",4.3681746,4.4784708,0.1102962
35,-1.2116579,-1.3787823,"('corrupt', 'incorrupt')",-1.2116579,-1.3787823,-0.1671244
36,-1.0773897,-1.1920311,"('hostile', 'amicable')",-1.0773897,-1.1920311,-0.1146414
37,0.62596965,0.6680328,"('fake', 'genuine')",0.6259696,0.6680328,0.0420632
38,0.12575772,0.13737097,"('untruthful', 'truthful')",0.1257577,0.137371,0.0116133
39,0.36380267,0.34846443,"('exploitative', 'cooperative')",0.3638027,0.3484644,-0.0153383
40,-1.3985089,-1.5362158,"('stingy', 'generous')",-1.3985089,-1.5362158,-0.1377069
41,-0.14803793,-0.1360742,"('unforgiving', 'forgiving')",-0.1480379,-0.1360742,0.0119637
42,-1.6702096,-1.6979243,"('unreliable', 'reliable')",-1.6702096,-1.6979243,-0.0277147
43,1.458012,1.4938974,"('irresponsible', 'responsible')",1.458012,1.4938974,0.0358854
44,-1.1731528,-1.2281547,"('prejudiced', 'unprejudiced')",-1.1731528,-1.2281547,-0.0550019
45,0.5975139,0.6229677,"('incompetent', 'competent')",0.5975139,0.6229677,0.0254538
46,-0.16808528,-0.15202522,"('uncompetitive', 'competitive')",-0.1680853,-0.1520252,0.0160601
47,5.0200047,5.2600675,"('stupid', 'smart')",5.0200047,5.2600675,0.2400628
48,0.8829914,0.7842739,"('unintelligent', 'intelligent')",0.8829914,0.7842739,-0.0987175
49,0.025952812,0.14258847,"('unable', 'able')",0.0259528,0.1425885,0.1166357
50,0.0990792,0.07005067,"('clumsy', 'skillful')",0.0990792,0.0700507,-0.0290285
51,0.6817976,0.6451592,"('uneducated', 'educated')",0.6817976,0.6451592,-0.0366384
52,-0.7634361,-0.8596146,"('irrational', 'rational')",-0.7634361,-0.8596146,-0.0961785
53,0.3027577,0.3103171,"('uncreative', 'creative')",0.3027577,0.3103171,0.0075594
54,1.051988,1.2218819,"('incapable', 'capable')",1.051988,1.2218819,0.1698939
55,1.2376448,1.2285995,"('incompetent', 'clever')",1.2376448,1.2285995,-0.0090453
56,1.3511084,1.3585129,"('impractical', 'practical')",1.3511084,1.3585129,0.0074045
57,-1.9354112,-1.9114878,"('unimaginative', 'imaginative')",-1.9354112,-1.9114878,0.0239234
58,-0.124534786,-0.13395128,"('undiscriminating', 'discriminating')",-0.1245348,-0.1339513,-0.0094165
59,-0.04869257,-0.017778113,"('foolish', 'wise')",-0.0486926,-0.0177781,0.0309145
60,1.1615732,1.2225354,"('inefficient', 'efficient')",1.1615732,1.2225354,0.0609622
61,0.20005134,0.060943186,"('illogical', 'logical')",0.2000513,0.0609432,-0.1391081
62,1.7423037,1.8222692,"('incompetent', 'brilliant')",1.7423037,1.8222692,0.0799655
63,0.94234604,1.0252154,"('unperceptive', 'insightful')",0.942346,1.0252154,0.0828694
64,-5.43775,-5.3733907,"('shy', 'confident')",-5.4377499,-5.3733907,0.0643592
65,0.8588067,0.8667849,"('insecure', 'secure')",0.8588067,0.8667849,0.0079782
66,-0.2615092,-0.2680626,"('inactive', 'active')",-0.2615092,-0.2680626,-0.0065534
67,-0.56762767,-0.4671153,"('doubtful', 'determined')",-0.5676277,-0.4671153,0.1005124
68,-0.23155954,-0.19189015,"('dependent', 'independent')",-0.2315595,-0.1918902,0.0396693
