,factor_male,factor_female,tuple,average_male,average_female,female-male
0,-0.52327,-0.5773381,"('unsociable', 'sociable')",-0.52327,-0.5773381,-0.0540681
1,1.8119904,1.8031301,"('unfriendly', 'friendly')",1.8119904,1.8031301,-0.0088603
2,-0.28105843,-0.21723394,"('unlikable', 'likable')",-0.2810584,-0.2172339,0.0638245
3,0.03554698,0.102175765,"('repellent', 'pleasant')",0.035547,0.1021758,0.0666288
4,-7.585704,-7.630007,"('disliked', 'liked')",-7.5857038,-7.6300068,-0.044303
5,-0.21213415,-0.16723248,"('distant', 'outgoing')",-0.2121342,-0.1672325,0.0449017
6,0.25811738,0.25810862,"('distant', 'open')",0.2581174,0.2581086,-8.8e-06
7,0.3980593,0.50543356,"('insensitive', 'sensitive')",0.3980593,0.5054336,0.1073743
8,1.4611115,1.4354806,"('unaffectionate', 'affectionate')",1.4611115,1.4354806,-0.0256309
9,2.05059,2.090762,"('unaffectionate', 'caring')",2.05059,2.0907619,0.0401719
10,0.7287528,0.7445037,"('unsympathetic', 'sympathetic')",0.7287528,0.7445037,0.0157509
11,1.7174441,1.740158,"('unhelpful', 'helpful')",1.7174441,1.740158,0.0227139
12,-1.9860855,-1.954527,"('unsupportive', 'supportive')",-1.9860855,-1.954527,0.0315585
13,-0.63144755,-0.6901,"('impolite', 'polite')",-0.6314476,-0.6901,-0.0586524
14,-0.29083246,-0.37076145,"('antisocial', 'social')",-0.2908325,-0.3707615,-0.079929
15,0.29134104,0.24045138,"('boring', 'funny')",0.291341,0.2404514,-0.0508896
16,-0.5011513,-0.43969062,"('unpopular', 'popular')",-0.5011513,-0.4396906,0.0614607
17,-0.15365815,-0.17933716,"('nasty', 'nice')",-0.1536582,-0.1793372,-0.025679
18,-0.5210652,-0.5816992,"('disagreeable', 'welcoming')",-0.5210652,-0.5816992,-0.060634
19,-0.35254887,-0.34612846,"('inhospitable', 'hospitable')",-0.3525489,-0.3461285,0.0064204
20,1.1162355,1.0327996,"('rough', 'thoughtful')",1.1162355,1.0327996,-0.0834359
21,-0.81926435,-0.7750368,"('immoral', 'moral')",-0.8192644,-0.7750368,0.0442276
22,-1.200836,-1.2111897,"('untrustworthy', 'trustworthy')",-1.2008359,-1.2111897,-0.0103538
23,6.508383,6.5370555,"('insincere', 'sincere')",6.5083828,6.5370555,0.0286727
24,1.628351,1.5407237,"('dishonest', 'honest')",1.628351,1.5407237,-0.0876273
25,0.98652095,0.98636293,"('egoistic', 'altruistic')",0.9865209,0.9863629,-0.000158
26,1.3270842,1.2338331,"('hardhearted', 'benevolent')",1.3270842,1.2338331,-0.0932511
27,1.7132083,1.6015865,"('hardhearted', 'softhearted')",1.7132083,1.6015865,-0.1116218
28,1.3668952,1.2921945,"('disloyal', 'loyal')",1.3668952,1.2921945,-0.0747007
29,-0.5650876,-0.65359515,"('unfair', 'fair')",-0.5650876,-0.6535951,-0.0885075
30,0.97331643,0.9300212,"('intolerant', 'tolerant')",0.9733164,0.9300212,-0.0432952
31,-0.93289137,-0.92843574,"('evil', 'good')",-0.9328914,-0.9284357,0.0044557
32,1.0185871,0.95116365,"('unkind', 'kind')",1.0185871,0.9511636,-0.0674235
