,moodys_male,moodys_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.19771972,0.118212536,"('unsociable', 'sociable')",-0.042808726,-0.20363665,0.0774555,-0.0427121,-0.1201676
1,0.4397221,0.22076137,"('unfriendly', 'friendly')",1.2807381,1.2037383,0.8602301,0.7122499,-0.1479802
2,1.1062683,1.1854693,"('unlikable', 'likable')",0.21287595,0.29237637,0.6595721,0.7389228,0.0793507
3,-0.078373045,0.07963184,"('repellent', 'pleasant')",1.0799631,1.1342777,0.500795,0.6069548,0.1061598
4,-0.30920243,-0.4208468,"('disliked', 'liked')",-7.41539,-7.561908,-3.8622961,-3.9913774,-0.1290813
5,0.015808266,-0.12717724,"('distant', 'outgoing')",-0.97825146,-0.9025638,-0.4812216,-0.5148705,-0.0336489
6,-0.22256815,-0.3706462,"('distant', 'open')",-0.5472429,-0.50478655,-0.3849055,-0.4377164,-0.0528109
7,0.4272799,0.46864834,"('insensitive', 'sensitive')",0.95174277,0.86617386,0.6895113,0.6674111,-0.0221002
8,0.011344968,-0.10637099,"('unaffectionate', 'affectionate')",0.65419513,0.64935404,0.33277,0.2714915,-0.0612785
9,0.58315754,0.48138708,"('unaffectionate', 'caring')",1.2976136,1.3229792,0.9403856,0.9021832,-0.0382024
10,-0.2876165,-0.3186984,"('unsympathetic', 'sympathetic')",-0.031079993,-0.08923067,-0.1593482,-0.2039645,-0.0446163
11,-0.60776854,-0.50310594,"('unhelpful', 'helpful')",1.7350149,1.8907521,0.5636232,0.6938231,0.1301999
12,0.92796797,0.94280666,"('unsupportive', 'supportive')",-2.2844334,-2.276641,-0.6782327,-0.6669171,0.0113156
13,-0.16303954,-0.100665495,"('impolite', 'polite')",-0.6340337,-0.5613664,-0.3985366,-0.3310159,0.0675207
14,1.2052138,1.2322823,"('antisocial', 'social')",0.36271697,0.23954354,0.7839653,0.7359129,-0.0480524
15,-0.15661341,-0.26444793,"('boring', 'funny')",0.07274835,0.041159328,-0.0419325,-0.1116443,-0.0697118
16,-1.4312544,-1.3532711,"('unpopular', 'popular')",-0.08816618,-0.04329577,-0.7597103,-0.6982834,0.0614269
17,-0.11916104,-0.033587426,"('nasty', 'nice')",-0.30750003,-0.3001165,-0.2133305,-0.166852,0.0464785
18,-0.32041404,-0.22387613,"('disagreeable', 'welcoming')",-0.8216915,-0.76453084,-0.5710528,-0.4942035,0.0768493
19,-0.14828573,-0.18976766,"('inhospitable', 'hospitable')",-0.67814463,-0.61832285,-0.4132152,-0.4040453,0.0091699
20,0.43687907,0.46311325,"('rough', 'thoughtful')",0.7949479,0.760324,0.6159135,0.6117187,-0.0041948
21,-0.13739812,0.035323836,"('immoral', 'moral')",-0.7837301,-0.7112189,-0.4605641,-0.3379475,0.1226166
22,0.0908628,0.096846774,"('untrustworthy', 'trustworthy')",-0.8672308,-0.95308906,-0.388184,-0.4281211,-0.0399371
23,0.533254,0.61206746,"('insincere', 'sincere')",6.350332,6.428704,3.441793,3.5203857,0.0785927
24,-0.28985837,-0.24441054,"('dishonest', 'honest')",0.68163246,0.6792083,0.195887,0.2173989,0.0215119
