,moai_male,moai_female,tuple,average_male,average_female,female-male
0,0.66679686,0.5969992,"('unsociable', 'sociable')",0.6667969,0.5969992,-0.0697977
1,-0.10446283,-0.07101795,"('unfriendly', 'friendly')",-0.1044628,-0.071018,0.0334448
2,1.0646994,1.0983189,"('unlikable', 'likable')",1.0646994,1.0983189,0.0336195
3,0.4575011,0.6823778,"('repellent', 'pleasant')",0.4575011,0.6823778,0.2248767
4,-2.3272583,-2.5214977,"('disliked', 'liked')",-2.3272583,-2.5214977,-0.1942394
5,-0.79283035,-0.9197492,"('distant', 'outgoing')",-0.7928303,-0.9197492,-0.1269189
6,-0.61773247,-0.71862453,"('distant', 'open')",-0.6177325,-0.7186245,-0.100892
7,0.6002004,0.76749575,"('insensitive', 'sensitive')",0.6002004,0.7674958,0.1672954
8,-0.66571766,-0.54070246,"('unaffectionate', 'affectionate')",-0.6657177,-0.5407025,0.1250152
9,-0.009889394,0.1160777,"('unaffectionate', 'caring')",-0.0098894,0.1160777,0.1259671
10,-0.12844762,0.09384315,"('unsympathetic', 'sympathetic')",-0.1284476,0.0938431,0.2222907
11,0.9449688,0.9654847,"('unhelpful', 'helpful')",0.9449688,0.9654847,0.0205159
12,-0.4680371,-0.36058113,"('unsupportive', 'supportive')",-0.4680371,-0.3605811,0.107456
13,0.3068931,0.4129292,"('impolite', 'polite')",0.3068931,0.4129292,0.1060361
14,0.5286595,0.64539796,"('antisocial', 'social')",0.5286595,0.645398,0.1167385
15,0.43599725,0.17180848,"('boring', 'funny')",0.4359972,0.1718085,-0.2641887
16,-0.2523107,-0.1960051,"('unpopular', 'popular')",-0.2523107,-0.1960051,0.0563056
17,-0.30556133,-0.33791456,"('nasty', 'nice')",-0.3055613,-0.3379146,-0.0323533
18,-0.250103,-0.17521009,"('disagreeable', 'welcoming')",-0.250103,-0.1752101,0.0748929
19,-1.2179766,-1.2431194,"('inhospitable', 'hospitable')",-1.2179766,-1.2431194,-0.0251428
20,0.06593746,0.17088722,"('rough', 'thoughtful')",0.0659375,0.1708872,0.1049497
21,0.09370269,0.37329048,"('immoral', 'moral')",0.0937027,0.3732905,0.2795878
22,0.6487222,0.63124424,"('untrustworthy', 'trustworthy')",0.6487222,0.6312442,-0.017478
23,2.8016527,2.9167545,"('insincere', 'sincere')",2.8016527,2.9167545,0.1151018
24,0.4910127,0.521165,"('dishonest', 'honest')",0.4910127,0.521165,0.0301523
25,-0.83080125,-0.7349922,"('egoistic', 'altruistic')",-0.8308012,-0.7349922,0.095809
26,0.34627122,0.23925944,"('hardhearted', 'benevolent')",0.3462712,0.2392594,-0.1070118
27,-0.29815,-0.2612864,"('hardhearted', 'softhearted')",-0.29815,-0.2612864,0.0368636
28,-0.33147842,-0.23286219,"('disloyal', 'loyal')",-0.3314784,-0.2328622,0.0986162
29,-0.55167377,-0.63291234,"('unfair', 'fair')",-0.5516738,-0.6329123,-0.0812385
30,0.9218168,0.8298133,"('intolerant', 'tolerant')",0.9218168,0.8298133,-0.0920035
31,-1.6582992,-1.7167498,"('evil', 'good')",-1.6582992,-1.7167498,-0.0584506
32,0.54526705,0.5012888,"('unkind', 'kind')",0.545267,0.5012888,-0.0439782
33,-0.46780625,-0.4259519,"('wrong', 'right')",-0.4678062,-0.4259519,0.0418543
34,2.0751755,2.2518394,"('mean', 'honorable')",2.0751755,2.2518394,0.1766639
35,-1.1682298,-1.3981701,"('corrupt', 'incorrupt')",-1.1682298,-1.3981701,-0.2299403
36,-1.000507,-1.0719062,"('hostile', 'amicable')",-1.000507,-1.0719062,-0.0713992
37,-0.3930038,-0.33066627,"('fake', 'genuine')",-0.3930038,-0.3306663,0.0623375
38,-0.21709083,-0.09933958,"('untruthful', 'truthful')",-0.2170908,-0.0993396,0.1177512
39,0.54399574,0.70042235,"('exploitative', 'cooperative')",0.5439957,0.7004223,0.1564266
40,-0.4717969,-0.39519167,"('stingy', 'generous')",-0.4717969,-0.3951917,0.0766052
41,1.3127323,1.3955139,"('unforgiving', 'forgiving')",1.3127323,1.3955139,0.0827816
