,welfare_male,welfare_female,tuple,average_male,average_female,female-male
0,0.6197827,0.37652832,"('unsociable', 'sociable')",0.6197827,0.3765283,-0.2432544
1,1.8513047,1.8098356,"('unfriendly', 'friendly')",1.8513047,1.8098356,-0.0414691
2,0.43252766,0.55759925,"('unlikable', 'likable')",0.4325277,0.5575992,0.1250715
3,-0.33294514,-0.097116135,"('repellent', 'pleasant')",-0.3329451,-0.0971161,0.235829
4,-6.6583023,-6.7601686,"('disliked', 'liked')",-6.6583023,-6.7601686,-0.1018663
5,0.19739982,0.16740386,"('distant', 'outgoing')",0.1973998,0.1674039,-0.0299959
6,0.24701796,0.24728979,"('distant', 'open')",0.247018,0.2472898,0.0002718
7,0.3226991,0.25298515,"('insensitive', 'sensitive')",0.3226991,0.2529851,-0.069714
8,1.8125547,1.725145,"('unaffectionate', 'affectionate')",1.8125547,1.725145,-0.0874097
9,2.273169,2.1681335,"('unaffectionate', 'caring')",2.273169,2.1681335,-0.1050355
10,0.10861489,0.14098212,"('unsympathetic', 'sympathetic')",0.1086149,0.1409821,0.0323672
11,2.5874107,2.4869924,"('unhelpful', 'helpful')",2.5874107,2.4869924,-0.1004183
12,-0.7655193,-1.0059718,"('unsupportive', 'supportive')",-0.7655193,-1.0059718,-0.2404525
13,-0.15285477,-0.27966237,"('impolite', 'polite')",-0.1528548,-0.2796624,-0.1268076
14,0.39507374,0.35801956,"('antisocial', 'social')",0.3950737,0.3580196,-0.0370541
15,0.8295589,0.6543641,"('boring', 'funny')",0.8295589,0.6543641,-0.1751948
16,-0.11610338,-0.049536657,"('unpopular', 'popular')",-0.1161034,-0.0495367,0.0665667
17,0.14540987,0.22817779,"('nasty', 'nice')",0.1454099,0.2281778,0.0827679
18,-0.69321346,-0.71384466,"('disagreeable', 'welcoming')",-0.6932135,-0.7138447,-0.0206312
19,0.013204092,0.008569818,"('inhospitable', 'hospitable')",0.0132041,0.0085698,-0.0046343
20,0.20177233,0.20929876,"('rough', 'thoughtful')",0.2017723,0.2092988,0.0075265
21,-0.48034722,-0.34097126,"('immoral', 'moral')",-0.4803472,-0.3409713,0.1393759
22,-0.8232849,-0.79822135,"('untrustworthy', 'trustworthy')",-0.8232849,-0.7982213,0.0250636
23,6.6503606,6.6572375,"('insincere', 'sincere')",6.6503606,6.6572375,0.0068769
24,1.1522293,1.1242291,"('dishonest', 'honest')",1.1522293,1.1242291,-0.0280002
