,result_male,result_female,tuple,average_male,average_female,female-male
0,0.21245606,0.10473955,"('unsociable', 'sociable')",0.2124561,0.1047395,-0.1077166
1,0.50169164,0.5296378,"('unfriendly', 'friendly')",0.5016916,0.5296378,0.0279462
2,0.25401405,0.40914214,"('unlikable', 'likable')",0.254014,0.4091421,0.1551281
3,0.49942958,0.51242477,"('repellent', 'pleasant')",0.4994296,0.5124248,0.0129952
4,-7.36024,-7.2367964,"('disliked', 'liked')",-7.36024,-7.2367964,0.1234436
5,-1.025113,-0.8667241,"('distant', 'outgoing')",-1.025113,-0.8667241,0.1583889
6,-0.7967156,-0.683886,"('distant', 'open')",-0.7967156,-0.683886,0.1128296
7,1.1412568,1.0591391,"('insensitive', 'sensitive')",1.1412568,1.0591391,-0.0821177
8,0.5556038,0.5169287,"('unaffectionate', 'affectionate')",0.5556038,0.5169287,-0.0386751
9,0.8534878,0.8890129,"('unaffectionate', 'caring')",0.8534878,0.8890129,0.0355251
10,1.8028146,1.5767018,"('unsympathetic', 'sympathetic')",1.8028146,1.5767018,-0.2261128
11,2.1070135,2.0523648,"('unhelpful', 'helpful')",2.1070135,2.0523648,-0.0546487
12,-1.4729569,-1.4349272,"('unsupportive', 'supportive')",-1.4729569,-1.4349272,0.0380297
13,0.37779218,0.35642615,"('impolite', 'polite')",0.3777922,0.3564261,-0.0213661
14,0.59353095,0.4933923,"('antisocial', 'social')",0.593531,0.4933923,-0.1001387
15,0.25010774,0.2599792,"('boring', 'funny')",0.2501077,0.2599792,0.0098715
16,-1.0347877,-0.8391594,"('unpopular', 'popular')",-1.0347877,-0.8391594,0.1956283
17,0.062226344,0.027214931,"('nasty', 'nice')",0.0622263,0.0272149,-0.0350114
18,-0.6384261,-0.64862955,"('disagreeable', 'welcoming')",-0.6384261,-0.6486295,-0.0102034
19,-0.87618446,-0.8326243,"('inhospitable', 'hospitable')",-0.8761845,-0.8326243,0.0435602
20,0.7612061,0.57925326,"('rough', 'thoughtful')",0.7612061,0.5792533,-0.1819528
21,0.4067708,0.4362935,"('immoral', 'moral')",0.4067708,0.4362935,0.0295227
22,0.26895115,0.23442766,"('untrustworthy', 'trustworthy')",0.2689511,0.2344277,-0.0345234
23,6.403332,6.3042874,"('insincere', 'sincere')",6.4033322,6.3042874,-0.0990448
24,1.9712551,1.8921529,"('dishonest', 'honest')",1.9712551,1.8921529,-0.0791022
25,0.15835252,0.18876258,"('egoistic', 'altruistic')",0.1583525,0.1887626,0.0304101
26,0.2905417,0.12546207,"('hardhearted', 'benevolent')",0.2905417,0.1254621,-0.1650796
27,1.2738053,1.0753309,"('hardhearted', 'softhearted')",1.2738053,1.0753309,-0.1984744
28,0.81318116,0.66309595,"('disloyal', 'loyal')",0.8131812,0.663096,-0.1500852
29,-0.37490892,-0.4665822,"('unfair', 'fair')",-0.3749089,-0.4665822,-0.0916733
30,1.4421375,1.3855596,"('intolerant', 'tolerant')",1.4421375,1.3855596,-0.0565779
31,-1.6503711,-1.5386605,"('evil', 'good')",-1.6503711,-1.5386605,0.1117106
32,1.2203926,1.081034,"('unkind', 'kind')",1.2203926,1.0810339,-0.1393587
33,-1.036098,-0.8750496,"('wrong', 'right')",-1.036098,-0.8750496,0.1610484
34,4.0321913,4.216431,"('mean', 'honorable')",4.0321913,4.2164311,0.1842398
35,-1.38858,-1.4885231,"('corrupt', 'incorrupt')",-1.38858,-1.4885231,-0.0999431
36,-1.1923254,-1.2069663,"('hostile', 'amicable')",-1.1923254,-1.2069663,-0.0146409
37,0.41034028,0.29850954,"('fake', 'genuine')",0.4103403,0.2985095,-0.1118308
38,-0.0009156801,0.039138317,"('untruthful', 'truthful')",-0.0009157,0.0391383,0.040054
39,-0.03259939,-0.03765506,"('exploitative', 'cooperative')",-0.0325994,-0.0376551,-0.0050557
40,-1.4735544,-1.6281836,"('stingy', 'generous')",-1.4735544,-1.6281836,-0.1546292
41,0.09215939,-0.077618204,"('unforgiving', 'forgiving')",0.0921594,-0.0776182,-0.1697776
42,-1.6138291,-1.6198785,"('unreliable', 'reliable')",-1.6138291,-1.6198785,-0.0060494
43,1.3418587,1.3164324,"('irresponsible', 'responsible')",1.3418587,1.3164324,-0.0254263
44,-1.2209014,-1.1817743,"('prejudiced', 'unprejudiced')",-1.2209014,-1.1817743,0.0391271
45,0.5857254,0.38612446,"('incompetent', 'competent')",0.5857254,0.3861245,-0.1996009
46,-0.16067588,-0.21554212,"('uncompetitive', 'competitive')",-0.1606759,-0.2155421,-0.0548662
