,wyeth_male,wyeth_female,tuple,average_male,average_female,female-male
0,-1.4165082,-1.5292916,"('unsociable', 'sociable')",-1.4165082,-1.5292916,-0.1127834
1,-0.03782249,-0.13668206,"('unfriendly', 'friendly')",-0.0378225,-0.1366821,-0.0988596
2,0.45268074,0.555722,"('unlikable', 'likable')",0.4526807,0.555722,0.1030413
3,-1.4583181,-1.39049,"('repellent', 'pleasant')",-1.4583181,-1.3904901,0.067828
4,-0.6890931,-0.86167645,"('disliked', 'liked')",-0.6890931,-0.8616765,-0.1725834
5,0.6159857,0.66339797,"('distant', 'outgoing')",0.6159857,0.663398,0.0474123
6,0.9463097,1.0317396,"('distant', 'open')",0.9463097,1.0317396,0.0854299
7,-0.98758686,-1.0782778,"('insensitive', 'sensitive')",-0.9875869,-1.0782778,-0.0906909
8,0.522737,0.4443695,"('unaffectionate', 'affectionate')",0.522737,0.4443695,-0.0783675
9,0.1321115,0.020826817,"('unaffectionate', 'caring')",0.1321115,0.0208268,-0.1112847
10,-2.0151052,-2.1133559,"('unsympathetic', 'sympathetic')",-2.0151052,-2.1133559,-0.0982507
11,-0.99790037,-1.0853745,"('unhelpful', 'helpful')",-0.9979004,-1.0853745,-0.0874741
12,-1.2579418,-1.2285981,"('unsupportive', 'supportive')",-1.2579418,-1.2285981,0.0293437
13,-1.4647458,-1.6100247,"('impolite', 'polite')",-1.4647458,-1.6100247,-0.1452789
14,-1.1325222,-1.2630374,"('antisocial', 'social')",-1.1325222,-1.2630374,-0.1305152
15,1.3615885,1.3403168,"('boring', 'funny')",1.3615885,1.3403168,-0.0212717
16,-0.35013905,-0.2684386,"('unpopular', 'popular')",-0.3501391,-0.2684386,0.0817005
17,-0.01503288,0.0156096965,"('nasty', 'nice')",-0.0150329,0.0156097,0.0306426
18,-0.7415203,-0.6069761,"('disagreeable', 'welcoming')",-0.7415203,-0.6069761,0.1345442
19,0.10831219,0.123344496,"('inhospitable', 'hospitable')",0.1083122,0.1233445,0.0150323
20,-0.04821741,-0.07535064,"('rough', 'thoughtful')",-0.0482174,-0.0753506,-0.0271332
21,-1.6095673,-1.5585655,"('immoral', 'moral')",-1.6095673,-1.5585655,0.0510018
22,-1.3327878,-1.4711804,"('untrustworthy', 'trustworthy')",-1.3327878,-1.4711804,-0.1383926
23,0.11844197,-0.013431972,"('insincere', 'sincere')",0.118442,-0.013432,-0.131874
24,-0.5666863,-0.6721291,"('dishonest', 'honest')",-0.5666863,-0.6721291,-0.1054428
25,0.31443128,0.47233146,"('egoistic', 'altruistic')",0.3144313,0.4723315,0.1579002
26,1.2651627,1.1914246,"('hardhearted', 'benevolent')",1.2651627,1.1914246,-0.0737381
27,0.62849116,0.5918851,"('hardhearted', 'softhearted')",0.6284912,0.5918851,-0.0366061
28,-1.4969844,-1.6809827,"('disloyal', 'loyal')",-1.4969844,-1.6809827,-0.1839983
29,0.09830053,-0.025814062,"('unfair', 'fair')",0.0983005,-0.0258141,-0.1241146
30,-0.71782297,-0.7750575,"('intolerant', 'tolerant')",-0.717823,-0.7750575,-0.0572345
31,0.6424648,0.8145858,"('evil', 'good')",0.6424648,0.8145858,0.172121
32,-0.7194306,-0.8149396,"('unkind', 'kind')",-0.7194306,-0.8149396,-0.095509
33,0.44561478,0.48838127,"('wrong', 'right')",0.4456148,0.4883813,0.0427665
34,1.4601359,1.6001221,"('mean', 'honorable')",1.4601359,1.6001221,0.1399862
35,1.2653059,1.1486356,"('corrupt', 'incorrupt')",1.2653059,1.1486356,-0.1166703
36,1.4569861,1.4014313,"('hostile', 'amicable')",1.4569861,1.4014313,-0.0555548
37,-0.20521191,-0.28000438,"('fake', 'genuine')",-0.2052119,-0.2800044,-0.0747925
38,-0.65495616,-0.704284,"('untruthful', 'truthful')",-0.6549562,-0.704284,-0.0493278
39,0.06641616,0.034989275,"('exploitative', 'cooperative')",0.0664162,0.0349893,-0.0314269
40,-0.7848717,-0.735322,"('stingy', 'generous')",-0.7848717,-0.735322,0.0495497
41,-0.095471755,-0.15640801,"('unforgiving', 'forgiving')",-0.0954718,-0.156408,-0.0609362
42,-0.8016496,-0.80464256,"('unreliable', 'reliable')",-0.8016496,-0.8046426,-0.002993
43,-1.0853018,-1.1879423,"('irresponsible', 'responsible')",-1.0853018,-1.1879423,-0.1026405
44,-0.3477495,-0.32745084,"('prejudiced', 'unprejudiced')",-0.3477495,-0.3274508,0.0202987
45,-1.5439415,-1.745973,"('incompetent', 'competent')",-1.5439415,-1.745973,-0.2020315
46,-1.654801,-1.8466185,"('uncompetitive', 'competitive')",-1.654801,-1.8466185,-0.1918175
47,0.7500038,0.7122022,"('stupid', 'smart')",0.7500038,0.7122022,-0.0378016
48,-1.0731773,-0.9995932,"('unintelligent', 'intelligent')",-1.0731773,-0.9995932,0.0735841
49,-0.4403714,-0.46441203,"('unable', 'able')",-0.4403714,-0.464412,-0.0240406
