,laugh_male,laugh_female,tuple,average_male,average_female,female-male
0,0.5788424,0.4962828,"('unsociable', 'sociable')",0.5788424,0.4962828,-0.0825596
1,0.6170808,0.6595691,"('unfriendly', 'friendly')",0.6170808,0.6595691,0.0424883
2,-0.13770875,0.11549942,"('unlikable', 'likable')",-0.1377088,0.1154994,0.2532082
3,1.0182121,1.2486522,"('repellent', 'pleasant')",1.0182121,1.2486522,0.2304401
4,-6.924495,-7.240024,"('disliked', 'liked')",-6.9244952,-7.2400241,-0.3155289
5,-0.8828879,-0.80838746,"('distant', 'outgoing')",-0.8828879,-0.8083875,0.0745004
6,-0.5111579,-0.57262164,"('distant', 'open')",-0.5111579,-0.5726216,-0.0614637
7,1.4585873,1.5280164,"('insensitive', 'sensitive')",1.4585873,1.5280164,0.0694291
8,0.49159044,0.47148496,"('unaffectionate', 'affectionate')",0.4915904,0.471485,-0.0201054
9,0.88802224,0.9985081,"('unaffectionate', 'caring')",0.8880222,0.9985081,0.1104859
10,1.4851526,1.5537491,"('unsympathetic', 'sympathetic')",1.4851526,1.5537491,0.0685965
11,1.8142378,2.013414,"('unhelpful', 'helpful')",1.8142378,2.0134139,0.1991761
12,-1.3243676,-1.2553494,"('unsupportive', 'supportive')",-1.3243676,-1.2553494,0.0690182
13,0.3125794,0.547818,"('impolite', 'polite')",0.3125794,0.547818,0.2352386
14,0.75131416,0.69526076,"('antisocial', 'social')",0.7513142,0.6952608,-0.0560534
15,0.4785034,0.46093985,"('boring', 'funny')",0.4785034,0.4609399,-0.0175635
16,-1.0367528,-0.90697956,"('unpopular', 'popular')",-1.0367528,-0.9069796,0.1297732
17,0.14382915,0.06444741,"('nasty', 'nice')",0.1438292,0.0644474,-0.0793818
18,-0.5222743,-0.44224387,"('disagreeable', 'welcoming')",-0.5222743,-0.4422439,0.0800304
19,-1.0953864,-1.0234365,"('inhospitable', 'hospitable')",-1.0953864,-1.0234365,0.0719499
20,0.5716719,0.4816605,"('rough', 'thoughtful')",0.5716719,0.4816605,-0.0900114
21,0.272873,0.5257124,"('immoral', 'moral')",0.272873,0.5257124,0.2528394
22,0.28620598,0.3070092,"('untrustworthy', 'trustworthy')",0.286206,0.3070092,0.0208032
23,5.813619,6.321049,"('insincere', 'sincere')",5.8136191,6.3210492,0.5074301
24,1.3672494,1.5043477,"('dishonest', 'honest')",1.3672494,1.5043477,0.1370983
25,0.483489,0.50640607,"('egoistic', 'altruistic')",0.483489,0.5064061,0.0229171
26,1.2338347,0.8205219,"('hardhearted', 'benevolent')",1.2338347,0.8205219,-0.4133128
27,1.5525819,1.4081259,"('hardhearted', 'softhearted')",1.5525819,1.4081259,-0.144456
28,1.2145714,1.0904516,"('disloyal', 'loyal')",1.2145714,1.0904516,-0.1241198
29,-0.4601756,-0.6349317,"('unfair', 'fair')",-0.4601756,-0.6349317,-0.1747561
30,1.0430927,1.1221284,"('intolerant', 'tolerant')",1.0430927,1.1221284,0.0790357
31,-1.7271678,-1.8484359,"('evil', 'good')",-1.7271678,-1.8484359,-0.1212681
32,1.2567772,1.2259809,"('unkind', 'kind')",1.2567772,1.2259809,-0.0307963
33,-0.59817743,-0.6363521,"('wrong', 'right')",-0.5981774,-0.6363521,-0.0381747
34,3.744639,4.272657,"('mean', 'honorable')",3.7446389,4.2726569,0.528018
35,-1.3412949,-1.7016454,"('corrupt', 'incorrupt')",-1.3412949,-1.7016454,-0.3603505
36,-1.279229,-1.5247312,"('hostile', 'amicable')",-1.279229,-1.5247312,-0.2455022
37,1.0023949,0.989389,"('fake', 'genuine')",1.0023949,0.989389,-0.0130059
38,-0.6089286,-0.4620732,"('untruthful', 'truthful')",-0.6089286,-0.4620732,0.1468554
39,0.4167087,0.466141,"('exploitative', 'cooperative')",0.4167087,0.466141,0.0494323
40,-0.812533,-0.9022158,"('stingy', 'generous')",-0.812533,-0.9022158,-0.0896828
41,0.7311322,0.531214,"('unforgiving', 'forgiving')",0.7311322,0.531214,-0.1999182
42,-1.497498,-1.5925589,"('unreliable', 'reliable')",-1.497498,-1.5925589,-0.0950609
43,1.0138296,1.2688211,"('irresponsible', 'responsible')",1.0138296,1.2688211,0.2549915
44,-0.9976385,-1.1317958,"('prejudiced', 'unprejudiced')",-0.9976385,-1.1317958,-0.1341573
45,0.6134073,0.5275984,"('incompetent', 'competent')",0.6134073,0.5275984,-0.0858089
46,0.11702107,0.105381176,"('uncompetitive', 'competitive')",0.1170211,0.1053812,-0.0116399
47,4.3608756,4.7945385,"('stupid', 'smart')",4.3608756,4.7945385,0.4336629
48,0.43978214,0.63438,"('unintelligent', 'intelligent')",0.4397821,0.63438,0.1945979
