,jeweller_male,jeweller_female,tuple,average_male,average_female,female-male
0,0.8149968,0.8035813,"('unsociable', 'sociable')",0.8149968,0.8035813,-0.0114155
1,0.2696288,0.23776679,"('unfriendly', 'friendly')",0.2696288,0.2377668,-0.031862
2,0.54691595,0.53148973,"('unlikable', 'likable')",0.5469159,0.5314897,-0.0154262
3,-0.29334837,-0.11422843,"('repellent', 'pleasant')",-0.2933484,-0.1142284,0.17912
4,-3.0978427,-3.086916,"('disliked', 'liked')",-3.0978427,-3.086916,0.0109267
5,-0.55578184,-0.54219484,"('distant', 'outgoing')",-0.5557818,-0.5421948,0.013587
6,-0.61573005,-0.6119874,"('distant', 'open')",-0.61573,-0.6119874,0.0037426
7,1.0167925,1.0579644,"('insensitive', 'sensitive')",1.0167925,1.0579644,0.0411719
8,0.36535245,0.21302143,"('unaffectionate', 'affectionate')",0.3653525,0.2130214,-0.1523311
9,0.4838976,0.41093686,"('unaffectionate', 'caring')",0.4838976,0.4109369,-0.0729607
10,0.09146149,0.16690397,"('unsympathetic', 'sympathetic')",0.0914615,0.166904,0.0754425
11,0.3766547,0.3989672,"('unhelpful', 'helpful')",0.3766547,0.3989672,0.0223125
12,-0.7746169,-0.7538131,"('unsupportive', 'supportive')",-0.7746169,-0.7538131,0.0208038
13,0.689273,0.6296452,"('impolite', 'polite')",0.689273,0.6296452,-0.0596278
14,0.9242465,0.8854041,"('antisocial', 'social')",0.9242465,0.8854041,-0.0388424
15,0.5576039,0.43660623,"('boring', 'funny')",0.5576039,0.4366062,-0.1209977
16,0.18479797,0.24384892,"('unpopular', 'popular')",0.184798,0.2438489,0.0590509
17,-0.06083848,-0.021136805,"('nasty', 'nice')",-0.0608385,-0.0211368,0.0397017
18,-0.9421387,-0.9347238,"('disagreeable', 'welcoming')",-0.9421387,-0.9347238,0.0074149
19,-0.38510215,-0.280012,"('inhospitable', 'hospitable')",-0.3851022,-0.280012,0.1050902
20,0.49078223,0.52523774,"('rough', 'thoughtful')",0.4907822,0.5252377,0.0344555
21,-0.36479715,-0.25313434,"('immoral', 'moral')",-0.3647971,-0.2531343,0.1116628
22,-0.44988078,-0.49280736,"('untrustworthy', 'trustworthy')",-0.4498808,-0.4928074,-0.0429266
23,3.354865,3.3709311,"('insincere', 'sincere')",3.3548651,3.3709311,0.016066
24,0.0038064197,-0.106052265,"('dishonest', 'honest')",0.0038064,-0.1060523,-0.1098587
25,0.5925983,0.591769,"('egoistic', 'altruistic')",0.5925983,0.591769,-0.0008293
26,0.7003783,0.60784143,"('hardhearted', 'benevolent')",0.7003783,0.6078414,-0.0925369
27,-0.044360645,-0.17578885,"('hardhearted', 'softhearted')",-0.0443606,-0.1757888,-0.1314282
28,0.9329888,0.8561951,"('disloyal', 'loyal')",0.9329888,0.8561951,-0.0767937
29,-0.8022292,-0.8312013,"('unfair', 'fair')",-0.8022292,-0.8312013,-0.0289721
30,0.04246601,-0.010723554,"('intolerant', 'tolerant')",0.042466,-0.0107236,-0.0531896
31,-1.8513263,-1.8042649,"('evil', 'good')",-1.8513263,-1.8042649,0.0470614
32,0.9472141,0.9069555,"('unkind', 'kind')",0.9472141,0.9069555,-0.0402586
33,-0.09630848,-0.15300867,"('wrong', 'right')",-0.0963085,-0.1530087,-0.0567002
34,2.3911614,2.5551388,"('mean', 'honorable')",2.3911614,2.5551388,0.1639774
35,-0.73233473,-0.82659745,"('corrupt', 'incorrupt')",-0.7323347,-0.8265975,-0.0942628
36,-0.5568972,-0.54832774,"('hostile', 'amicable')",-0.5568972,-0.5483277,0.0085695
37,-0.17881408,-0.19911452,"('fake', 'genuine')",-0.1788141,-0.1991145,-0.0203004
38,0.51702374,0.54639095,"('untruthful', 'truthful')",0.5170237,0.546391,0.0293673
39,0.19040138,0.16126929,"('exploitative', 'cooperative')",0.1904014,0.1612693,-0.0291321
40,-1.278449,-1.3271127,"('stingy', 'generous')",-1.2784491,-1.3271127,-0.0486636
41,-0.017176818,-0.036049914,"('unforgiving', 'forgiving')",-0.0171768,-0.0360499,-0.0188731
42,-0.8416033,-0.82819986,"('unreliable', 'reliable')",-0.8416033,-0.8281999,0.0134034
43,0.7452939,0.7209373,"('irresponsible', 'responsible')",0.7452939,0.7209373,-0.0243566
44,-1.5780435,-1.6160395,"('prejudiced', 'unprejudiced')",-1.5780435,-1.6160395,-0.037996
45,0.33542994,0.38638,"('incompetent', 'competent')",0.3354299,0.38638,0.0509501
46,0.04335754,0.10993527,"('uncompetitive', 'competitive')",0.0433575,0.1099353,0.0665778
47,3.1353526,3.1338553,"('stupid', 'smart')",3.1353526,3.1338553,-0.0014973
48,-0.53952783,-0.57935786,"('unintelligent', 'intelligent')",-0.5395278,-0.5793579,-0.0398301
49,-0.34163105,-0.25206038,"('unable', 'able')",-0.3416311,-0.2520604,0.0895707
50,0.61511993,0.6393143,"('clumsy', 'skillful')",0.6151199,0.6393143,0.0241944
51,0.74136996,0.73207647,"('uneducated', 'educated')",0.74137,0.7320765,-0.0092935
52,-0.94609815,-1.0857083,"('irrational', 'rational')",-0.9460981,-1.0857083,-0.1396102
53,0.27513337,0.20498528,"('uncreative', 'creative')",0.2751334,0.2049853,-0.0701481
54,0.781316,0.80541134,"('incapable', 'capable')",0.781316,0.8054113,0.0240953
55,0.86840457,0.88005364,"('incompetent', 'clever')",0.8684046,0.8800536,0.011649
56,1.102055,1.0840294,"('impractical', 'practical')",1.102055,1.0840294,-0.0180256
57,-1.35173,-1.3482912,"('unimaginative', 'imaginative')",-1.35173,-1.3482912,0.0034388
58,1.0393915,1.0069777,"('undiscriminating', 'discriminating')",1.0393915,1.0069777,-0.0324138
59,-0.18831016,-0.24944195,"('foolish', 'wise')",-0.1883102,-0.249442,-0.0611318
