,gauge_male,gauge_female,tuple,average_male,average_female,female-male
0,0.500713,0.2277501,"('unsociable', 'sociable')",0.500713,0.2277501,-0.2729629
1,1.3628569,1.396852,"('unfriendly', 'friendly')",1.3628569,1.396852,0.0339951
2,0.34152147,0.54280657,"('unlikable', 'likable')",0.3415215,0.5428066,0.2012851
3,0.5321101,0.93877715,"('repellent', 'pleasant')",0.5321101,0.9387771,0.406667
4,-7.316134,-7.4328933,"('disliked', 'liked')",-7.316134,-7.4328933,-0.1167593
5,-0.72761846,-0.18050459,"('distant', 'outgoing')",-0.7276185,-0.1805046,0.5471139
6,-0.23091565,0.1736984,"('distant', 'open')",-0.2309157,0.1736984,0.4046141
7,1.3080798,1.1605412,"('insensitive', 'sensitive')",1.3080798,1.1605412,-0.1475386
8,1.2785796,1.2321236,"('unaffectionate', 'affectionate')",1.2785796,1.2321236,-0.046456
9,1.7177603,1.8355536,"('unaffectionate', 'caring')",1.7177603,1.8355536,0.1177933
10,1.1188796,1.3017614,"('unsympathetic', 'sympathetic')",1.1188796,1.3017614,0.1828818
11,2.1912153,2.1775184,"('unhelpful', 'helpful')",2.1912153,2.1775184,-0.0136969
12,-1.3201979,-1.376396,"('unsupportive', 'supportive')",-1.3201979,-1.3763959,-0.056198
13,0.15496808,0.23027998,"('impolite', 'polite')",0.1549681,0.23028,0.0753119
14,-0.031487048,-0.23271239,"('antisocial', 'social')",-0.031487,-0.2327124,-0.2012254
15,1.10123,0.75702214,"('boring', 'funny')",1.10123,0.7570221,-0.3442079
16,-0.10524479,-0.12911737,"('unpopular', 'popular')",-0.1052448,-0.1291174,-0.0238726
17,0.23045145,0.10648675,"('nasty', 'nice')",0.2304514,0.1064868,-0.1239646
18,-0.9618496,-0.826542,"('disagreeable', 'welcoming')",-0.9618496,-0.826542,0.1353076
19,-0.4828352,-0.30192465,"('inhospitable', 'hospitable')",-0.4828352,-0.3019246,0.1809106
20,0.52631897,0.47801715,"('rough', 'thoughtful')",0.526319,0.4780172,-0.0483018
21,-0.070724584,0.12955326,"('immoral', 'moral')",-0.0707246,0.1295533,0.2002779
22,-0.767904,-0.5363801,"('untrustworthy', 'trustworthy')",-0.767904,-0.5363801,0.2315239
23,6.6080084,6.7812696,"('insincere', 'sincere')",6.6080084,6.7812696,0.1732612
24,1.6478628,1.8164779,"('dishonest', 'honest')",1.6478628,1.8164779,0.1686151
25,0.6556881,0.48445565,"('egoistic', 'altruistic')",0.6556881,0.4844556,-0.1712325
26,0.9000451,0.32216758,"('hardhearted', 'benevolent')",0.9000451,0.3221676,-0.5778775
27,1.3906403,1.4637765,"('hardhearted', 'softhearted')",1.3906403,1.4637765,0.0731362
28,1.3314776,1.1675706,"('disloyal', 'loyal')",1.3314776,1.1675706,-0.163907
29,-0.46634278,-0.5354898,"('unfair', 'fair')",-0.4663428,-0.5354898,-0.069147
30,1.0056807,1.0056629,"('intolerant', 'tolerant')",1.0056807,1.0056629,-1.78e-05
31,-1.7869781,-1.6485121,"('evil', 'good')",-1.7869781,-1.6485121,0.138466
32,1.8169254,1.5600839,"('unkind', 'kind')",1.8169254,1.5600839,-0.2568415
33,-0.5790563,-0.58101547,"('wrong', 'right')",-0.5790563,-0.5810155,-0.0019592
34,4.556552,4.906824,"('mean', 'honorable')",4.5565519,4.9068241,0.3502722
35,-0.8253153,-1.114146,"('corrupt', 'incorrupt')",-0.8253153,-1.114146,-0.2888307
36,-1.157581,-1.2446089,"('hostile', 'amicable')",-1.157581,-1.2446089,-0.0870279
37,1.0159407,1.0673857,"('fake', 'genuine')",1.0159407,1.0673857,0.051445
38,0.09623255,0.09831409,"('untruthful', 'truthful')",0.0962325,0.0983141,0.0020816
39,0.023027707,-0.013821581,"('exploitative', 'cooperative')",0.0230277,-0.0138216,-0.0368493
40,-1.6878144,-1.6994916,"('stingy', 'generous')",-1.6878144,-1.6994916,-0.0116772
41,-0.052667268,-0.109053195,"('unforgiving', 'forgiving')",-0.0526673,-0.1090532,-0.0563859
42,-2.1382647,-2.0818458,"('unreliable', 'reliable')",-2.1382647,-2.0818458,0.0564189
43,1.0601232,1.2538252,"('irresponsible', 'responsible')",1.0601232,1.2538252,0.193702
44,-1.6001194,-1.4835227,"('prejudiced', 'unprejudiced')",-1.6001194,-1.4835227,0.1165967
45,0.44052225,0.38964236,"('incompetent', 'competent')",0.4405223,0.3896424,-0.0508799
46,-0.5634606,-0.46938935,"('uncompetitive', 'competitive')",-0.5634606,-0.4693893,0.0940713
47,5.217781,5.6783304,"('stupid', 'smart')",5.2177811,5.6783304,0.4605493
