,call_male,call_female,tuple,average_male,average_female,female-male
0,0.24616599,0.19404574,"('unsociable', 'sociable')",0.246166,0.1940457,-0.0521203
1,1.3043041,1.2391026,"('unfriendly', 'friendly')",1.3043041,1.2391026,-0.0652015
2,-0.40216976,-0.27995524,"('unlikable', 'likable')",-0.4021698,-0.2799552,0.1222146
3,0.67554927,0.85939294,"('repellent', 'pleasant')",0.6755493,0.8593929,0.1838436
4,-7.1952877,-7.464736,"('disliked', 'liked')",-7.1952877,-7.464736,-0.2694483
5,-0.53775555,-0.5540607,"('distant', 'outgoing')",-0.5377555,-0.5540607,-0.0163052
6,-0.13908368,-0.24731717,"('distant', 'open')",-0.1390837,-0.2473172,-0.1082335
7,1.3001148,1.2978075,"('insensitive', 'sensitive')",1.3001148,1.2978075,-0.0023073
8,1.2116351,1.1594999,"('unaffectionate', 'affectionate')",1.2116351,1.1594999,-0.0521352
9,1.5885867,1.6647067,"('unaffectionate', 'caring')",1.5885867,1.6647067,0.07612
10,1.0893993,1.0765623,"('unsympathetic', 'sympathetic')",1.0893993,1.0765623,-0.012837
11,1.6965103,1.8488257,"('unhelpful', 'helpful')",1.6965103,1.8488257,0.1523154
12,-1.665922,-1.6559181,"('unsupportive', 'supportive')",-1.665922,-1.6559181,0.0100039
13,0.12456955,0.3466131,"('impolite', 'polite')",0.1245696,0.3466131,0.2220435
14,0.58367157,0.5499428,"('antisocial', 'social')",0.5836716,0.5499428,-0.0337288
15,0.63054395,0.46141446,"('boring', 'funny')",0.6305439,0.4614145,-0.1691294
16,-0.7855279,-0.791895,"('unpopular', 'popular')",-0.7855279,-0.791895,-0.0063671
17,-0.1783191,-0.1371881,"('nasty', 'nice')",-0.1783191,-0.1371881,0.041131
18,-0.7307241,-0.66264755,"('disagreeable', 'welcoming')",-0.7307241,-0.6626475,0.0680766
19,-0.86686456,-0.7666077,"('inhospitable', 'hospitable')",-0.8668646,-0.7666077,0.1002569
20,0.44773135,0.3198938,"('rough', 'thoughtful')",0.4477313,0.3198938,-0.1278375
21,-0.2181534,0.05584801,"('immoral', 'moral')",-0.2181534,0.055848,0.2740014
22,-0.08257839,-0.13968703,"('untrustworthy', 'trustworthy')",-0.0825784,-0.139687,-0.0571086
23,6.1720295,6.491597,"('insincere', 'sincere')",6.1720295,6.4915972,0.3195677
24,1.413246,1.371757,"('dishonest', 'honest')",1.413246,1.371757,-0.041489
25,0.85649437,0.88116044,"('egoistic', 'altruistic')",0.8564944,0.8811604,0.024666
26,1.465604,1.1652955,"('hardhearted', 'benevolent')",1.4656039,1.1652955,-0.3003084
27,1.6966547,1.5446751,"('hardhearted', 'softhearted')",1.6966547,1.5446751,-0.1519796
28,1.3633515,1.1687071,"('disloyal', 'loyal')",1.3633515,1.1687071,-0.1946444
29,-0.29527256,-0.53763115,"('unfair', 'fair')",-0.2952726,-0.5376312,-0.2423586
30,0.7049834,0.82579535,"('intolerant', 'tolerant')",0.7049834,0.8257954,0.120812
31,-1.1292789,-1.3093307,"('evil', 'good')",-1.1292789,-1.3093307,-0.1800518
32,1.1788192,1.1309698,"('unkind', 'kind')",1.1788192,1.1309698,-0.0478494
33,-0.16866943,-0.24394485,"('wrong', 'right')",-0.1686694,-0.2439449,-0.0752755
34,4.22679,4.632803,"('mean', 'honorable')",4.22679,4.632803,0.406013
35,-0.8985493,-1.2816795,"('corrupt', 'incorrupt')",-0.8985493,-1.2816795,-0.3831302
36,-0.57153726,-0.786091,"('hostile', 'amicable')",-0.5715373,-0.786091,-0.2145537
37,0.9336287,0.893666,"('fake', 'genuine')",0.9336287,0.893666,-0.0399627
38,-0.474939,-0.3441074,"('untruthful', 'truthful')",-0.474939,-0.3441074,0.1308316
39,0.19091025,0.25273848,"('exploitative', 'cooperative')",0.1909102,0.2527385,0.0618283
40,-1.2545604,-1.4356077,"('stingy', 'generous')",-1.2545604,-1.4356077,-0.1810473
41,0.724368,0.5482482,"('unforgiving', 'forgiving')",0.724368,0.5482482,-0.1761198
42,-2.4524353,-2.5603237,"('unreliable', 'reliable')",-2.4524353,-2.5603237,-0.1078884
43,0.93211544,1.0478129,"('irresponsible', 'responsible')",0.9321154,1.0478129,0.1156975
44,-1.3283149,-1.3288106,"('prejudiced', 'unprejudiced')",-1.3283149,-1.3288106,-0.0004957
45,0.4468508,0.30344176,"('incompetent', 'competent')",0.4468508,0.3034418,-0.143409
46,-0.6897262,-0.739223,"('uncompetitive', 'competitive')",-0.6897262,-0.739223,-0.0494968
47,4.9150996,5.161655,"('stupid', 'smart')",4.9150996,5.1616549,0.2465553
48,0.31163788,0.4012604,"('unintelligent', 'intelligent')",0.3116379,0.4012604,0.0896225
49,-0.2973166,-0.16436657,"('unable', 'able')",-0.2973166,-0.1643666,0.13295
50,-0.85132736,-0.8721463,"('clumsy', 'skillful')",-0.8513274,-0.8721463,-0.0208189
51,0.28606483,0.40088415,"('uneducated', 'educated')",0.2860648,0.4008842,0.1148194
52,-0.28644192,-0.4770501,"('irrational', 'rational')",-0.2864419,-0.4770501,-0.1906082
53,-0.14126086,-0.2681097,"('uncreative', 'creative')",-0.1412609,-0.2681097,-0.1268488
54,0.87326884,0.92617583,"('incapable', 'capable')",0.8732688,0.9261758,0.052907
55,0.6388846,0.7138405,"('incompetent', 'clever')",0.6388846,0.7138405,0.0749559
56,0.40658718,0.48591134,"('impractical', 'practical')",0.4065872,0.4859113,0.0793241
57,-1.8196015,-2.1580348,"('unimaginative', 'imaginative')",-1.8196015,-2.1580348,-0.3384333
58,0.5744109,0.47871816,"('undiscriminating', 'discriminating')",0.5744109,0.4787182,-0.0956927
59,-0.43077052,-0.46104074,"('foolish', 'wise')",-0.4307705,-0.4610407,-0.0302702
60,0.13505079,0.54344326,"('inefficient', 'efficient')",0.1350508,0.5434433,0.4083925
61,0.6515537,0.49384058,"('illogical', 'logical')",0.6515537,0.4938406,-0.1577131
62,0.36846137,0.6490492,"('incompetent', 'brilliant')",0.3684614,0.6490492,0.2805878
63,-0.17132016,-0.020612847,"('unperceptive', 'insightful')",-0.1713202,-0.0206128,0.1507074
64,-6.630011,-6.6435747,"('shy', 'confident')",-6.6300111,-6.6435747,-0.0135636
65,-0.0063517652,0.14666016,"('insecure', 'secure')",-0.0063518,0.1466602,0.153012
66,-0.2021335,-0.4321416,"('inactive', 'active')",-0.2021335,-0.4321416,-0.2300081
67,-0.8105574,-0.7277086,"('doubtful', 'determined')",-0.8105574,-0.7277086,0.0828488
68,-1.2781795,-1.1366642,"('dependent', 'independent')",-1.2781795,-1.1366642,0.1415153
69,-1.9057267,-2.0234854,"('lazy', 'industrious')",-1.9057267,-2.0234854,-0.1177587
70,1.3541881,1.2526255,"('lethargic', 'energetic')",1.3541881,1.2526255,-0.1015626
71,0.21650344,0.25562185,"('diffident', 'self-confident')",0.2165034,0.2556219,0.0391185
72,0.6512582,0.7927563,"('unambitious', 'ambitious')",0.6512582,0.7927563,0.1414981
73,-2.7002182,-2.6951737,"('helpless', 'self-reliant')",-2.7002182,-2.6951737,0.0050445
74,0.32827467,0.18812436,"('undedicated', 'dedicated')",0.3282747,0.1881244,-0.1401503
75,-0.75108635,-0.864394,"('meek', 'impulsive')",-0.7510864,-0.864394,-0.1133076
76,0.26624247,0.3527845,"('anxious', 'daring')",0.2662425,0.3527845,0.086542
77,-1.5013604,-1.3896519,"('unmotivated', 'motivated')",-1.5013604,-1.3896519,0.1117085
78,-0.94298124,-0.92322224,"('nonresilient', 'resilient')",-0.9429812,-0.9232222,0.019759
79,-0.23951626,-0.36947104,"('wavering', 'unwavering')",-0.2395163,-0.369471,-0.1299547
80,-0.11558883,-0.25884405,"('dominated', 'dominating')",-0.1155888,-0.258844,-0.1432552
81,-0.032532997,0.029494107,"('submissive', 'aggressive')",-0.032533,0.0294941,0.0620271
82,5.9130116,6.0791225,"('poor', 'rich')",5.9130116,6.0791225,0.1661109
83,-0.5755098,-0.4960478,"('powerless', 'powerful')",-0.5755098,-0.4960478,0.079462
84,0.26101848,0.19784187,"('inferior', 'superior')",0.2610185,0.1978419,-0.0631766
85,-1.089327,-1.17363,"('insignificant', 'prestigious')",-1.089327,-1.17363,-0.084303
86,0.77483207,0.66065717,"('uninfluential', 'influential')",0.7748321,0.6606572,-0.1141749
87,-0.017873824,-0.0031524282,"('unsuccessful', 'successful')",-0.0178738,-0.0031524,0.0147214
