,bust_male,bust_female,tuple,average_male,average_female,female-male
0,-0.17317939,-0.18569994,"('unsociable', 'sociable')",-0.1731794,-0.1856999,-0.0125205
1,1.6017866,1.5408288,"('unfriendly', 'friendly')",1.6017866,1.5408288,-0.0609578
2,0.4932626,0.66573393,"('unlikable', 'likable')",0.4932626,0.6657339,0.1724713
3,0.7786583,0.8019897,"('repellent', 'pleasant')",0.7786583,0.8019897,0.0233314
4,-6.6391363,-6.808537,"('disliked', 'liked')",-6.6391363,-6.808537,-0.1694007
5,0.010095209,0.016462326,"('distant', 'outgoing')",0.0100952,0.0164623,0.0063671
6,0.5728577,0.5163067,"('distant', 'open')",0.5728577,0.5163067,-0.056551
7,0.808513,0.86160535,"('insensitive', 'sensitive')",0.808513,0.8616053,0.0530923
8,1.2800342,1.1962748,"('unaffectionate', 'affectionate')",1.2800342,1.1962748,-0.0837594
9,1.424358,1.4907064,"('unaffectionate', 'caring')",1.424358,1.4907064,0.0663484
10,0.72505623,0.8271683,"('unsympathetic', 'sympathetic')",0.7250562,0.8271683,0.1021121
11,1.3113409,1.4049324,"('unhelpful', 'helpful')",1.3113409,1.4049324,0.0935915
12,-1.6147346,-1.5548431,"('unsupportive', 'supportive')",-1.6147346,-1.5548431,0.0598915
13,-0.27499372,-0.20388581,"('impolite', 'polite')",-0.2749937,-0.2038858,0.0711079
14,-0.31264514,-0.34966955,"('antisocial', 'social')",-0.3126451,-0.3496695,-0.0370244
15,0.5443652,0.45670474,"('boring', 'funny')",0.5443652,0.4567047,-0.0876605
16,-0.15066172,-0.18932456,"('unpopular', 'popular')",-0.1506617,-0.1893246,-0.0386629
17,-0.063473165,-0.055347055,"('nasty', 'nice')",-0.0634732,-0.0553471,0.0081261
18,-0.08689244,-0.115048766,"('disagreeable', 'welcoming')",-0.0868924,-0.1150488,-0.0281564
19,-0.32243538,-0.2901082,"('inhospitable', 'hospitable')",-0.3224354,-0.2901082,0.0323272
20,0.8169313,0.69947875,"('rough', 'thoughtful')",0.8169313,0.6994787,-0.1174526
21,-0.2382704,-0.011629239,"('immoral', 'moral')",-0.2382704,-0.0116292,0.2266412
22,-0.13511458,-0.1427382,"('untrustworthy', 'trustworthy')",-0.1351146,-0.1427382,-0.0076236
23,5.635027,5.765043,"('insincere', 'sincere')",5.6350269,5.7650428,0.1300159
24,1.3254117,1.3399525,"('dishonest', 'honest')",1.3254117,1.3399525,0.0145408
25,0.67833817,0.6427558,"('egoistic', 'altruistic')",0.6783382,0.6427558,-0.0355824
26,0.9489621,0.7830954,"('hardhearted', 'benevolent')",0.9489621,0.7830954,-0.1658667
27,1.824545,1.6270624,"('hardhearted', 'softhearted')",1.824545,1.6270624,-0.1974826
28,0.91456556,0.90137786,"('disloyal', 'loyal')",0.9145656,0.9013779,-0.0131877
29,-0.49716604,-0.59560764,"('unfair', 'fair')",-0.497166,-0.5956076,-0.0984416
30,0.83084244,0.87613165,"('intolerant', 'tolerant')",0.8308424,0.8761317,0.0452893
31,-0.79593885,-0.9081292,"('evil', 'good')",-0.7959388,-0.9081292,-0.1121904
32,1.2592952,1.2548572,"('unkind', 'kind')",1.2592952,1.2548572,-0.004438
33,-0.35134906,-0.32746604,"('wrong', 'right')",-0.3513491,-0.327466,0.0238831
34,4.1902122,4.3865485,"('mean', 'honorable')",4.1902122,4.3865485,0.1963363
35,-0.7714773,-1.039821,"('corrupt', 'incorrupt')",-0.7714773,-1.039821,-0.2683437
36,-0.21054506,-0.36652035,"('hostile', 'amicable')",-0.2105451,-0.3665203,-0.1559752
