,mention_male,mention_female,tuple,average_male,average_female,female-male
0,0.50765616,0.43151367,"('unsociable', 'sociable')",0.5076562,0.4315137,-0.0761425
1,0.8125884,1.038251,"('unfriendly', 'friendly')",0.8125884,1.038251,0.2256626
2,-0.0061730426,0.23652051,"('unlikable', 'likable')",-0.006173,0.2365205,0.2426935
3,0.8402053,1.0867056,"('repellent', 'pleasant')",0.8402053,1.0867056,0.2465003
4,-6.9258127,-7.124682,"('disliked', 'liked')",-6.9258127,-7.1246819,-0.1988692
5,-0.6210588,-0.43259075,"('distant', 'outgoing')",-0.6210588,-0.4325908,0.188468
6,-0.17039019,-0.11057597,"('distant', 'open')",-0.1703902,-0.110576,0.0598142
7,1.3469013,1.4235989,"('insensitive', 'sensitive')",1.3469013,1.4235989,0.0766976
8,0.8311116,0.85418844,"('unaffectionate', 'affectionate')",0.8311116,0.8541884,0.0230768
9,1.1180577,1.2692082,"('unaffectionate', 'caring')",1.1180577,1.2692082,0.1511505
10,1.3651536,1.3569946,"('unsympathetic', 'sympathetic')",1.3651536,1.3569946,-0.008159
11,1.6567093,1.8289762,"('unhelpful', 'helpful')",1.6567093,1.8289762,0.1722669
12,-1.4337324,-1.2448776,"('unsupportive', 'supportive')",-1.4337324,-1.2448776,0.1888548
13,0.17016466,0.36080578,"('impolite', 'polite')",0.1701647,0.3608058,0.1906411
14,0.4775147,0.42973447,"('antisocial', 'social')",0.4775147,0.4297345,-0.0477802
15,0.6276623,0.57883584,"('boring', 'funny')",0.6276623,0.5788358,-0.0488265
16,-0.6493934,-0.5498608,"('unpopular', 'popular')",-0.6493934,-0.5498608,0.0995326
17,0.13492587,0.012536814,"('nasty', 'nice')",0.1349259,0.0125368,-0.1223891
18,-0.5164244,-0.23135462,"('disagreeable', 'welcoming')",-0.5164244,-0.2313546,0.2850698
19,-0.79572135,-0.5689449,"('inhospitable', 'hospitable')",-0.7957214,-0.5689449,0.2267765
20,0.5458957,0.36008528,"('rough', 'thoughtful')",0.5458957,0.3600853,-0.1858104
21,0.07537431,0.44424388,"('immoral', 'moral')",0.0753743,0.4442439,0.3688696
22,0.15529072,0.2277894,"('untrustworthy', 'trustworthy')",0.1552907,0.2277894,0.0724987
23,5.8125815,6.3466396,"('insincere', 'sincere')",5.8125815,6.3466396,0.5340581
24,1.4098774,1.7309331,"('dishonest', 'honest')",1.4098774,1.7309331,0.3210557
25,0.6713658,0.7508962,"('egoistic', 'altruistic')",0.6713658,0.7508962,0.0795304
26,1.2851889,0.8370494,"('hardhearted', 'benevolent')",1.2851889,0.8370494,-0.4481395
27,1.6972128,1.5786233,"('hardhearted', 'softhearted')",1.6972128,1.5786233,-0.1185895
28,1.3175089,1.1587096,"('disloyal', 'loyal')",1.3175089,1.1587096,-0.1587993
29,-0.39220083,-0.54713845,"('unfair', 'fair')",-0.3922008,-0.5471385,-0.1549377
30,0.9385907,0.9880456,"('intolerant', 'tolerant')",0.9385907,0.9880456,0.0494549
31,-1.3860981,-1.4161276,"('evil', 'good')",-1.3860981,-1.4161276,-0.0300295
32,1.1809987,1.1085172,"('unkind', 'kind')",1.1809987,1.1085172,-0.0724815
33,-0.48504695,-0.3639564,"('wrong', 'right')",-0.485047,-0.3639564,0.1210906
34,3.9827495,4.569541,"('mean', 'honorable')",3.9827495,4.569541,0.5867915
35,-0.9777499,-1.3795652,"('corrupt', 'incorrupt')",-0.9777499,-1.3795652,-0.4018153
36,-0.8541228,-1.1338612,"('hostile', 'amicable')",-0.8541228,-1.1338612,-0.2797384
37,1.0203791,0.9526281,"('fake', 'genuine')",1.0203791,0.9526281,-0.067751
38,-0.64582795,-0.37107158,"('untruthful', 'truthful')",-0.6458279,-0.3710716,0.2747563
39,0.37301636,0.3716454,"('exploitative', 'cooperative')",0.3730164,0.3716454,-0.001371
40,-1.0200081,-0.8745954,"('stingy', 'generous')",-1.0200081,-0.8745954,0.1454127
41,0.72951984,0.41414106,"('unforgiving', 'forgiving')",0.7295198,0.4141411,-0.3153787
42,-1.5813646,-1.6521502,"('unreliable', 'reliable')",-1.5813646,-1.6521502,-0.0707856
43,1.0615375,1.2632194,"('irresponsible', 'responsible')",1.0615375,1.2632194,0.2016819
44,-1.0334289,-1.373734,"('prejudiced', 'unprejudiced')",-1.0334289,-1.373734,-0.3403051
45,0.780131,0.600379,"('incompetent', 'competent')",0.780131,0.600379,-0.179752
46,-0.26780236,-0.22317822,"('uncompetitive', 'competitive')",-0.2678024,-0.2231782,0.0446242
47,4.581441,4.9361243,"('stupid', 'smart')",4.5814409,4.9361243,0.3546834
48,0.46737912,0.65017897,"('unintelligent', 'intelligent')",0.4673791,0.650179,0.1827999
49,-0.27284306,-0.06372881,"('unable', 'able')",-0.2728431,-0.0637288,0.2091143
50,-0.4424161,-0.34639353,"('clumsy', 'skillful')",-0.4424161,-0.3463935,0.0960226
51,0.62136567,0.7566727,"('uneducated', 'educated')",0.6213657,0.7566727,0.135307
52,-0.14139426,-0.245673,"('irrational', 'rational')",-0.1413943,-0.245673,-0.1042787
