,maid_male,maid_female,tuple,average_male,average_female,female-male
0,-0.036380135,-0.05256914,"('unsociable', 'sociable')",-0.0363801,-0.0525691,-0.016189
1,1.0870333,1.2814466,"('unfriendly', 'friendly')",1.0870333,1.2814466,0.1944133
2,-0.18233542,-0.1328016,"('unlikable', 'likable')",-0.1823354,-0.1328016,0.0495338
3,0.6506474,0.5203421,"('repellent', 'pleasant')",0.6506474,0.5203421,-0.1303053
4,-6.9254556,-7.067146,"('disliked', 'liked')",-6.9254556,-7.0671458,-0.1416902
5,-0.6478423,-0.5619476,"('distant', 'outgoing')",-0.6478423,-0.5619476,0.0858947
6,0.013673604,0.12546548,"('distant', 'open')",0.0136736,0.1254655,0.1117919
7,0.97150767,1.0700617,"('insensitive', 'sensitive')",0.9715077,1.0700617,0.098554
8,1.0663664,1.1517606,"('unaffectionate', 'affectionate')",1.0663664,1.1517606,0.0853942
9,1.2654727,1.5201815,"('unaffectionate', 'caring')",1.2654727,1.5201815,0.2547088
10,0.886888,0.8071979,"('unsympathetic', 'sympathetic')",0.886888,0.8071979,-0.0796901
11,1.1393104,1.2278514,"('unhelpful', 'helpful')",1.1393104,1.2278514,0.088541
12,-1.7708621,-1.6783088,"('unsupportive', 'supportive')",-1.7708621,-1.6783088,0.0925533
13,-0.25607926,-0.26072758,"('impolite', 'polite')",-0.2560793,-0.2607276,-0.0046483
14,0.20349959,-0.09089393,"('antisocial', 'social')",0.2034996,-0.0908939,-0.2943935
15,0.0083690025,0.041980065,"('boring', 'funny')",0.008369,0.0419801,0.0336111
16,-0.5333913,-0.4010314,"('unpopular', 'popular')",-0.5333913,-0.4010314,0.1323599
17,-0.051150598,-0.006427817,"('nasty', 'nice')",-0.0511506,-0.0064278,0.0447228
18,-0.47320965,-0.61626756,"('disagreeable', 'welcoming')",-0.4732096,-0.6162676,-0.143058
19,-0.79503834,-0.61650807,"('inhospitable', 'hospitable')",-0.7950383,-0.6165081,0.1785302
20,0.8016635,0.6673892,"('rough', 'thoughtful')",0.8016635,0.6673892,-0.1342743
