,vibe_male,vibe_female,tuple,average_male,average_female,female-male
0,0.4695565,0.39688942,"('unsociable', 'sociable')",0.4695565,0.3968894,-0.0726671
1,0.8290666,0.8964762,"('unfriendly', 'friendly')",0.8290666,0.8964762,0.0674096
2,0.05301039,0.2620387,"('unlikable', 'likable')",0.0530104,0.2620387,0.2090283
3,1.0462127,1.1713604,"('repellent', 'pleasant')",1.0462127,1.1713604,0.1251477
4,-6.8292437,-7.06378,"('disliked', 'liked')",-6.8292437,-7.0637798,-0.2345361
5,-0.66150403,-0.5929272,"('distant', 'outgoing')",-0.661504,-0.5929272,0.0685768
6,-0.29159272,-0.3079811,"('distant', 'open')",-0.2915927,-0.3079811,-0.0163884
7,1.3438287,1.4744776,"('insensitive', 'sensitive')",1.3438287,1.4744776,0.1306489
8,0.68967485,0.694607,"('unaffectionate', 'affectionate')",0.6896749,0.694607,0.0049321
9,0.9117242,1.050079,"('unaffectionate', 'caring')",0.9117242,1.050079,0.1383548
10,1.3082179,1.361696,"('unsympathetic', 'sympathetic')",1.3082179,1.361696,0.0534781
11,1.7023829,1.8410984,"('unhelpful', 'helpful')",1.7023829,1.8410984,0.1387155
12,-1.3261304,-1.200546,"('unsupportive', 'supportive')",-1.3261304,-1.200546,0.1255844
13,0.22202763,0.36195782,"('impolite', 'polite')",0.2220276,0.3619578,0.1399302
14,0.552594,0.4657926,"('antisocial', 'social')",0.552594,0.4657926,-0.0868014
15,0.52481455,0.50205845,"('boring', 'funny')",0.5248145,0.5020584,-0.0227561
16,-0.8111732,-0.76488733,"('unpopular', 'popular')",-0.8111732,-0.7648873,0.0462859
17,0.03291278,-0.014865521,"('nasty', 'nice')",0.0329128,-0.0148655,-0.0477783
18,-0.31581512,-0.2249257,"('disagreeable', 'welcoming')",-0.3158151,-0.2249257,0.0908894
19,-0.89884967,-0.76794237,"('inhospitable', 'hospitable')",-0.8988497,-0.7679424,0.1309073
20,0.5018549,0.39557856,"('rough', 'thoughtful')",0.5018549,0.3955786,-0.1062763
21,0.22775987,0.4869417,"('immoral', 'moral')",0.2277599,0.4869417,0.2591818
22,0.24785239,0.2560933,"('untrustworthy', 'trustworthy')",0.2478524,0.2560933,0.0082409
23,5.923643,6.2610087,"('insincere', 'sincere')",5.9236431,6.2610087,0.3373656
24,1.3154762,1.4032732,"('dishonest', 'honest')",1.3154762,1.4032732,0.087797
25,0.69689536,0.7103808,"('egoistic', 'altruistic')",0.6968954,0.7103808,0.0134854
26,1.0374746,0.7524336,"('hardhearted', 'benevolent')",1.0374746,0.7524336,-0.285041
27,1.4732943,1.323888,"('hardhearted', 'softhearted')",1.4732943,1.3238879,-0.1494064
28,1.1928376,1.0331932,"('disloyal', 'loyal')",1.1928376,1.0331932,-0.1596444
29,-0.53948325,-0.70143294,"('unfair', 'fair')",-0.5394832,-0.7014329,-0.1619497
30,1.0341885,1.1121876,"('intolerant', 'tolerant')",1.0341885,1.1121876,0.0779991
31,-1.3493485,-1.4559647,"('evil', 'good')",-1.3493485,-1.4559647,-0.1066162
32,1.1600802,1.1215227,"('unkind', 'kind')",1.1600802,1.1215227,-0.0385575
33,-0.40248635,-0.3760507,"('wrong', 'right')",-0.4024864,-0.3760507,0.0264357
34,3.9808643,4.3680043,"('mean', 'honorable')",3.9808643,4.3680043,0.38714
35,-1.3180306,-1.7161852,"('corrupt', 'incorrupt')",-1.3180306,-1.7161852,-0.3981546
36,-1.0054036,-1.1790562,"('hostile', 'amicable')",-1.0054036,-1.1790562,-0.1736526
37,0.9357043,0.90358865,"('fake', 'genuine')",0.9357043,0.9035887,-0.0321156
38,-0.4642035,-0.32865807,"('untruthful', 'truthful')",-0.4642035,-0.3286581,0.1355454
39,0.33543742,0.3734896,"('exploitative', 'cooperative')",0.3354374,0.3734896,0.0380522
40,-0.83916795,-0.8964156,"('stingy', 'generous')",-0.839168,-0.8964156,-0.0572476
41,0.6083541,0.43300068,"('unforgiving', 'forgiving')",0.6083541,0.4330007,-0.1753534
42,-1.5992074,-1.5786663,"('unreliable', 'reliable')",-1.5992074,-1.5786663,0.0205411
43,1.0081612,1.2009772,"('irresponsible', 'responsible')",1.0081612,1.2009772,0.192816
44,-1.1059823,-1.3057436,"('prejudiced', 'unprejudiced')",-1.1059823,-1.3057436,-0.1997613
45,0.4950376,0.32769406,"('incompetent', 'competent')",0.4950376,0.3276941,-0.1673435
46,-0.1982354,-0.1710126,"('uncompetitive', 'competitive')",-0.1982354,-0.1710126,0.0272228
47,4.4697933,4.7679863,"('stupid', 'smart')",4.4697933,4.7679863,0.298193
48,0.29004776,0.42664862,"('unintelligent', 'intelligent')",0.2900478,0.4266486,0.1366008
49,-0.43411052,-0.30657944,"('unable', 'able')",-0.4341105,-0.3065794,0.1275311
50,-0.34278885,-0.29426375,"('clumsy', 'skillful')",-0.3427888,-0.2942638,0.048525
51,0.7787081,0.87656045,"('uneducated', 'educated')",0.7787081,0.8765604,0.0978523
52,-0.47309172,-0.58558536,"('irrational', 'rational')",-0.4730917,-0.5855854,-0.1124937
53,-0.25263417,-0.2237996,"('uncreative', 'creative')",-0.2526342,-0.2237996,0.0288346
54,0.6283571,0.83296984,"('incapable', 'capable')",0.6283571,0.8329698,0.2046127
55,1.1440241,1.2883844,"('incompetent', 'clever')",1.1440241,1.2883844,0.1443603
56,0.5107549,0.6548878,"('impractical', 'practical')",0.5107549,0.6548878,0.1441329
57,-1.4861522,-1.6611142,"('unimaginative', 'imaginative')",-1.4861522,-1.6611142,-0.174962
58,0.3880812,0.3361624,"('undiscriminating', 'discriminating')",0.3880812,0.3361624,-0.0519188
59,-0.034155797,0.029294282,"('foolish', 'wise')",-0.0341558,0.0292943,0.0634501
60,0.4744491,0.801462,"('inefficient', 'efficient')",0.4744491,0.801462,0.3270129
61,0.21425512,0.122771986,"('illogical', 'logical')",0.2142551,0.122772,-0.0914831
62,0.7319931,1.0536165,"('incompetent', 'brilliant')",0.7319931,1.0536165,0.3216234
63,0.33132783,0.54996073,"('unperceptive', 'insightful')",0.3313278,0.5499607,0.2186329
64,-5.435269,-5.320815,"('shy', 'confident')",-5.4352689,-5.3208151,0.1144538
65,0.8782169,1.1530074,"('insecure', 'secure')",0.8782169,1.1530074,0.2747905
66,-0.17727815,-0.3887266,"('inactive', 'active')",-0.1772781,-0.3887266,-0.2114485
67,-0.85627246,-0.8631407,"('doubtful', 'determined')",-0.8562725,-0.8631407,-0.0068682
68,-0.80260754,-0.6248026,"('dependent', 'independent')",-0.8026075,-0.6248026,0.1778049
69,-1.933129,-2.0311515,"('lazy', 'industrious')",-1.933129,-2.0311515,-0.0980225
70,1.9286827,1.9198639,"('lethargic', 'energetic')",1.9286827,1.9198639,-0.0088188
71,0.19703826,0.2742735,"('diffident', 'self-confident')",0.1970383,0.2742735,0.0772352
72,0.9822935,1.2683877,"('unambitious', 'ambitious')",0.9822935,1.2683877,0.2860942
73,-2.5336661,-2.4429064,"('helpless', 'self-reliant')",-2.5336661,-2.4429064,0.0907597
74,0.39860788,0.27808136,"('undedicated', 'dedicated')",0.3986079,0.2780814,-0.1205265
75,-0.69616,-0.7156661,"('meek', 'impulsive')",-0.69616,-0.7156661,-0.0195061
76,0.63399017,0.66320497,"('anxious', 'daring')",0.6339902,0.663205,0.0292148
77,-1.5939044,-1.3648832,"('unmotivated', 'motivated')",-1.5939044,-1.3648832,0.2290212
78,-1.0823233,-1.0810305,"('nonresilient', 'resilient')",-1.0823233,-1.0810305,0.0012928
79,-0.2918885,-0.32464892,"('wavering', 'unwavering')",-0.2918885,-0.3246489,-0.0327604
80,0.27616432,0.18231833,"('dominated', 'dominating')",0.2761643,0.1823183,-0.093846
81,0.37296808,0.48171195,"('submissive', 'aggressive')",0.3729681,0.481712,0.1087439
82,5.736369,5.9774184,"('poor', 'rich')",5.7363691,5.9774184,0.2410493
83,-0.21494709,-0.18076403,"('powerless', 'powerful')",-0.2149471,-0.180764,0.0341831
84,0.12569149,0.15800954,"('inferior', 'superior')",0.1256915,0.1580095,0.032318
85,-1.335263,-1.4811239,"('insignificant', 'prestigious')",-1.335263,-1.4811239,-0.1458609
86,0.96270365,0.9408405,"('uninfluential', 'influential')",0.9627036,0.9408405,-0.0218631
87,-0.1469217,0.0046803616,"('unsuccessful', 'successful')",-0.1469217,0.0046804,0.1516021
88,-0.01991286,-0.013210689,"('low', 'eminent')",-0.0199129,-0.0132107,0.0067022
