,intellect_male,intellect_female,tuple,average_male,average_female,female-male
0,0.50396085,0.42563698,"('unsociable', 'sociable')",0.5039608,0.425637,-0.0783238
1,1.317201,1.2979839,"('unfriendly', 'friendly')",1.317201,1.2979839,-0.0192171
2,0.84182817,0.9410671,"('unlikable', 'likable')",0.8418282,0.9410671,0.0992389
3,1.1978878,1.3515544,"('repellent', 'pleasant')",1.1978878,1.3515544,0.1536666
4,-6.801739,-6.694727,"('disliked', 'liked')",-6.8017392,-6.6947269,0.1070123
5,-0.16452949,-0.09229881,"('distant', 'outgoing')",-0.1645295,-0.0922988,0.0722307
6,-0.035626832,0.058839843,"('distant', 'open')",-0.0356268,0.0588398,0.0944666
7,1.7190957,1.7300152,"('insensitive', 'sensitive')",1.7190957,1.7300152,0.0109195
8,0.80436033,0.7840119,"('unaffectionate', 'affectionate')",0.8043603,0.7840119,-0.0203484
9,1.2746785,1.3116094,"('unaffectionate', 'caring')",1.2746785,1.3116094,0.0369309
10,1.8070939,1.8265868,"('unsympathetic', 'sympathetic')",1.8070939,1.8265868,0.0194929
11,2.4100652,2.3730466,"('unhelpful', 'helpful')",2.4100652,2.3730466,-0.0370186
12,-0.7112919,-0.6532259,"('unsupportive', 'supportive')",-0.7112919,-0.6532259,0.058066
13,0.6305155,0.55859995,"('impolite', 'polite')",0.6305155,0.5585999,-0.0719156
14,0.52160585,0.41055235,"('antisocial', 'social')",0.5216058,0.4105524,-0.1110534
15,0.3832783,0.3671088,"('boring', 'funny')",0.3832783,0.3671088,-0.0161695
16,-0.5367608,-0.42481807,"('unpopular', 'popular')",-0.5367608,-0.4248181,0.1119427
17,0.03963127,0.05531495,"('nasty', 'nice')",0.0396313,0.055315,0.0156837
18,-0.07300022,-0.06788813,"('disagreeable', 'welcoming')",-0.0730002,-0.0678881,0.0051121
19,-0.09681294,-0.053347867,"('inhospitable', 'hospitable')",-0.0968129,-0.0533479,0.043465
20,0.90407413,0.81522936,"('rough', 'thoughtful')",0.9040741,0.8152294,-0.0888447
21,0.96664715,0.98627126,"('immoral', 'moral')",0.9666471,0.9862713,0.0196242
22,0.37257695,0.2956369,"('untrustworthy', 'trustworthy')",0.372577,0.2956369,-0.0769401
23,6.872313,6.879081,"('insincere', 'sincere')",6.872313,6.8790808,0.0067678
24,2.6360366,2.6172585,"('dishonest', 'honest')",2.6360366,2.6172585,-0.0187781
25,0.22716969,0.1665355,"('egoistic', 'altruistic')",0.2271697,0.1665355,-0.0606342
26,-0.10387568,-0.11050952,"('hardhearted', 'benevolent')",-0.1038757,-0.1105095,-0.0066338
27,1.478029,1.3921841,"('hardhearted', 'softhearted')",1.478029,1.3921841,-0.0858449
28,1.3156552,1.3208458,"('disloyal', 'loyal')",1.3156552,1.3208458,0.0051906
29,-0.12506557,-0.20651336,"('unfair', 'fair')",-0.1250656,-0.2065134,-0.0814478
30,1.3059734,1.1902539,"('intolerant', 'tolerant')",1.3059734,1.1902539,-0.1157195
