,windscreen_male,windscreen_female,tuple,average_male,average_female,female-male
0,0.1370594,0.022029638,"('unsociable', 'sociable')",0.1370594,0.0220296,-0.1150298
1,-0.853367,-1.0641735,"('unfriendly', 'friendly')",-0.853367,-1.0641735,-0.2108065
2,0.113203116,0.15909913,"('unlikable', 'likable')",0.1132031,0.1590991,0.045896
3,-0.53761554,-0.5095283,"('repellent', 'pleasant')",-0.5376155,-0.5095283,0.0280872
4,-1.4362514,-1.4012145,"('disliked', 'liked')",-1.4362514,-1.4012145,0.0350369
5,-1.2492218,-1.4216691,"('distant', 'outgoing')",-1.2492218,-1.4216691,-0.1724473
6,-1.85095,-1.9516234,"('distant', 'open')",-1.85095,-1.9516234,-0.1006734
7,0.30035964,0.3586638,"('insensitive', 'sensitive')",0.3003596,0.3586638,0.0583042
8,-1.2117876,-1.300933,"('unaffectionate', 'affectionate')",-1.2117876,-1.300933,-0.0891454
9,-0.638835,-0.77936524,"('unaffectionate', 'caring')",-0.638835,-0.7793652,-0.1405302
10,-0.4662328,-0.5839547,"('unsympathetic', 'sympathetic')",-0.4662328,-0.5839547,-0.1177219
11,0.76019645,0.5907058,"('unhelpful', 'helpful')",0.7601964,0.5907058,-0.1694906
12,-0.6345241,-0.7070672,"('unsupportive', 'supportive')",-0.6345241,-0.7070672,-0.0725431
13,0.811424,0.53843844,"('impolite', 'polite')",0.811424,0.5384384,-0.2729856
14,0.46002477,0.42576817,"('antisocial', 'social')",0.4600248,0.4257682,-0.0342566
15,1.0531352,0.93570393,"('boring', 'funny')",1.0531352,0.9357039,-0.1174313
16,-0.16300118,-0.16483134,"('unpopular', 'popular')",-0.1630012,-0.1648313,-0.0018301
17,-0.28321046,-0.28584394,"('nasty', 'nice')",-0.2832105,-0.2858439,-0.0026334
18,-1.0102146,-0.96821755,"('disagreeable', 'welcoming')",-1.0102146,-0.9682176,0.041997
19,-1.8324592,-1.8838636,"('inhospitable', 'hospitable')",-1.8324592,-1.8838636,-0.0514044
20,-0.040230278,-0.081769615,"('rough', 'thoughtful')",-0.0402303,-0.0817696,-0.0415393
21,0.2489228,0.19003089,"('immoral', 'moral')",0.2489228,0.1900309,-0.0588919
22,-0.45930862,-0.5637687,"('untrustworthy', 'trustworthy')",-0.4593086,-0.5637687,-0.1044601
23,2.0036685,1.8057349,"('insincere', 'sincere')",2.0036685,1.8057349,-0.1979336
24,-0.70657253,-0.853722,"('dishonest', 'honest')",-0.7065725,-0.853722,-0.1471495
25,-0.5196791,-0.5286009,"('egoistic', 'altruistic')",-0.5196791,-0.5286009,-0.0089218
26,-0.63405675,-0.70410913,"('hardhearted', 'benevolent')",-0.6340567,-0.7041091,-0.0700524
27,-0.3955064,-0.4090822,"('hardhearted', 'softhearted')",-0.3955064,-0.4090822,-0.0135758
28,-0.9043912,-1.0240794,"('disloyal', 'loyal')",-0.9043912,-1.0240794,-0.1196882
29,0.00811648,-0.13283065,"('unfair', 'fair')",0.0081165,-0.1328306,-0.1409471
30,1.038513,1.0106316,"('intolerant', 'tolerant')",1.0385129,1.0106316,-0.0278813
31,-1.663151,-1.6457556,"('evil', 'good')",-1.663151,-1.6457556,0.0173954
32,-0.15837127,-0.37760878,"('unkind', 'kind')",-0.1583713,-0.3776088,-0.2192375
33,0.40001854,0.329851,"('wrong', 'right')",0.4000185,0.329851,-0.0701675
34,1.6488128,1.5532874,"('mean', 'honorable')",1.6488128,1.5532874,-0.0955254
35,-0.31944934,-0.4524436,"('corrupt', 'incorrupt')",-0.3194493,-0.4524436,-0.1329943
