,policeman_male,policeman_female,tuple,average_male,average_female,female-male
0,0.49450117,0.5063264,"('unsociable', 'sociable')",0.4945012,0.5063264,0.0118252
1,1.0704386,1.307291,"('unfriendly', 'friendly')",1.0704386,1.307291,0.2368524
2,0.35697883,0.6930714,"('unlikable', 'likable')",0.3569788,0.6930714,0.3360926
3,0.6670094,1.2193953,"('repellent', 'pleasant')",0.6670094,1.2193953,0.5523859
4,-7.6697674,-7.3959675,"('disliked', 'liked')",-7.6697674,-7.3959675,0.2737999
5,-0.7119865,-0.40718144,"('distant', 'outgoing')",-0.7119865,-0.4071814,0.3048051
6,-0.4668541,-0.16141516,"('distant', 'open')",-0.4668541,-0.1614152,0.3054389
7,1.3996822,1.8876675,"('insensitive', 'sensitive')",1.3996822,1.8876675,0.4879853
8,1.1635503,1.0505193,"('unaffectionate', 'affectionate')",1.1635503,1.0505193,-0.113031
9,1.9067968,1.7658807,"('unaffectionate', 'caring')",1.9067968,1.7658807,-0.1409161
10,1.5644133,1.9668953,"('unsympathetic', 'sympathetic')",1.5644133,1.9668953,0.402482
11,2.7431834,2.685795,"('unhelpful', 'helpful')",2.7431834,2.6857951,-0.0573883
12,-1.0102054,-0.7199228,"('unsupportive', 'supportive')",-1.0102054,-0.7199228,0.2902826
13,0.7148875,0.7705131,"('impolite', 'polite')",0.7148875,0.7705131,0.0556256
14,0.22256736,0.43311742,"('antisocial', 'social')",0.2225674,0.4331174,0.21055
15,0.33856317,0.41635194,"('boring', 'funny')",0.3385632,0.4163519,0.0777887
16,-0.849408,-0.7486757,"('unpopular', 'popular')",-0.849408,-0.7486757,0.1007323
17,-0.55548257,-0.42260742,"('nasty', 'nice')",-0.5554826,-0.4226074,0.1328752
18,-0.85312986,-0.53201246,"('disagreeable', 'welcoming')",-0.8531299,-0.5320125,0.3211174
19,-0.3724522,-0.24113944,"('inhospitable', 'hospitable')",-0.3724522,-0.2411394,0.1313128
20,0.6467634,0.7324232,"('rough', 'thoughtful')",0.6467634,0.7324232,0.0856598
21,0.6031771,0.8886589,"('immoral', 'moral')",0.6031771,0.8886589,0.2854818
22,-0.06689893,0.33680418,"('untrustworthy', 'trustworthy')",-0.0668989,0.3368042,0.4037031
23,7.268214,7.4054313,"('insincere', 'sincere')",7.2682142,7.4054313,0.1372171
24,2.0553284,2.3471634,"('dishonest', 'honest')",2.0553284,2.3471634,0.291835
25,0.2017363,0.072238535,"('egoistic', 'altruistic')",0.2017363,0.0722385,-0.1294978
26,0.8215295,0.40848762,"('hardhearted', 'benevolent')",0.8215295,0.4084876,-0.4130419
27,1.328578,1.537628,"('hardhearted', 'softhearted')",1.328578,1.5376281,0.2090501
28,1.4422364,1.426698,"('disloyal', 'loyal')",1.4422364,1.426698,-0.0155384
29,-0.56685007,-0.4481072,"('unfair', 'fair')",-0.5668501,-0.4481072,0.1187429
30,1.3880857,1.5359962,"('intolerant', 'tolerant')",1.3880857,1.5359962,0.1479105
31,-2.0601137,-1.8227767,"('evil', 'good')",-2.0601137,-1.8227767,0.237337
32,1.9278886,1.7541875,"('unkind', 'kind')",1.9278886,1.7541875,-0.1737011
33,-0.7450187,-0.7966907,"('wrong', 'right')",-0.7450187,-0.7966907,-0.051672
34,4.760514,4.8878145,"('mean', 'honorable')",4.7605138,4.8878145,0.1273007
35,-1.1922301,-1.4858897,"('corrupt', 'incorrupt')",-1.1922301,-1.4858897,-0.2936596
36,-1.2115592,-1.5634923,"('hostile', 'amicable')",-1.2115592,-1.5634923,-0.3519331
37,0.9264736,1.0770962,"('fake', 'genuine')",0.9264736,1.0770962,0.1506226
38,0.5146388,0.31366843,"('untruthful', 'truthful')",0.5146388,0.3136684,-0.2009704
39,-0.18817325,-0.010369714,"('exploitative', 'cooperative')",-0.1881732,-0.0103697,0.1778035
40,-1.8204266,-1.2909855,"('stingy', 'generous')",-1.8204266,-1.2909855,0.5294411
41,0.09614834,0.053554036,"('unforgiving', 'forgiving')",0.0961483,0.053554,-0.0425943
42,-2.2456834,-1.7354383,"('unreliable', 'reliable')",-2.2456834,-1.7354383,0.5102451
43,1.9803174,2.1236105,"('irresponsible', 'responsible')",1.9803174,2.1236105,0.1432931
44,-1.3129588,-1.5667865,"('prejudiced', 'unprejudiced')",-1.3129588,-1.5667865,-0.2538277
45,0.5772372,0.91195077,"('incompetent', 'competent')",0.5772372,0.9119508,0.3347136
46,-0.3345125,0.097847626,"('uncompetitive', 'competitive')",-0.3345125,0.0978476,0.4323601
47,5.8512044,6.0819664,"('stupid', 'smart')",5.8512044,6.0819664,0.230762
48,1.038945,1.1959047,"('unintelligent', 'intelligent')",1.038945,1.1959047,0.1569597
49,0.0047989525,0.5097625,"('unable', 'able')",0.004799,0.5097625,0.5049635
50,-0.2938726,-0.03692627,"('clumsy', 'skillful')",-0.2938726,-0.0369263,0.2569463
51,1.0656056,1.2599081,"('uneducated', 'educated')",1.0656056,1.2599081,0.1943025
52,-0.9359204,-1.0107116,"('irrational', 'rational')",-0.9359204,-1.0107116,-0.0747912
53,0.19811058,0.6188848,"('uncreative', 'creative')",0.1981106,0.6188848,0.4207742
54,0.91428214,1.2175142,"('incapable', 'capable')",0.9142821,1.2175142,0.3032321
55,1.3547161,1.6894156,"('incompetent', 'clever')",1.3547161,1.6894156,0.3346995
56,1.468126,1.4514058,"('impractical', 'practical')",1.4681261,1.4514058,-0.0167203
57,-2.728202,-2.1560585,"('unimaginative', 'imaginative')",-2.7282021,-2.1560585,0.5721436
58,-0.22147451,-0.050664656,"('undiscriminating', 'discriminating')",-0.2214745,-0.0506647,0.1708098
59,-0.46973944,-0.28875655,"('foolish', 'wise')",-0.4697394,-0.2887565,0.1809829
60,1.3297937,1.4545752,"('inefficient', 'efficient')",1.3297937,1.4545752,0.1247815
61,0.18412018,0.40470314,"('illogical', 'logical')",0.1841202,0.4047031,0.2205829
62,1.4007591,2.0856402,"('incompetent', 'brilliant')",1.4007591,2.0856402,0.6848811
63,0.87028325,1.5033163,"('unperceptive', 'insightful')",0.8702832,1.5033163,0.6330331
64,-6.205563,-5.6899014,"('shy', 'confident')",-6.2055631,-5.6899014,0.5156617
65,0.8146765,1.2331696,"('insecure', 'secure')",0.8146765,1.2331696,0.4184931
66,-0.32554656,-0.2574867,"('inactive', 'active')",-0.3255466,-0.2574867,0.0680599
67,-0.5478926,-0.7166814,"('doubtful', 'determined')",-0.5478926,-0.7166814,-0.1687888
68,-0.565996,-0.1813467,"('dependent', 'independent')",-0.565996,-0.1813467,0.3846493
69,-2.0582628,-2.170596,"('lazy', 'industrious')",-2.0582628,-2.1705959,-0.1123331
70,1.550696,2.1233108,"('lethargic', 'energetic')",1.550696,2.1233108,0.5726148
71,0.39949253,0.6679484,"('diffident', 'self-confident')",0.3994925,0.6679484,0.2684559
72,1.095317,1.2878041,"('unambitious', 'ambitious')",1.095317,1.2878041,0.1924871
73,-3.3917801,-3.0895581,"('helpless', 'self-reliant')",-3.3917801,-3.0895581,0.302222
74,0.16882205,0.37225756,"('undedicated', 'dedicated')",0.1688221,0.3722576,0.2034355
75,-1.1281034,-0.9936009,"('meek', 'impulsive')",-1.1281034,-0.9936009,0.1345025
76,0.79780513,1.2473793,"('anxious', 'daring')",0.7978051,1.2473793,0.4495742
77,-0.9461519,-0.7627165,"('unmotivated', 'motivated')",-0.9461519,-0.7627165,0.1834354
78,-0.53847986,-0.2629231,"('nonresilient', 'resilient')",-0.5384799,-0.2629231,0.2755568
79,-0.43634963,-0.44514102,"('wavering', 'unwavering')",-0.4363496,-0.445141,-0.0087914
80,0.3756445,0.44803506,"('dominated', 'dominating')",0.3756445,0.4480351,0.0723906
81,0.7582027,1.006603,"('submissive', 'aggressive')",0.7582027,1.006603,0.2484003
82,6.7681108,7.133576,"('poor', 'rich')",6.7681108,7.1335759,0.3654651
83,-0.20007539,-0.34671307,"('powerless', 'powerful')",-0.2000754,-0.3467131,-0.1466377
84,0.06368223,0.23573709,"('inferior', 'superior')",0.0636822,0.2357371,0.1720549
85,-2.236042,-2.2179136,"('insignificant', 'prestigious')",-2.236042,-2.2179136,0.0181284
86,0.9609872,1.1514709,"('uninfluential', 'influential')",0.9609872,1.1514709,0.1904837
87,-0.08000818,0.40300095,"('unsuccessful', 'successful')",-0.0800082,0.403001,0.4830092
88,-0.190508,0.08001814,"('low', 'eminent')",-0.190508,0.0800181,0.2705261
