,grandfather_male,grandfather_female,tuple,average_male,average_female,female-male
0,0.014254212,0.005577147,"('unsociable', 'sociable')",0.0142542,0.0055771,-0.0086771
1,1.0646509,0.99777925,"('unfriendly', 'friendly')",1.0646509,0.9977793,-0.0668716
2,-0.22465834,-0.09917538,"('unlikable', 'likable')",-0.2246583,-0.0991754,0.1254829
3,0.6314074,0.72312707,"('repellent', 'pleasant')",0.6314074,0.7231271,0.0917197
4,-7.126501,-7.188581,"('disliked', 'liked')",-7.1265011,-7.188581,-0.0620799
5,-0.6545111,-0.66034824,"('distant', 'outgoing')",-0.6545111,-0.6603482,-0.0058371
6,-0.1759837,-0.25152665,"('distant', 'open')",-0.1759837,-0.2515267,-0.075543
7,0.81325716,0.86801267,"('insensitive', 'sensitive')",0.8132572,0.8680127,0.0547555
8,0.9207833,0.8405379,"('unaffectionate', 'affectionate')",0.9207833,0.8405379,-0.0802454
9,1.1406623,1.1246142,"('unaffectionate', 'caring')",1.1406623,1.1246142,-0.0160481
10,1.0666662,1.1363208,"('unsympathetic', 'sympathetic')",1.0666662,1.1363208,0.0696546
11,1.5462902,1.5650036,"('unhelpful', 'helpful')",1.5462902,1.5650036,0.0187134
12,-1.6798275,-1.6487542,"('unsupportive', 'supportive')",-1.6798275,-1.6487542,0.0310733
13,-0.16012347,-0.13138735,"('impolite', 'polite')",-0.1601235,-0.1313874,0.0287361
14,0.33237764,0.3145667,"('antisocial', 'social')",0.3323776,0.3145667,-0.0178109
15,-0.002011016,-0.080410436,"('boring', 'funny')",-0.002011,-0.0804104,-0.0783994
16,-0.6040416,-0.5020227,"('unpopular', 'popular')",-0.6040416,-0.5020227,0.1020189
17,-0.47712502,-0.40254182,"('nasty', 'nice')",-0.477125,-0.4025418,0.0745832
18,-0.080899015,-0.18134001,"('disagreeable', 'welcoming')",-0.080899,-0.18134,-0.100441
19,-0.8388876,-0.8515094,"('inhospitable', 'hospitable')",-0.8388876,-0.8515094,-0.0126218
20,1.060949,0.9374238,"('rough', 'thoughtful')",1.060949,0.9374238,-0.1235252
21,-0.39308172,-0.31438965,"('immoral', 'moral')",-0.3930817,-0.3143896,0.0786921
22,-0.47592735,-0.48054004,"('untrustworthy', 'trustworthy')",-0.4759274,-0.48054,-0.0046126
23,6.230987,6.2353244,"('insincere', 'sincere')",6.2309871,6.2353244,0.0043373
24,1.4054313,1.2546008,"('dishonest', 'honest')",1.4054313,1.2546008,-0.1508305
25,0.78709155,0.72884065,"('egoistic', 'altruistic')",0.7870916,0.7288406,-0.058251
26,0.7319458,0.65930325,"('hardhearted', 'benevolent')",0.7319458,0.6593032,-0.0726426
27,1.4697862,1.2758375,"('hardhearted', 'softhearted')",1.4697862,1.2758375,-0.1939487
28,1.0655339,0.99561477,"('disloyal', 'loyal')",1.0655339,0.9956148,-0.0699191
29,-0.9624319,-1.0891585,"('unfair', 'fair')",-0.9624319,-1.0891585,-0.1267266
30,0.83098686,0.8625108,"('intolerant', 'tolerant')",0.8309869,0.8625108,0.0315239
31,-1.6969151,-1.6557257,"('evil', 'good')",-1.6969151,-1.6557257,0.0411894
32,1.0569241,0.99232394,"('unkind', 'kind')",1.0569241,0.9923239,-0.0646002
33,-0.60457206,-0.67908233,"('wrong', 'right')",-0.6045721,-0.6790823,-0.0745102
34,4.354387,4.492963,"('mean', 'honorable')",4.3543868,4.4929628,0.138576
35,-0.84202594,-1.0790538,"('corrupt', 'incorrupt')",-0.8420259,-1.0790538,-0.2370279
36,-1.0389125,-1.1477194,"('hostile', 'amicable')",-1.0389125,-1.1477194,-0.1088069
37,0.7292633,0.71109104,"('fake', 'genuine')",0.7292633,0.711091,-0.0181723
38,-0.33782548,-0.2908382,"('untruthful', 'truthful')",-0.3378255,-0.2908382,0.0469873
39,0.4434347,0.38695368,"('exploitative', 'cooperative')",0.4434347,0.3869537,-0.056481
40,-1.0425854,-1.2145638,"('stingy', 'generous')",-1.0425854,-1.2145638,-0.1719784
41,-0.09565243,-0.14151376,"('unforgiving', 'forgiving')",-0.0956524,-0.1415138,-0.0458614
42,-2.0189419,-2.0505352,"('unreliable', 'reliable')",-2.0189419,-2.0505352,-0.0315933
43,0.9462368,0.966298,"('irresponsible', 'responsible')",0.9462368,0.966298,0.0200612
44,-0.7965973,-0.80730283,"('prejudiced', 'unprejudiced')",-0.7965973,-0.8073028,-0.0107055
45,-0.112056054,-0.101081006,"('incompetent', 'competent')",-0.1120561,-0.101081,0.0109751
46,-0.3461929,-0.369784,"('uncompetitive', 'competitive')",-0.3461929,-0.369784,-0.0235911
47,4.970668,5.143775,"('stupid', 'smart')",4.9706678,5.143775,0.1731072
48,0.4775002,0.44634083,"('unintelligent', 'intelligent')",0.4775002,0.4463408,-0.0311594
49,0.059445776,0.12902945,"('unable', 'able')",0.0594458,0.1290295,0.0695837
50,-0.39492688,-0.45014024,"('clumsy', 'skillful')",-0.3949269,-0.4501402,-0.0552133
51,0.7971808,0.76541287,"('uneducated', 'educated')",0.7971808,0.7654129,-0.0317679
52,-0.8650297,-0.9688108,"('irrational', 'rational')",-0.8650297,-0.9688108,-0.1037811
53,-0.29391795,-0.3521082,"('uncreative', 'creative')",-0.293918,-0.3521082,-0.0581902
54,1.0255531,1.0969312,"('incapable', 'capable')",1.0255531,1.0969312,0.0713781
55,0.8506918,0.90102744,"('incompetent', 'clever')",0.8506918,0.9010274,0.0503356
56,0.660407,0.6964878,"('impractical', 'practical')",0.660407,0.6964878,0.0360808
57,-2.4461946,-2.3478975,"('unimaginative', 'imaginative')",-2.4461946,-2.3478975,0.0982971
58,0.11049555,0.12321898,"('undiscriminating', 'discriminating')",0.1104956,0.123219,0.0127234
59,-0.34234282,-0.32958972,"('foolish', 'wise')",-0.3423428,-0.3295897,0.0127531
60,0.57326216,0.6926796,"('inefficient', 'efficient')",0.5732622,0.6926796,0.1194174
61,0.041525546,-0.13935833,"('illogical', 'logical')",0.0415255,-0.1393583,-0.1808838
62,0.4271231,0.53139555,"('incompetent', 'brilliant')",0.4271231,0.5313956,0.1042725
63,0.04795488,0.09846498,"('unperceptive', 'insightful')",0.0479549,0.098465,0.0505101
64,-5.8669577,-5.782608,"('shy', 'confident')",-5.8669577,-5.782608,0.0843497
65,0.2548707,0.3612255,"('insecure', 'secure')",0.2548707,0.3612255,0.1063548
66,-0.030716658,-0.05987541,"('inactive', 'active')",-0.0307167,-0.0598754,-0.0291587
67,-0.31580645,-0.23652728,"('doubtful', 'determined')",-0.3158064,-0.2365273,0.0792791
68,-0.3926713,-0.45545682,"('dependent', 'independent')",-0.3926713,-0.4554568,-0.0627855
69,-2.1555994,-2.1541083,"('lazy', 'industrious')",-2.1555994,-2.1541083,0.0014911
70,1.4103607,1.4178933,"('lethargic', 'energetic')",1.4103607,1.4178933,0.0075326
71,0.76018006,0.7882225,"('diffident', 'self-confident')",0.7601801,0.7882225,0.0280424
72,0.782089,0.92501056,"('unambitious', 'ambitious')",0.782089,0.9250106,0.1429216
73,-2.820661,-2.7958539,"('helpless', 'self-reliant')",-2.8206611,-2.7958539,0.0248072
74,0.35252124,0.22565863,"('undedicated', 'dedicated')",0.3525212,0.2256586,-0.1268626
75,-0.8539857,-0.70706433,"('meek', 'impulsive')",-0.8539857,-0.7070643,0.1469214
76,1.0475984,1.0210972,"('anxious', 'daring')",1.0475984,1.0210972,-0.0265012
77,-1.4400158,-1.259972,"('unmotivated', 'motivated')",-1.4400158,-1.259972,0.1800438
78,-0.5975145,-0.6305673,"('nonresilient', 'resilient')",-0.5975145,-0.6305673,-0.0330528
79,-0.27725655,-0.2931798,"('wavering', 'unwavering')",-0.2772565,-0.2931798,-0.0159233
80,0.052386135,-0.05930078,"('dominated', 'dominating')",0.0523861,-0.0593008,-0.1116869
81,0.49067268,0.58834445,"('submissive', 'aggressive')",0.4906727,0.5883445,0.0976718
