,taro_male,taro_female,tuple,average_male,average_female,female-male
0,0.23906104,0.07339186,"('unsociable', 'sociable')",0.239061,0.0733919,-0.1656691
1,0.06370434,-0.09864588,"('unfriendly', 'friendly')",0.0637043,-0.0986459,-0.1623502
2,1.0833246,1.1227524,"('unlikable', 'likable')",1.0833246,1.1227524,0.0394278
3,0.2728008,0.3673901,"('repellent', 'pleasant')",0.2728008,0.3673901,0.0945893
4,-2.3739696,-2.4497018,"('disliked', 'liked')",-2.3739696,-2.4497018,-0.0757322
5,-1.0529643,-1.0057951,"('distant', 'outgoing')",-1.0529643,-1.0057951,0.0471692
6,-0.99100065,-0.9616034,"('distant', 'open')",-0.9910007,-0.9616034,0.0293973
7,0.77648985,0.7787021,"('insensitive', 'sensitive')",0.7764899,0.7787021,0.0022122
8,0.28451878,0.098839834,"('unaffectionate', 'affectionate')",0.2845188,0.0988398,-0.185679
9,0.03462494,-0.07378049,"('unaffectionate', 'caring')",0.0346249,-0.0737805,-0.1084054
10,0.6451538,0.63339186,"('unsympathetic', 'sympathetic')",0.6451538,0.6333919,-0.0117619
11,1.0298824,1.0725858,"('unhelpful', 'helpful')",1.0298824,1.0725858,0.0427034
12,-0.59107965,-0.5787657,"('unsupportive', 'supportive')",-0.5910797,-0.5787657,0.012314
13,0.27266327,0.27049989,"('impolite', 'polite')",0.2726633,0.2704999,-0.0021634
14,0.5307877,0.42517304,"('antisocial', 'social')",0.5307877,0.425173,-0.1056147
15,0.67643243,0.61184007,"('boring', 'funny')",0.6764324,0.6118401,-0.0645923
16,-0.11219462,-0.07799646,"('unpopular', 'popular')",-0.1121946,-0.0779965,0.0341981
17,-0.54175067,-0.5193384,"('nasty', 'nice')",-0.5417507,-0.5193384,0.0224123
18,-0.24324936,-0.37964278,"('disagreeable', 'welcoming')",-0.2432494,-0.3796428,-0.1363934
19,-0.85006464,-0.8356092,"('inhospitable', 'hospitable')",-0.8500646,-0.8356092,0.0144554
