,income_male,income_female,tuple,average_male,average_female,female-male
0,0.15084866,-0.045012478,"('unsociable', 'sociable')",0.1508487,-0.0450125,-0.1958612
1,0.8632584,0.7957109,"('unfriendly', 'friendly')",0.8632584,0.7957109,-0.0675475
2,0.2442801,0.3105271,"('unlikable', 'likable')",0.2442801,0.3105271,0.066247
3,0.5697767,0.6169372,"('repellent', 'pleasant')",0.5697767,0.6169372,0.0471605
4,-6.958037,-7.0413594,"('disliked', 'liked')",-6.9580369,-7.0413594,-0.0833225
5,-0.8608216,-0.81441075,"('distant', 'outgoing')",-0.8608216,-0.8144107,0.0464109
6,-0.29855013,-0.26748317,"('distant', 'open')",-0.2985501,-0.2674832,0.0310669
7,0.9296255,0.8808045,"('insensitive', 'sensitive')",0.9296255,0.8808045,-0.048821
8,1.0501157,1.0309237,"('unaffectionate', 'affectionate')",1.0501157,1.0309237,-0.019192
9,1.6312913,1.6631668,"('unaffectionate', 'caring')",1.6312913,1.6631668,0.0318755
10,0.9699,0.9836828,"('unsympathetic', 'sympathetic')",0.9699,0.9836828,0.0137828
11,1.7027831,1.709135,"('unhelpful', 'helpful')",1.7027831,1.7091351,0.006352
12,-1.4365479,-1.4523641,"('unsupportive', 'supportive')",-1.4365479,-1.4523641,-0.0158162
13,-0.39211115,-0.4537974,"('impolite', 'polite')",-0.3921112,-0.4537974,-0.0616862
14,0.3268606,0.21586446,"('antisocial', 'social')",0.3268606,0.2158645,-0.1109961
15,0.10333942,0.012874499,"('boring', 'funny')",0.1033394,0.0128745,-0.0904649
16,-0.38438258,-0.3248517,"('unpopular', 'popular')",-0.3843826,-0.3248517,0.0595309
17,0.08749485,0.100594476,"('nasty', 'nice')",0.0874949,0.1005945,0.0130996
18,-0.7735167,-0.74401927,"('disagreeable', 'welcoming')",-0.7735167,-0.7440193,0.0294974
19,-0.82495934,-0.7603848,"('inhospitable', 'hospitable')",-0.8249593,-0.7603848,0.0645745
20,0.7171757,0.60214835,"('rough', 'thoughtful')",0.7171757,0.6021484,-0.1150273
21,-0.034348,-0.012531891,"('immoral', 'moral')",-0.034348,-0.0125319,0.0218161
22,-0.5480853,-0.6534766,"('untrustworthy', 'trustworthy')",-0.5480853,-0.6534766,-0.1053913
23,5.8243375,5.791485,"('insincere', 'sincere')",5.8243375,5.7914848,-0.0328527
24,1.4723848,1.3825389,"('dishonest', 'honest')",1.4723848,1.3825389,-0.0898459
25,0.4674357,0.40138662,"('egoistic', 'altruistic')",0.4674357,0.4013866,-0.0660491
26,1.423511,1.3141612,"('hardhearted', 'benevolent')",1.423511,1.3141612,-0.1093498
