,linguistics_male,linguistics_female,tuple,average_male,average_female,female-male
0,-0.70683473,-0.76854515,"('unsociable', 'sociable')",-0.7068347,-0.7685452,-0.0617105
1,1.9810579,1.886498,"('unfriendly', 'friendly')",1.9810579,1.886498,-0.0945599
2,-0.09902538,-0.025377225,"('unlikable', 'likable')",-0.0990254,-0.0253772,0.0736482
3,-0.32691708,-0.2444549,"('repellent', 'pleasant')",-0.3269171,-0.2444549,0.0824622
4,-7.199174,-7.415593,"('disliked', 'liked')",-7.1991739,-7.4155931,-0.2164192
5,0.18311512,0.15788946,"('distant', 'outgoing')",0.1831151,0.1578895,-0.0252256
6,0.6083665,0.6344498,"('distant', 'open')",0.6083665,0.6344498,0.0260833
7,-0.17947042,-0.056736145,"('insensitive', 'sensitive')",-0.1794704,-0.0567361,0.1227343
8,1.6528016,1.618025,"('unaffectionate', 'affectionate')",1.6528016,1.6180249,-0.0347767
9,1.9575759,2.0073519,"('unaffectionate', 'caring')",1.9575759,2.0073519,0.049776
10,0.17771462,0.2273424,"('unsympathetic', 'sympathetic')",0.1777146,0.2273424,0.0496278
11,1.9481764,2.0580127,"('unhelpful', 'helpful')",1.9481764,2.0580127,0.1098363
12,-1.463327,-1.4488484,"('unsupportive', 'supportive')",-1.4633271,-1.4488484,0.0144787
13,-0.71986175,-0.7551976,"('impolite', 'polite')",-0.7198617,-0.7551976,-0.0353359
14,-0.7569854,-0.7871244,"('antisocial', 'social')",-0.7569854,-0.7871244,-0.030139
15,-0.4429956,-0.47501427,"('boring', 'funny')",-0.4429956,-0.4750143,-0.0320187
16,0.020997118,-0.029352855,"('unpopular', 'popular')",0.0209971,-0.0293529,-0.05035
17,-0.32477182,-0.3278073,"('nasty', 'nice')",-0.3247718,-0.3278073,-0.0030355
18,-0.05199012,-0.09810805,"('disagreeable', 'welcoming')",-0.0519901,-0.0981081,-0.046118
19,-0.23677246,-0.21113601,"('inhospitable', 'hospitable')",-0.2367725,-0.211136,0.0256365
20,0.6955609,0.72488236,"('rough', 'thoughtful')",0.6955609,0.7248824,0.0293215
21,-0.78910947,-0.74695385,"('immoral', 'moral')",-0.7891095,-0.7469538,0.0421557
22,-0.8000129,-0.8482326,"('untrustworthy', 'trustworthy')",-0.8000129,-0.8482326,-0.0482197
23,6.1704893,6.313686,"('insincere', 'sincere')",6.1704893,6.3136859,0.1431966
24,1.5434654,1.520153,"('dishonest', 'honest')",1.5434654,1.520153,-0.0233124
25,1.0256282,0.9358332,"('egoistic', 'altruistic')",1.0256282,0.9358332,-0.089795
26,1.5677468,1.3938235,"('hardhearted', 'benevolent')",1.5677468,1.3938235,-0.1739233
27,1.2694075,1.2421168,"('hardhearted', 'softhearted')",1.2694075,1.2421168,-0.0272907
28,1.5034856,1.4485732,"('disloyal', 'loyal')",1.5034856,1.4485732,-0.0549124
29,-0.69896764,-0.7114794,"('unfair', 'fair')",-0.6989676,-0.7114794,-0.0125118
30,0.85103303,0.81129736,"('intolerant', 'tolerant')",0.851033,0.8112974,-0.0397356
31,-0.65506536,-0.68778604,"('evil', 'good')",-0.6550654,-0.687786,-0.0327206
32,1.1041617,1.0695001,"('unkind', 'kind')",1.1041617,1.0695001,-0.0346616
33,0.30025485,0.1678684,"('wrong', 'right')",0.3002549,0.1678684,-0.1323865
34,4.944385,5.1466646,"('mean', 'honorable')",4.9443851,5.1466646,0.2022795
35,-0.017608956,-0.14225139,"('corrupt', 'incorrupt')",-0.017609,-0.1422514,-0.1246424
36,0.005851824,-0.036974162,"('hostile', 'amicable')",0.0058518,-0.0369742,-0.042826
37,0.06698508,0.09602596,"('fake', 'genuine')",0.0669851,0.096026,0.0290409
38,0.85313314,0.84696555,"('untruthful', 'truthful')",0.8531331,0.8469656,-0.0061675
39,-0.027591411,0.03638861,"('exploitative', 'cooperative')",-0.0275914,0.0363886,0.06398
