,underpass_male,underpass_female,tuple,average_male,average_female,female-male
0,0.6355527,0.35177836,"('unsociable', 'sociable')",0.6355527,0.3517784,-0.2837743
1,-1.1380665,-1.2332722,"('unfriendly', 'friendly')",-1.1380665,-1.2332722,-0.0952057
2,0.116575226,0.063274026,"('unlikable', 'likable')",0.1165752,0.063274,-0.0533012
3,-0.6243551,-0.41297504,"('repellent', 'pleasant')",-0.6243551,-0.412975,0.2113801
4,-2.4401293,-2.4846096,"('disliked', 'liked')",-2.4401293,-2.4846096,-0.0444803
5,-1.2049942,-1.1918741,"('distant', 'outgoing')",-1.2049942,-1.1918741,0.0131201
6,-1.156209,-1.0570635,"('distant', 'open')",-1.156209,-1.0570635,0.0991455
7,0.48064026,0.48800325,"('insensitive', 'sensitive')",0.4806403,0.4880033,0.007363
8,-1.6897521,-1.6547213,"('unaffectionate', 'affectionate')",-1.6897521,-1.6547213,0.0350308
9,-1.0538664,-1.0539026,"('unaffectionate', 'caring')",-1.0538664,-1.0539026,-3.62e-05
10,-0.06711683,-0.017668981,"('unsympathetic', 'sympathetic')",-0.0671168,-0.017669,0.0494478
11,1.0545013,1.1345334,"('unhelpful', 'helpful')",1.0545013,1.1345334,0.0800321
12,-1.1431863,-1.0288907,"('unsupportive', 'supportive')",-1.1431863,-1.0288907,0.1142956
13,0.5595263,0.55336815,"('impolite', 'polite')",0.5595263,0.5533682,-0.0061581
14,0.44588557,0.21792303,"('antisocial', 'social')",0.4458856,0.217923,-0.2279626
15,1.1225612,0.7820711,"('boring', 'funny')",1.1225612,0.7820711,-0.3404901
16,0.025047965,0.0012211204,"('unpopular', 'popular')",0.025048,0.0012211,-0.0238269
17,-0.14139429,-0.07810594,"('nasty', 'nice')",-0.1413943,-0.0781059,0.0632884
18,-1.2638037,-1.0073603,"('disagreeable', 'welcoming')",-1.2638037,-1.0073603,0.2564434
19,-2.415036,-2.1980002,"('inhospitable', 'hospitable')",-2.415036,-2.1980002,0.2170358
20,-0.37191314,-0.30741534,"('rough', 'thoughtful')",-0.3719131,-0.3074153,0.0644978
21,0.150022,0.27348986,"('immoral', 'moral')",0.150022,0.2734899,0.1234679
22,-0.26088643,-0.35373688,"('untrustworthy', 'trustworthy')",-0.2608864,-0.3537369,-0.0928505
23,1.9815352,1.9747263,"('insincere', 'sincere')",1.9815352,1.9747263,-0.0068089
24,-0.057970345,-0.19597858,"('dishonest', 'honest')",-0.0579703,-0.1959786,-0.1380083
25,-0.5533901,-0.56017673,"('egoistic', 'altruistic')",-0.5533901,-0.5601767,-0.0067866
26,0.34979597,0.14367218,"('hardhearted', 'benevolent')",0.349796,0.1436722,-0.2061238
27,0.1456605,0.22286725,"('hardhearted', 'softhearted')",0.1456605,0.2228673,0.0772068
28,-0.124008715,-0.20254791,"('disloyal', 'loyal')",-0.1240087,-0.2025479,-0.0785392
29,-0.7332519,-1.0032002,"('unfair', 'fair')",-0.7332519,-1.0032002,-0.2699483
30,1.0949167,1.0876381,"('intolerant', 'tolerant')",1.0949167,1.0876381,-0.0072786
31,-2.5668495,-2.6382346,"('evil', 'good')",-2.5668495,-2.6382346,-0.0713851
32,0.01646526,-0.11521287,"('unkind', 'kind')",0.0164653,-0.1152129,-0.1316782
33,-0.62003636,-0.59034175,"('wrong', 'right')",-0.6200364,-0.5903417,0.0296947
34,1.7392176,1.9669143,"('mean', 'honorable')",1.7392176,1.9669143,0.2276967
35,-1.1980939,-1.4354403,"('corrupt', 'incorrupt')",-1.1980939,-1.4354403,-0.2373464
36,-1.5797696,-1.5761716,"('hostile', 'amicable')",-1.5797696,-1.5761716,0.003598
37,-0.34041882,-0.41540277,"('fake', 'genuine')",-0.3404188,-0.4154028,-0.074984
38,-0.087125205,-0.13158438,"('untruthful', 'truthful')",-0.0871252,-0.1315844,-0.0444592
39,-0.14686464,-0.054958966,"('exploitative', 'cooperative')",-0.1468646,-0.054959,0.0919056
40,-1.668257,-1.6948541,"('stingy', 'generous')",-1.668257,-1.6948541,-0.0265971
41,-0.042371817,-0.15100484,"('unforgiving', 'forgiving')",-0.0423718,-0.1510048,-0.108633
42,-0.72697544,-0.6337573,"('unreliable', 'reliable')",-0.7269754,-0.6337573,0.0932181
43,0.31208563,0.3367109,"('irresponsible', 'responsible')",0.3120856,0.3367109,0.0246253
44,0.059497774,0.18495904,"('prejudiced', 'unprejudiced')",0.0594978,0.184959,0.1254612
45,0.5497267,0.45196596,"('incompetent', 'competent')",0.5497267,0.451966,-0.0977607
46,0.3040054,0.33784887,"('uncompetitive', 'competitive')",0.3040054,0.3378489,0.0338435
47,2.0293157,2.0823474,"('stupid', 'smart')",2.0293157,2.0823474,0.0530317
48,-0.20634153,-0.23333836,"('unintelligent', 'intelligent')",-0.2063415,-0.2333384,-0.0269969
49,-0.2670094,0.00031928252,"('unable', 'able')",-0.2670094,0.0003193,0.2673287
50,-0.4905575,-0.35348445,"('clumsy', 'skillful')",-0.4905575,-0.3534845,0.137073
51,0.27103186,0.110328674,"('uneducated', 'educated')",0.2710319,0.1103287,-0.1607032
52,-1.1646607,-1.3592348,"('irrational', 'rational')",-1.1646607,-1.3592348,-0.1945741
53,-1.3011545,-1.4245518,"('uncreative', 'creative')",-1.3011545,-1.4245518,-0.1233973
54,-0.42413178,-0.36391807,"('incapable', 'capable')",-0.4241318,-0.3639181,0.0602137
55,0.76137054,0.8303555,"('incompetent', 'clever')",0.7613705,0.8303555,0.068985
56,1.623177,1.587392,"('impractical', 'practical')",1.6231771,1.587392,-0.0357851
57,-0.8479411,-0.8892161,"('unimaginative', 'imaginative')",-0.8479411,-0.8892161,-0.041275
58,-0.18068759,-0.30773455,"('undiscriminating', 'discriminating')",-0.1806876,-0.3077345,-0.1270469
59,-0.6080004,-0.6244478,"('foolish', 'wise')",-0.6080004,-0.6244478,-0.0164474
60,0.8166888,0.8696636,"('inefficient', 'efficient')",0.8166888,0.8696636,0.0529748
61,-0.40352735,-0.56319433,"('illogical', 'logical')",-0.4035273,-0.5631943,-0.159667
62,0.92918706,1.0350832,"('incompetent', 'brilliant')",0.9291871,1.0350832,0.1058961
63,-0.3899622,-0.27977633,"('unperceptive', 'insightful')",-0.3899622,-0.2797763,0.1101859
