,taro_male,taro_female,tuple,average_male,average_female,female-male
0,-0.3727221,-0.5760248,"('unsociable', 'sociable')",-0.3727221,-0.5760248,-0.2033027
1,0.9029268,0.79924434,"('unfriendly', 'friendly')",0.9029268,0.7992443,-0.1036825
2,0.796925,0.78101134,"('unlikable', 'likable')",0.796925,0.7810113,-0.0159137
3,0.071089804,0.059638448,"('repellent', 'pleasant')",0.0710898,0.0596384,-0.0114514
4,-1.3094455,-1.2860624,"('disliked', 'liked')",-1.3094455,-1.2860624,0.0233831
5,-0.17083433,-0.008601265,"('distant', 'outgoing')",-0.1708343,-0.0086013,0.162233
6,0.021682005,0.22859679,"('distant', 'open')",0.021682,0.2285968,0.2069148
7,0.15125759,0.06102461,"('insensitive', 'sensitive')",0.1512576,0.0610246,-0.090233
8,1.1102002,1.0479615,"('unaffectionate', 'affectionate')",1.1102002,1.0479615,-0.0622387
9,0.62330055,0.57104784,"('unaffectionate', 'caring')",0.6233006,0.5710478,-0.0522528
10,0.07633477,0.08027473,"('unsympathetic', 'sympathetic')",0.0763348,0.0802747,0.0039399
11,0.45845422,0.43508247,"('unhelpful', 'helpful')",0.4584542,0.4350825,-0.0233717
12,-0.5342629,-0.5428507,"('unsupportive', 'supportive')",-0.5342629,-0.5428507,-0.0085878
13,-0.15530276,-0.25478202,"('impolite', 'polite')",-0.1553028,-0.254782,-0.0994792
14,-0.41426075,-0.7127685,"('antisocial', 'social')",-0.4142607,-0.7127685,-0.2985078
15,0.882812,0.8577748,"('boring', 'funny')",0.882812,0.8577748,-0.0250372
16,0.22633824,0.24967194,"('unpopular', 'popular')",0.2263382,0.2496719,0.0233337
17,-0.37980834,-0.25940108,"('nasty', 'nice')",-0.3798083,-0.2594011,0.1204072
18,-0.4445394,-0.58579683,"('disagreeable', 'welcoming')",-0.4445394,-0.5857968,-0.1412574
19,-0.3942412,-0.20877671,"('inhospitable', 'hospitable')",-0.3942412,-0.2087767,0.1854645
20,-0.0422545,-0.09118611,"('rough', 'thoughtful')",-0.0422545,-0.0911861,-0.0489316
21,0.6519829,0.54828453,"('immoral', 'moral')",0.6519829,0.5482845,-0.1036984
22,-0.08325893,-0.18409754,"('untrustworthy', 'trustworthy')",-0.0832589,-0.1840975,-0.1008386
23,1.3256041,1.265887,"('insincere', 'sincere')",1.3256041,1.265887,-0.0597171
24,0.1794382,0.111539066,"('dishonest', 'honest')",0.1794382,0.1115391,-0.0678991
25,0.34926072,0.23934111,"('egoistic', 'altruistic')",0.3492607,0.2393411,-0.1099196
26,1.016938,0.7759691,"('hardhearted', 'benevolent')",1.016938,0.7759691,-0.2409689
27,0.24788064,0.25230098,"('hardhearted', 'softhearted')",0.2478806,0.252301,0.0044204
28,0.78901446,0.6718344,"('disloyal', 'loyal')",0.7890145,0.6718344,-0.1171801
29,-0.88199013,-0.85600305,"('unfair', 'fair')",-0.8819901,-0.856003,0.0259871
30,-0.07837307,-0.17205499,"('intolerant', 'tolerant')",-0.0783731,-0.172055,-0.0936819
31,-1.2422831,-1.0782396,"('evil', 'good')",-1.2422831,-1.0782396,0.1640435
32,0.5378798,0.32952398,"('unkind', 'kind')",0.5378798,0.329524,-0.2083558
33,-0.12598802,-0.1113936,"('wrong', 'right')",-0.125988,-0.1113936,0.0145944
34,1.5176016,1.6360227,"('mean', 'honorable')",1.5176016,1.6360227,0.1184211
35,-0.21589747,-0.14037713,"('corrupt', 'incorrupt')",-0.2158975,-0.1403771,0.0755204
36,0.21418533,0.26660466,"('hostile', 'amicable')",0.2141853,0.2666047,0.0524194
37,0.10489127,0.11749113,"('fake', 'genuine')",0.1048913,0.1174911,0.0125998
38,0.051127702,0.15358496,"('untruthful', 'truthful')",0.0511277,0.153585,0.1024573
39,-0.13575427,-0.20554447,"('exploitative', 'cooperative')",-0.1357543,-0.2055445,-0.0697902
40,-0.91211325,-0.9235961,"('stingy', 'generous')",-0.9121132,-0.9235961,-0.0114829
41,0.6483992,0.58456683,"('unforgiving', 'forgiving')",0.6483992,0.5845668,-0.0638324
42,-0.85760915,-0.82201177,"('unreliable', 'reliable')",-0.8576092,-0.8220118,0.0355974
43,-0.4584754,-0.3929773,"('irresponsible', 'responsible')",-0.4584754,-0.3929773,0.0654981
44,-1.2832204,-1.2593263,"('prejudiced', 'unprejudiced')",-1.2832204,-1.2593263,0.0238941
45,-0.054960653,-0.06700649,"('incompetent', 'competent')",-0.0549607,-0.0670065,-0.0120458
46,0.4181283,0.29644093,"('uncompetitive', 'competitive')",0.4181283,0.2964409,-0.1216874
47,0.8828073,0.9427309,"('stupid', 'smart')",0.8828073,0.9427309,0.0599236
48,0.20876257,0.09719919,"('unintelligent', 'intelligent')",0.2087626,0.0971992,-0.1115634
49,-0.45443824,-0.30863455,"('unable', 'able')",-0.4544382,-0.3086345,0.1458037
50,0.44359547,0.45996287,"('clumsy', 'skillful')",0.4435955,0.4599629,0.0163674
51,-0.17679094,-0.24430679,"('uneducated', 'educated')",-0.1767909,-0.2443068,-0.0675159
52,0.10154576,0.111417904,"('irrational', 'rational')",0.1015458,0.1114179,0.0098721
53,-0.282382,-0.253331,"('uncreative', 'creative')",-0.282382,-0.253331,0.029051
54,0.2532881,0.32294166,"('incapable', 'capable')",0.2532881,0.3229417,0.0696536
55,0.1638256,0.011553314,"('incompetent', 'clever')",0.1638256,0.0115533,-0.1522723
56,-0.04447281,-0.011338398,"('impractical', 'practical')",-0.0444728,-0.0113384,0.0331344
57,-1.1060009,-1.0914624,"('unimaginative', 'imaginative')",-1.1060009,-1.0914624,0.0145385
58,0.34077987,0.34358543,"('undiscriminating', 'discriminating')",0.3407799,0.3435854,0.0028055
59,0.0013225516,0.15707396,"('foolish', 'wise')",0.0013226,0.157074,0.1557514
60,-0.19513586,-0.20829356,"('inefficient', 'efficient')",-0.1951359,-0.2082936,-0.0131577
61,0.29105422,0.20270501,"('illogical', 'logical')",0.2910542,0.202705,-0.0883492
62,-0.085408874,-0.011843219,"('incompetent', 'brilliant')",-0.0854089,-0.0118432,0.0735657
63,0.46084267,0.4702017,"('unperceptive', 'insightful')",0.4608427,0.4702017,0.009359
64,-2.6983042,-2.7572541,"('shy', 'confident')",-2.6983042,-2.7572541,-0.0589499
65,-1.1264071,-1.242092,"('insecure', 'secure')",-1.1264071,-1.242092,-0.1156849
66,-1.2818238,-1.1383852,"('inactive', 'active')",-1.2818238,-1.1383852,0.1434386
67,-0.28425324,-0.2114189,"('doubtful', 'determined')",-0.2842532,-0.2114189,0.0728343
68,-0.36118752,-0.39330542,"('dependent', 'independent')",-0.3611875,-0.3933054,-0.0321179
69,-1.0561385,-0.9397031,"('lazy', 'industrious')",-1.0561385,-0.9397031,0.1164354
70,-0.2558494,-0.32372668,"('lethargic', 'energetic')",-0.2558494,-0.3237267,-0.0678773
71,0.35195524,0.29966044,"('diffident', 'self-confident')",0.3519552,0.2996604,-0.0522948
72,-0.29410455,-0.2564824,"('unambitious', 'ambitious')",-0.2941045,-0.2564824,0.0376221
73,-0.831489,-0.7607889,"('helpless', 'self-reliant')",-0.831489,-0.7607889,0.0707001
74,0.40411386,0.39842403,"('undedicated', 'dedicated')",0.4041139,0.398424,-0.0056899
75,-0.12272578,0.04788395,"('meek', 'impulsive')",-0.1227258,0.047884,0.1706098
76,-0.17913897,-0.14723861,"('anxious', 'daring')",-0.179139,-0.1472386,0.0319004
77,-0.41136992,-0.41582876,"('unmotivated', 'motivated')",-0.4113699,-0.4158288,-0.0044589
78,0.1956957,0.23395422,"('nonresilient', 'resilient')",0.1956957,0.2339542,0.0382585
79,-0.62355405,-0.39809865,"('wavering', 'unwavering')",-0.6235541,-0.3980986,0.2254555
80,-0.73958766,-0.8844399,"('dominated', 'dominating')",-0.7395877,-0.8844399,-0.1448522
81,-0.92130154,-0.9607022,"('submissive', 'aggressive')",-0.9213015,-0.9607022,-0.0394007
82,2.2062802,2.2656734,"('poor', 'rich')",2.2062802,2.2656734,0.0593932
83,-0.5338823,-0.55674803,"('powerless', 'powerful')",-0.5338823,-0.556748,-0.0228657
84,0.2821792,0.24722846,"('inferior', 'superior')",0.2821792,0.2472285,-0.0349507
85,0.6638994,0.6727048,"('insignificant', 'prestigious')",0.6638994,0.6727048,0.0088054
86,-0.12330118,-0.22525784,"('uninfluential', 'influential')",-0.1233012,-0.2252578,-0.1019566
87,-0.9822026,-0.97090226,"('unsuccessful', 'successful')",-0.9822026,-0.9709023,0.0113003
88,0.13819952,0.09614836,"('low', 'eminent')",0.1381995,0.0961484,-0.0420511
