,unit_male,unit_female,tuple,average_male,average_female,female-male
0,0.2178149,0.18098046,"('unsociable', 'sociable')",0.2178149,0.1809805,-0.0368344
1,0.43966016,0.39660612,"('unfriendly', 'friendly')",0.4396602,0.3966061,-0.0430541
2,-0.041901946,-0.0013590287,"('unlikable', 'likable')",-0.0419019,-0.001359,0.0405429
3,0.7235515,0.69467354,"('repellent', 'pleasant')",0.7235515,0.6946735,-0.028878
4,-7.0753446,-7.159323,"('disliked', 'liked')",-7.0753446,-7.1593232,-0.0839786
5,-1.4502456,-1.497114,"('distant', 'outgoing')",-1.4502456,-1.4971139,-0.0468683
6,-0.7698038,-0.8696801,"('distant', 'open')",-0.7698038,-0.8696801,-0.0998763
7,1.3457844,1.4479965,"('insensitive', 'sensitive')",1.3457844,1.4479965,0.1022121
8,0.58695143,0.42898262,"('unaffectionate', 'affectionate')",0.5869514,0.4289826,-0.1579688
9,1.3426176,1.2980912,"('unaffectionate', 'caring')",1.3426176,1.2980912,-0.0445264
10,1.2789462,1.3586758,"('unsympathetic', 'sympathetic')",1.2789462,1.3586758,0.0797296
11,1.9949148,2.1400936,"('unhelpful', 'helpful')",1.9949148,2.1400936,0.1451788
12,-1.6394364,-1.6742383,"('unsupportive', 'supportive')",-1.6394364,-1.6742383,-0.0348019
13,-0.20785452,-0.18756899,"('impolite', 'polite')",-0.2078545,-0.187569,0.0202855
14,0.5306816,0.49708536,"('antisocial', 'social')",0.5306816,0.4970854,-0.0335962
15,0.23850724,0.2627601,"('boring', 'funny')",0.2385072,0.2627601,0.0242529
16,-0.5551118,-0.6473,"('unpopular', 'popular')",-0.5551118,-0.6473,-0.0921882
17,-0.47519222,-0.42491987,"('nasty', 'nice')",-0.4751922,-0.4249199,0.0502723
18,-0.66670394,-0.82516164,"('disagreeable', 'welcoming')",-0.6667039,-0.8251616,-0.1584577
19,-1.0500195,-1.0948126,"('inhospitable', 'hospitable')",-1.0500195,-1.0948126,-0.0447931
20,0.6828485,0.6888467,"('rough', 'thoughtful')",0.6828485,0.6888467,0.0059982
21,-0.013427064,0.073423274,"('immoral', 'moral')",-0.0134271,0.0734233,0.0868504
22,-0.25777066,-0.2363513,"('untrustworthy', 'trustworthy')",-0.2577707,-0.2363513,0.0214194
23,6.5223293,6.5571585,"('insincere', 'sincere')",6.5223293,6.5571585,0.0348292
24,1.3585342,1.268382,"('dishonest', 'honest')",1.3585342,1.268382,-0.0901522
25,0.114827245,-0.031845912,"('egoistic', 'altruistic')",0.1148272,-0.0318459,-0.1466731
26,0.9369631,0.8973937,"('hardhearted', 'benevolent')",0.9369631,0.8973937,-0.0395694
27,1.4831426,1.284998,"('hardhearted', 'softhearted')",1.4831426,1.2849981,-0.1981445
28,1.1529671,1.1015891,"('disloyal', 'loyal')",1.1529671,1.1015891,-0.051378
29,-0.79796493,-0.93621796,"('unfair', 'fair')",-0.7979649,-0.936218,-0.1382531
30,1.2709055,1.3255243,"('intolerant', 'tolerant')",1.2709055,1.3255243,0.0546188
31,-1.8927513,-1.9616697,"('evil', 'good')",-1.8927513,-1.9616697,-0.0689184
32,1.3097202,1.2586511,"('unkind', 'kind')",1.3097202,1.2586511,-0.0510691
33,-0.7615023,-0.8453905,"('wrong', 'right')",-0.7615023,-0.8453905,-0.0838882
34,4.624431,4.811345,"('mean', 'honorable')",4.6244311,4.8113451,0.186914
35,-0.8813736,-1.1350802,"('corrupt', 'incorrupt')",-0.8813736,-1.1350802,-0.2537066
36,-1.296239,-1.4359796,"('hostile', 'amicable')",-1.296239,-1.4359796,-0.1397406
