,equipment_male,equipment_female,tuple,average_male,average_female,female-male
0,-0.11979938,-0.39067483,"('unsociable', 'sociable')",-0.1197994,-0.3906748,-0.2708754
1,0.81008524,0.89173216,"('unfriendly', 'friendly')",0.8100852,0.8917322,0.081647
2,0.33185232,0.39593822,"('unlikable', 'likable')",0.3318523,0.3959382,0.0640859
3,-0.20941728,-0.12717724,"('repellent', 'pleasant')",-0.2094173,-0.1271772,0.0822401
4,-6.4600496,-6.616244,"('disliked', 'liked')",-6.4600496,-6.6162438,-0.1561942
5,-0.91471213,-0.6841909,"('distant', 'outgoing')",-0.9147121,-0.6841909,0.2305212
6,-0.7880889,-0.57057357,"('distant', 'open')",-0.7880889,-0.5705736,0.2175153
7,0.3917446,0.47280303,"('insensitive', 'sensitive')",0.3917446,0.472803,0.0810584
8,0.5763166,0.59813184,"('unaffectionate', 'affectionate')",0.5763166,0.5981318,0.0218152
9,1.4758707,1.5307884,"('unaffectionate', 'caring')",1.4758707,1.5307884,0.0549177
10,0.55922985,0.40403968,"('unsympathetic', 'sympathetic')",0.5592299,0.4040397,-0.1551902
11,2.3701258,2.3779585,"('unhelpful', 'helpful')",2.3701258,2.3779585,0.0078327
12,-1.3143818,-1.3798919,"('unsupportive', 'supportive')",-1.3143818,-1.3798919,-0.0655101
13,0.1506814,0.029642358,"('impolite', 'polite')",0.1506814,0.0296424,-0.121039
14,0.14170541,0.05872617,"('antisocial', 'social')",0.1417054,0.0587262,-0.0829792
15,-0.14014336,-0.19233054,"('boring', 'funny')",-0.1401434,-0.1923305,-0.0521871
16,-0.43942457,-0.44888043,"('unpopular', 'popular')",-0.4394246,-0.4488804,-0.0094558
17,-0.60388386,-0.5175905,"('nasty', 'nice')",-0.6038839,-0.5175905,0.0862934
18,-1.2189597,-1.2171159,"('disagreeable', 'welcoming')",-1.2189597,-1.2171159,0.0018438
19,-1.045693,-0.87791586,"('inhospitable', 'hospitable')",-1.045693,-0.8779159,0.1677771
20,0.43096775,0.4384444,"('rough', 'thoughtful')",0.4309677,0.4384444,0.0074767
21,-0.17843448,-0.12647836,"('immoral', 'moral')",-0.1784345,-0.1264784,0.0519561
22,-1.2720982,-1.2115986,"('untrustworthy', 'trustworthy')",-1.2720982,-1.2115986,0.0604996
23,5.705574,5.9104695,"('insincere', 'sincere')",5.705574,5.9104695,0.2048955
24,1.002865,1.0515898,"('dishonest', 'honest')",1.002865,1.0515898,0.0487248
25,0.5001419,0.5451764,"('egoistic', 'altruistic')",0.5001419,0.5451764,0.0450345
26,1.30916,1.1721408,"('hardhearted', 'benevolent')",1.30916,1.1721408,-0.1370192
27,0.6516686,0.6867606,"('hardhearted', 'softhearted')",0.6516686,0.6867606,0.035092
28,1.3811556,1.2360117,"('disloyal', 'loyal')",1.3811556,1.2360117,-0.1451439
29,-1.2068862,-1.3661402,"('unfair', 'fair')",-1.2068862,-1.3661402,-0.159254
30,1.0450302,1.058249,"('intolerant', 'tolerant')",1.0450302,1.058249,0.0132188
31,-1.9907278,-1.9423643,"('evil', 'good')",-1.9907278,-1.9423643,0.0483635
32,0.86815685,0.77771515,"('unkind', 'kind')",0.8681569,0.7777151,-0.0904418
33,0.36774504,0.2894197,"('wrong', 'right')",0.367745,0.2894197,-0.0783253
34,4.31269,4.810563,"('mean', 'honorable')",4.3126898,4.8105631,0.4978733
35,-1.17644,-1.2506722,"('corrupt', 'incorrupt')",-1.17644,-1.2506722,-0.0742322
36,-0.7837323,-0.77496755,"('hostile', 'amicable')",-0.7837323,-0.7749676,0.0087647
37,0.25735444,0.24365722,"('fake', 'genuine')",0.2573544,0.2436572,-0.0136972
38,0.97356325,0.98930424,"('untruthful', 'truthful')",0.9735633,0.9893042,0.0157409
39,-0.36164922,-0.31344733,"('exploitative', 'cooperative')",-0.3616492,-0.3134473,0.0482019
40,-2.1807282,-2.2580733,"('stingy', 'generous')",-2.1807282,-2.2580733,-0.0773451
41,0.24649085,0.13188711,"('unforgiving', 'forgiving')",0.2464909,0.1318871,-0.1146038
42,-3.2624588,-3.2579448,"('unreliable', 'reliable')",-3.2624588,-3.2579448,0.004514
43,0.56221926,0.5708992,"('irresponsible', 'responsible')",0.5622193,0.5708992,0.0086799
44,-1.5888681,-1.5688316,"('prejudiced', 'unprejudiced')",-1.5888681,-1.5688316,0.0200365
45,0.09516913,-0.025468515,"('incompetent', 'competent')",0.0951691,-0.0254685,-0.1206376
46,-0.62360495,-0.6974606,"('uncompetitive', 'competitive')",-0.623605,-0.6974606,-0.0738556
47,4.943558,5.3163195,"('stupid', 'smart')",4.9435582,5.3163195,0.3727613
48,0.5452735,0.4610245,"('unintelligent', 'intelligent')",0.5452735,0.4610245,-0.084249
49,-0.5392631,-0.39118022,"('unable', 'able')",-0.5392631,-0.3911802,0.1480829
50,-0.5557867,-0.571694,"('clumsy', 'skillful')",-0.5557867,-0.571694,-0.0159073
51,0.5297994,0.4036767,"('uneducated', 'educated')",0.5297994,0.4036767,-0.1261227
52,-0.8874906,-0.9746052,"('irrational', 'rational')",-0.8874906,-0.9746052,-0.0871146
53,-0.31723586,-0.2814579,"('uncreative', 'creative')",-0.3172359,-0.2814579,0.035778
54,0.3432101,0.5311486,"('incapable', 'capable')",0.3432101,0.5311486,0.1879385
55,0.17532031,0.12457421,"('incompetent', 'clever')",0.1753203,0.1245742,-0.0507461
56,1.1084212,1.0036402,"('impractical', 'practical')",1.1084212,1.0036402,-0.104781
57,-2.959679,-3.087047,"('unimaginative', 'imaginative')",-2.9596789,-3.0870471,-0.1273682
58,0.7856903,0.74218917,"('undiscriminating', 'discriminating')",0.7856903,0.7421892,-0.0435011
59,-0.20453596,-0.16037086,"('foolish', 'wise')",-0.204536,-0.1603709,0.0441651
60,1.3584098,1.4146583,"('inefficient', 'efficient')",1.3584098,1.4146583,0.0562485
61,0.1335962,-0.018117424,"('illogical', 'logical')",0.1335962,-0.0181174,-0.1517136
62,0.7416961,0.9377116,"('incompetent', 'brilliant')",0.7416961,0.9377116,0.1960155
63,0.40984252,0.4184615,"('unperceptive', 'insightful')",0.4098425,0.4184615,0.008619
64,-5.142835,-5.418481,"('shy', 'confident')",-5.1428351,-5.4184809,-0.2756458
65,-0.15778843,-0.1203075,"('insecure', 'secure')",-0.1577884,-0.1203075,0.0374809
66,-0.66970176,-0.75145555,"('inactive', 'active')",-0.6697018,-0.7514555,-0.0817537
67,0.36709017,0.19760847,"('doubtful', 'determined')",0.3670902,0.1976085,-0.1694817
68,-1.3459125,-1.3238299,"('dependent', 'independent')",-1.3459125,-1.3238299,0.0220826
69,-1.2869256,-1.165152,"('lazy', 'industrious')",-1.2869256,-1.165152,0.1217736
70,0.20411853,0.14699022,"('lethargic', 'energetic')",0.2041185,0.1469902,-0.0571283
71,0.17524186,0.18464999,"('diffident', 'self-confident')",0.1752419,0.18465,0.0094081
72,0.6988867,0.73138636,"('unambitious', 'ambitious')",0.6988867,0.7313864,0.0324997
73,-3.0768158,-3.1464725,"('helpless', 'self-reliant')",-3.0768158,-3.1464725,-0.0696567
74,0.07535538,-0.18914872,"('undedicated', 'dedicated')",0.0753554,-0.1891487,-0.2645041
75,-1.0329604,-0.8610178,"('meek', 'impulsive')",-1.0329604,-0.8610178,0.1719426
76,-0.5970962,-0.61484617,"('anxious', 'daring')",-0.5970962,-0.6148462,-0.01775
77,-0.8850889,-0.79901123,"('unmotivated', 'motivated')",-0.8850889,-0.7990112,0.0860777
78,-0.46848345,-0.5014687,"('nonresilient', 'resilient')",-0.4684834,-0.5014687,-0.0329853
79,-0.8966264,-0.7977828,"('wavering', 'unwavering')",-0.8966264,-0.7977828,0.0988436
80,0.10949847,-0.010991115,"('dominated', 'dominating')",0.1094985,-0.0109911,-0.1204896
81,0.21031332,0.32579246,"('submissive', 'aggressive')",0.2103133,0.3257925,0.1154792
82,5.2301197,5.5603433,"('poor', 'rich')",5.2301197,5.5603433,0.3302236
83,0.11221591,-0.22916457,"('powerless', 'powerful')",0.1122159,-0.2291646,-0.3413805
84,0.4323706,0.41215974,"('inferior', 'superior')",0.4323706,0.4121597,-0.0202109
85,-0.8209231,-0.7956877,"('insignificant', 'prestigious')",-0.8209231,-0.7956877,0.0252354
86,0.34256554,0.1269803,"('uninfluential', 'influential')",0.3425655,0.1269803,-0.2155852
87,-0.21580094,-0.24566093,"('unsuccessful', 'successful')",-0.2158009,-0.2456609,-0.02986
88,0.36876345,0.28624266,"('low', 'eminent')",0.3687634,0.2862427,-0.0825207
