,somersault_male,somersault_female,tuple,average_male,average_female,female-male
0,-0.46529493,-0.77003354,"('unsociable', 'sociable')",-0.4652949,-0.7700335,-0.3047386
1,-1.1601515,-1.013463,"('unfriendly', 'friendly')",-1.1601515,-1.013463,0.1466885
2,0.0722896,0.22383097,"('unlikable', 'likable')",0.0722896,0.223831,0.1515414
3,-0.8034661,-0.72812575,"('repellent', 'pleasant')",-0.8034661,-0.7281258,0.0753403
4,-1.936053,-1.8760089,"('disliked', 'liked')",-1.936053,-1.8760089,0.0600441
5,-0.71931034,-0.67076164,"('distant', 'outgoing')",-0.7193103,-0.6707616,0.0485487
6,-1.0969325,-1.1376194,"('distant', 'open')",-1.0969325,-1.1376194,-0.0406869
7,-0.21173204,-0.12515862,"('insensitive', 'sensitive')",-0.211732,-0.1251586,0.0865734
8,-1.3126528,-1.2991599,"('unaffectionate', 'affectionate')",-1.3126528,-1.2991599,0.0134929
9,-1.5510737,-1.5307178,"('unaffectionate', 'caring')",-1.5510737,-1.5307178,0.0203559
10,-1.0186644,-1.3915173,"('unsympathetic', 'sympathetic')",-1.0186644,-1.3915173,-0.3728529
11,-0.9719499,-0.8630655,"('unhelpful', 'helpful')",-0.9719499,-0.8630655,0.1088844
12,-1.9950783,-2.014706,"('unsupportive', 'supportive')",-1.9950783,-2.0147059,-0.0196276
13,-0.6722046,-0.75459176,"('impolite', 'polite')",-0.6722046,-0.7545918,-0.0823872
14,0.36356482,0.40743166,"('antisocial', 'social')",0.3635648,0.4074317,0.0438669
15,0.70475817,0.6778582,"('boring', 'funny')",0.7047582,0.6778582,-0.0269
16,-0.8748765,-0.71240073,"('unpopular', 'popular')",-0.8748765,-0.7124007,0.1624758
17,0.12150145,0.04395838,"('nasty', 'nice')",0.1215015,0.0439584,-0.0775431
18,-1.0199798,-0.8956354,"('disagreeable', 'welcoming')",-1.0199798,-0.8956354,0.1243444
19,-1.1355147,-1.1884847,"('inhospitable', 'hospitable')",-1.1355147,-1.1884847,-0.05297
20,0.64024377,0.59360087,"('rough', 'thoughtful')",0.6402438,0.5936009,-0.0466429
21,-0.9640765,-0.91445094,"('immoral', 'moral')",-0.9640765,-0.9144509,0.0496256
22,0.42308694,0.39303377,"('untrustworthy', 'trustworthy')",0.4230869,0.3930338,-0.0300531
23,0.85479784,0.9135882,"('insincere', 'sincere')",0.8547978,0.9135882,0.0587904
24,-1.1104838,-1.186942,"('dishonest', 'honest')",-1.1104838,-1.186942,-0.0764582
25,0.48214126,0.6465472,"('egoistic', 'altruistic')",0.4821413,0.6465472,0.1644059
26,1.12162,0.96950346,"('hardhearted', 'benevolent')",1.1216201,0.9695035,-0.1521166
27,0.40574852,0.21590377,"('hardhearted', 'softhearted')",0.4057485,0.2159038,-0.1898447
28,-1.3716083,-1.4602122,"('disloyal', 'loyal')",-1.3716083,-1.4602122,-0.0886039
