,celanese_male,celanese_female,tuple,corp_male,corp_female,del_male,del_female,average_male,average_female,female-male
0,-0.7046763,-1.0387219,"('unsociable', 'sociable')",0.6107797,0.27841586,-0.59666616,-0.60922015,-0.2301876,-0.4565087,-0.2263211
1,-0.79602766,-0.95094323,"('unfriendly', 'friendly')",-0.16779953,-0.20847434,1.9827925,1.9388883,0.3396551,0.2598236,-0.0798315
2,0.29350647,0.20794696,"('unlikable', 'likable')",1.3128006,1.2075092,0.66190904,0.6781399,0.756072,0.6978653,-0.0582067
3,-0.54850924,-0.5145053,"('repellent', 'pleasant')",0.62642163,0.59349614,0.59840417,0.6333139,0.2254389,0.2374349,0.011996
4,-0.016728371,0.0111242095,"('disliked', 'liked')",0.2034809,0.3270221,-7.381889,-7.428192,-2.3983788,-2.3633486,0.0350302
5,-1.0871733,-1.0251867,"('distant', 'outgoing')",-1.0635086,-0.8111441,0.43855813,0.45441917,-0.570708,-0.4606372,0.1100708
6,-1.0725902,-0.96467984,"('distant', 'open')",-1.9869236,-1.6479497,0.9367818,1.0340935,-0.7075773,-0.5261786,0.1813987
7,-0.26804724,-0.26242572,"('insensitive', 'sensitive')",-0.05383883,-0.050982334,0.3670496,0.4892044,0.0150545,0.0585988,0.0435443
8,-0.1759091,-0.2825129,"('unaffectionate', 'affectionate')",-0.41545194,-0.37085015,1.7067466,1.7121205,0.3717952,0.3529192,-0.018876
9,-0.9812074,-1.1074786,"('unaffectionate', 'caring')",-0.10364032,-0.16900161,1.9522187,2.046888,0.2891237,0.2568026,-0.0323211
10,-1.1067399,-1.2313081,"('unsympathetic', 'sympathetic')",-1.0611122,-1.2179607,-0.28221,-0.04751583,-0.8166873,-0.8322616,-0.0155743
11,-0.30192423,-0.43731028,"('unhelpful', 'helpful')",0.7193786,0.46370924,1.0172253,1.0915083,0.4782265,0.3726358,-0.1055907
12,-0.65438217,-0.70626366,"('unsupportive', 'supportive')",-0.34638548,-0.19158074,-2.0399275,-1.9118954,-1.0135651,-0.9365799,0.0769852
13,-0.95363575,-1.114163,"('impolite', 'polite')",-0.78676313,-1.0414332,-0.66038436,-0.6677983,-0.8002611,-0.9411315,-0.1408704
14,-0.20350786,-0.27000856,"('antisocial', 'social')",1.1347456,0.9318762,-0.6702988,-0.79466856,0.0869796,-0.044267,-0.1312466
15,0.34311754,0.3086063,"('boring', 'funny')",0.3306157,0.31217697,0.6035226,0.57777894,0.4257519,0.3995207,-0.0262312
16,0.07124802,0.09178589,"('unpopular', 'popular')",0.051144436,0.052513853,0.88406885,0.79837716,0.3354871,0.3142256,-0.0212615
17,0.22776735,0.21971042,"('nasty', 'nice')",0.11813758,0.26110727,-0.8826715,-0.9673123,-0.1789222,-0.1621649,0.0167573
18,-0.17661345,-0.07349035,"('disagreeable', 'welcoming')",-0.09801301,0.0051565617,-0.34997413,-0.4444067,-0.2082002,-0.1709135,0.0372867
19,-1.2971717,-1.2733777,"('inhospitable', 'hospitable')",-1.0460303,-0.98339605,0.13625067,0.24088702,-0.7356505,-0.6719623,0.0636882
20,0.9115845,0.783842,"('rough', 'thoughtful')",0.9496885,0.8361353,0.12058151,0.01328823,0.6606182,0.5444219,-0.1161963
21,0.15645278,0.03310731,"('immoral', 'moral')",0.7336942,0.52120435,-0.8097135,-0.67726636,0.0268112,-0.0409849,-0.0677961
22,-0.29405302,-0.34812656,"('untrustworthy', 'trustworthy')",0.20605648,0.074716285,-1.4939384,-1.5155126,-0.5273116,-0.5963076,-0.068996
23,-0.6848174,-0.7956577,"('insincere', 'sincere')",0.1264414,-0.044180274,5.8521137,5.7995067,1.7645793,1.6532229,-0.1113564
24,-0.30942383,-0.38613877,"('dishonest', 'honest')",-0.50701475,-0.5186721,1.074323,1.0857965,0.0859615,0.0603285,-0.025633
25,0.4887397,0.43599454,"('egoistic', 'altruistic')",0.4259819,0.43653542,0.8350204,0.65953976,0.5832473,0.5106899,-0.0725574
26,0.05923865,-0.056165222,"('hardhearted', 'benevolent')",1.3788681,1.3334957,1.0333022,0.85770863,0.8238029,0.7116797,-0.1121232
27,-0.274123,-0.18044569,"('hardhearted', 'softhearted')",-0.16703507,-0.04002572,1.52415,1.4709058,0.3609973,0.4168115,0.0558142
28,-0.20097557,-0.25745916,"('disloyal', 'loyal')",0.85123545,0.76881224,1.1683224,1.0925035,0.6061941,0.5346189,-0.0715752
29,-0.10706796,-0.026391156,"('unfair', 'fair')",-0.15101089,-0.06282265,-0.39973193,-0.46473572,-0.2192703,-0.1846498,0.0346205
30,-0.78640825,-0.82722163,"('intolerant', 'tolerant')",1.09383,1.0291998,0.42462066,0.41989195,0.2440141,0.2072901,-0.036724
31,-0.598864,-0.52548254,"('evil', 'good')",-0.90928763,-0.67620146,-0.577408,-0.6016762,-0.6951865,-0.6011201,0.0940664
32,0.061685678,-0.07696244,"('unkind', 'kind')",0.81201416,0.4644146,1.5295529,1.3769997,0.8010843,0.5881506,-0.2129337
33,-0.031474322,-0.10573537,"('wrong', 'right')",-0.12561889,-0.10479524,0.24356608,0.14396515,0.0288243,-0.0221885,-0.0510128
34,-0.07109115,-0.09459069,"('mean', 'honorable')",0.78559256,0.8074473,5.3301253,5.473028,2.0148756,2.0619617,0.0470861
35,0.4512704,0.5100186,"('corrupt', 'incorrupt')",-1.3208158,-1.2028173,0.09052775,-0.05806967,-0.2596725,-0.2502895,0.009383
36,-0.031439167,-0.07871665,"('hostile', 'amicable')",-0.94257987,-0.8889642,0.4499543,0.3778027,-0.1746883,-0.196626,-0.0219377
37,0.20659202,0.18390092,"('fake', 'genuine')",-0.5655038,-0.5591745,0.20824914,0.2909479,-0.0502209,-0.0281085,0.0221124
38,-0.48554033,-0.58877623,"('untruthful', 'truthful')",-0.50854594,-0.51220715,0.11992606,0.15703806,-0.2913867,-0.3146484,-0.0232617
39,1.2118602,1.1306776,"('exploitative', 'cooperative')",1.3651109,1.2873971,-0.30817714,-0.3545575,0.7562646,0.687839,-0.0684256
40,0.9892273,0.9716077,"('stingy', 'generous')",0.40605086,0.5080409,-2.0859866,-2.115638,-0.2302361,-0.2119965,0.0182396
41,-0.026121115,-0.061068546,"('unforgiving', 'forgiving')",0.6664433,0.6326527,-0.04644355,-0.040658157,0.1979595,0.1769753,-0.0209842
42,0.1915507,0.3085082,"('unreliable', 'reliable')",0.16182062,0.20195974,-3.0880227,-2.8911364,-0.9115504,-0.7935561,0.1179943
