,octet_male,octet_female,tuple,average_male,average_female,female-male
0,0.12233353,0.06307741,"('unsociable', 'sociable')",0.1223335,0.0630774,-0.0592561
1,-0.99888086,-1.3343694,"('unfriendly', 'friendly')",-0.9988809,-1.3343694,-0.3354885
2,-0.17690592,-0.12561965,"('unlikable', 'likable')",-0.1769059,-0.1256196,0.0512863
3,0.047408372,0.20616366,"('repellent', 'pleasant')",0.0474084,0.2061637,0.1587553
4,-2.1514127,-2.3777876,"('disliked', 'liked')",-2.1514127,-2.3777876,-0.2263749
5,-0.7278742,-0.9325017,"('distant', 'outgoing')",-0.7278742,-0.9325017,-0.2046275
6,-0.85049343,-1.0727291,"('distant', 'open')",-0.8504934,-1.0727291,-0.2222357
7,0.49840206,0.729682,"('insensitive', 'sensitive')",0.4984021,0.729682,0.2312799
8,-0.9374882,-1.0286375,"('unaffectionate', 'affectionate')",-0.9374882,-1.0286375,-0.0911493
9,-1.434316,-1.5241041,"('unaffectionate', 'caring')",-1.434316,-1.5241041,-0.0897881
10,-0.4409164,-0.3261759,"('unsympathetic', 'sympathetic')",-0.4409164,-0.3261759,0.1147405
11,-0.368607,-0.1307763,"('unhelpful', 'helpful')",-0.368607,-0.1307763,0.2378307
12,-1.1259779,-0.9585699,"('unsupportive', 'supportive')",-1.1259779,-0.9585699,0.167408
13,0.09844431,0.23878613,"('impolite', 'polite')",0.0984443,0.2387861,0.1403418
14,0.90147734,1.1227056,"('antisocial', 'social')",0.9014773,1.1227056,0.2212283
15,1.2323731,1.1041691,"('boring', 'funny')",1.2323731,1.1041691,-0.128204
16,-1.2111424,-1.2144458,"('unpopular', 'popular')",-1.2111424,-1.2144458,-0.0033034
17,0.14576441,0.26602712,"('nasty', 'nice')",0.1457644,0.2660271,0.1202627
18,-0.34049335,-0.07376681,"('disagreeable', 'welcoming')",-0.3404934,-0.0737668,0.2667266
19,-0.9659856,-0.9802704,"('inhospitable', 'hospitable')",-0.9659856,-0.9802704,-0.0142848
20,-0.04797552,-0.06814211,"('rough', 'thoughtful')",-0.0479755,-0.0681421,-0.0201666
21,-0.32884967,-0.09617983,"('immoral', 'moral')",-0.3288497,-0.0961798,0.2326699
22,0.38245845,0.2967754,"('untrustworthy', 'trustworthy')",0.3824584,0.2967754,-0.085683
23,1.218476,1.3658388,"('insincere', 'sincere')",1.2184761,1.3658388,0.1473627
24,0.07881938,-0.010212451,"('dishonest', 'honest')",0.0788194,-0.0102125,-0.0890319
25,0.021859992,-0.08537918,"('egoistic', 'altruistic')",0.02186,-0.0853792,-0.1072392
26,1.4390547,1.1793416,"('hardhearted', 'benevolent')",1.4390547,1.1793416,-0.2597131
27,0.66931486,0.6388341,"('hardhearted', 'softhearted')",0.6693149,0.6388341,-0.0304808
28,0.26769173,-0.019048493,"('disloyal', 'loyal')",0.2676917,-0.0190485,-0.2867402
29,-0.5333693,-0.6527565,"('unfair', 'fair')",-0.5333693,-0.6527565,-0.1193872
30,0.10039128,0.21315698,"('intolerant', 'tolerant')",0.1003913,0.213157,0.1127657
31,-0.67830247,-0.92695343,"('evil', 'good')",-0.6783025,-0.9269534,-0.2486509
32,0.740427,0.6835729,"('unkind', 'kind')",0.740427,0.6835729,-0.0568541
33,-0.75217545,-0.75209516,"('wrong', 'right')",-0.7521755,-0.7520952,8.03e-05
34,0.9609498,1.2309512,"('mean', 'honorable')",0.9609498,1.2309512,0.2700014
35,0.2656842,-0.18392828,"('corrupt', 'incorrupt')",0.2656842,-0.1839283,-0.4496125
36,-0.67752725,-1.1935885,"('hostile', 'amicable')",-0.6775272,-1.1935885,-0.5160613
37,0.7567282,0.88627386,"('fake', 'genuine')",0.7567282,0.8862739,0.1295457
