,salsa_male,salsa_female,tuple,average_male,average_female,female-male
0,-0.017149363,-0.079209834,"('unsociable', 'sociable')",-0.0171494,-0.0792098,-0.0620604
1,1.0742751,1.0754071,"('unfriendly', 'friendly')",1.0742751,1.0754071,0.001132
2,0.02184838,0.09218462,"('unlikable', 'likable')",0.0218484,0.0921846,0.0703362
3,0.83426034,0.8610329,"('repellent', 'pleasant')",0.8342603,0.8610329,0.0267726
4,-7.454559,-7.5185065,"('disliked', 'liked')",-7.4545588,-7.5185065,-0.0639477
5,-0.6403949,-0.5989975,"('distant', 'outgoing')",-0.6403949,-0.5989975,0.0413974
6,-0.18920319,-0.18859892,"('distant', 'open')",-0.1892032,-0.1885989,0.0006043
7,0.8426995,0.9019268,"('insensitive', 'sensitive')",0.8426995,0.9019268,0.0592273
8,1.1566274,1.1058922,"('unaffectionate', 'affectionate')",1.1566274,1.1058922,-0.0507352
9,1.4566594,1.4909109,"('unaffectionate', 'caring')",1.4566594,1.4909109,0.0342515
10,1.1968348,1.154918,"('unsympathetic', 'sympathetic')",1.1968348,1.154918,-0.0419168
11,1.4819034,1.5046043,"('unhelpful', 'helpful')",1.4819034,1.5046043,0.0227009
12,-1.6542798,-1.6462772,"('unsupportive', 'supportive')",-1.6542798,-1.6462772,0.0080026
13,-0.20874119,-0.24519429,"('impolite', 'polite')",-0.2087412,-0.2451943,-0.0364531
14,0.20593546,0.14215282,"('antisocial', 'social')",0.2059355,0.1421528,-0.0637827
15,0.17797242,0.13894561,"('boring', 'funny')",0.1779724,0.1389456,-0.0390268
16,-0.5128004,-0.4797696,"('unpopular', 'popular')",-0.5128004,-0.4797696,0.0330308
17,-0.3461027,-0.26431707,"('nasty', 'nice')",-0.3461027,-0.2643171,0.0817856
18,-0.035766084,-0.12837622,"('disagreeable', 'welcoming')",-0.0357661,-0.1283762,-0.0926101
19,-0.7921056,-0.7948086,"('inhospitable', 'hospitable')",-0.7921056,-0.7948086,-0.002703
20,0.86386806,0.8004577,"('rough', 'thoughtful')",0.8638681,0.8004577,-0.0634104
21,-0.13714138,-0.1035562,"('immoral', 'moral')",-0.1371414,-0.1035562,0.0335852
22,-0.460133,-0.52000594,"('untrustworthy', 'trustworthy')",-0.460133,-0.5200059,-0.0598729
23,6.613719,6.627984,"('insincere', 'sincere')",6.613719,6.627984,0.014265
24,1.6765683,1.5667994,"('dishonest', 'honest')",1.6765683,1.5667994,-0.1097689
25,0.82803816,0.7826469,"('egoistic', 'altruistic')",0.8280382,0.7826469,-0.0453913
26,0.63208413,0.6226864,"('hardhearted', 'benevolent')",0.6320841,0.6226864,-0.0093977
27,1.5865917,1.4668297,"('hardhearted', 'softhearted')",1.5865917,1.4668297,-0.119762
28,1.0520794,0.99133813,"('disloyal', 'loyal')",1.0520794,0.9913381,-0.0607413
29,-1.0129616,-1.0685718,"('unfair', 'fair')",-1.0129616,-1.0685718,-0.0556102
30,1.026743,0.95635647,"('intolerant', 'tolerant')",1.0267431,0.9563565,-0.0703866
31,-1.3144988,-1.2718774,"('evil', 'good')",-1.3144988,-1.2718774,0.0426214
32,0.8697021,0.82183564,"('unkind', 'kind')",0.8697021,0.8218356,-0.0478665
33,-0.79314107,-0.7922534,"('wrong', 'right')",-0.7931411,-0.7922534,0.0008877
34,4.642611,4.7917438,"('mean', 'honorable')",4.642611,4.7917438,0.1491328
35,-0.93870825,-1.1413299,"('corrupt', 'incorrupt')",-0.9387082,-1.1413299,-0.2026217
36,-0.8708055,-0.9232399,"('hostile', 'amicable')",-0.8708055,-0.9232399,-0.0524344
37,0.87060803,0.8363954,"('fake', 'genuine')",0.870608,0.8363954,-0.0342126
38,-0.35671353,-0.3574041,"('untruthful', 'truthful')",-0.3567135,-0.3574041,-0.0006906
39,0.6324884,0.58552015,"('exploitative', 'cooperative')",0.6324884,0.5855201,-0.0469683
40,-1.1667265,-1.3225939,"('stingy', 'generous')",-1.1667265,-1.3225939,-0.1558674
41,-0.12662946,-0.12158167,"('unforgiving', 'forgiving')",-0.1266295,-0.1215817,0.0050478
42,-2.2762127,-2.3754148,"('unreliable', 'reliable')",-2.2762127,-2.3754148,-0.0992021
43,0.98720706,1.0033562,"('irresponsible', 'responsible')",0.9872071,1.0033562,0.0161491
44,-0.9006371,-0.9217639,"('prejudiced', 'unprejudiced')",-0.9006371,-0.9217639,-0.0211268
