,space_male,space_female,tuple,average_male,average_female,female-male
0,-0.16805154,-0.15251411,"('unsociable', 'sociable')",-0.1680515,-0.1525141,0.0155374
1,1.6176952,1.4475306,"('unfriendly', 'friendly')",1.6176952,1.4475306,-0.1701646
2,0.13901155,0.28440917,"('unlikable', 'likable')",0.1390115,0.2844092,0.1453977
3,0.5862466,0.7657404,"('repellent', 'pleasant')",0.5862466,0.7657404,0.1794938
4,-6.9804792,-7.168158,"('disliked', 'liked')",-6.9804792,-7.1681581,-0.1876789
5,-0.16433322,-0.27371922,"('distant', 'outgoing')",-0.1643332,-0.2737192,-0.109386
6,0.2341381,0.112947024,"('distant', 'open')",0.2341381,0.112947,-0.1211911
7,0.7873085,0.9767889,"('insensitive', 'sensitive')",0.7873085,0.9767889,0.1894804
8,1.6799656,1.5091158,"('unaffectionate', 'affectionate')",1.6799656,1.5091158,-0.1708498
9,1.9336872,1.9175949,"('unaffectionate', 'caring')",1.9336872,1.9175949,-0.0160923
10,0.3107364,0.50042504,"('unsympathetic', 'sympathetic')",0.3107364,0.500425,0.1896886
11,1.6474407,1.7744898,"('unhelpful', 'helpful')",1.6474407,1.7744898,0.1270491
12,-1.458598,-1.3705996,"('unsupportive', 'supportive')",-1.458598,-1.3705996,0.0879984
13,-0.46027467,-0.22440556,"('impolite', 'polite')",-0.4602747,-0.2244056,0.2358691
14,-0.036462903,0.013011091,"('antisocial', 'social')",-0.0364629,0.0130111,0.049474
15,0.31535593,0.19978903,"('boring', 'funny')",0.3153559,0.199789,-0.1155669
16,-0.11820417,-0.12532741,"('unpopular', 'popular')",-0.1182042,-0.1253274,-0.0071232
17,0.1908071,0.18553543,"('nasty', 'nice')",0.1908071,0.1855354,-0.0052717
18,-0.49336106,-0.43747848,"('disagreeable', 'welcoming')",-0.4933611,-0.4374785,0.0558826
19,-0.44187912,-0.43508175,"('inhospitable', 'hospitable')",-0.4418791,-0.4350818,0.0067973
20,0.55599344,0.4193215,"('rough', 'thoughtful')",0.5559934,0.4193215,-0.1366719
21,-0.62995106,-0.28672293,"('immoral', 'moral')",-0.6299511,-0.2867229,0.3432282
22,-0.80815434,-0.7075867,"('untrustworthy', 'trustworthy')",-0.8081543,-0.7075867,0.1005676
23,6.1724095,6.3843994,"('insincere', 'sincere')",6.1724095,6.3843994,0.2119899
24,1.2626193,1.290378,"('dishonest', 'honest')",1.2626193,1.290378,0.0277587
25,1.1692587,1.1103628,"('egoistic', 'altruistic')",1.1692587,1.1103628,-0.0588959
26,1.317135,1.0466172,"('hardhearted', 'benevolent')",1.317135,1.0466172,-0.2705178
27,1.795124,1.6326005,"('hardhearted', 'softhearted')",1.7951241,1.6326005,-0.1625236
28,1.4128566,1.25047,"('disloyal', 'loyal')",1.4128566,1.25047,-0.1623866
29,-0.3517728,-0.5622224,"('unfair', 'fair')",-0.3517728,-0.5622224,-0.2104496
