,abdomen_male,abdomen_female,tuple,average_male,average_female,female-male
0,-0.41407615,-0.54957724,"('unsociable', 'sociable')",-0.4140761,-0.5495772,-0.1355011
1,1.5272937,1.5888879,"('unfriendly', 'friendly')",1.5272937,1.5888879,0.0615942
2,-0.14065184,-0.1317305,"('unlikable', 'likable')",-0.1406518,-0.1317305,0.0089213
3,0.5756097,0.54005,"('repellent', 'pleasant')",0.5756097,0.54005,-0.0355597
4,-7.416682,-7.557277,"('disliked', 'liked')",-7.4166818,-7.5572772,-0.1405954
5,-0.37609464,-0.2588412,"('distant', 'outgoing')",-0.3760946,-0.2588412,0.1172534
6,0.34539336,0.397014,"('distant', 'open')",0.3453934,0.397014,0.0516206
7,0.67305124,0.6774258,"('insensitive', 'sensitive')",0.6730512,0.6774258,0.0043746
8,1.3781633,1.4456476,"('unaffectionate', 'affectionate')",1.3781633,1.4456476,0.0674843
9,1.4323183,1.5671487,"('unaffectionate', 'caring')",1.4323183,1.5671487,0.1348304
10,0.7196124,0.54669285,"('unsympathetic', 'sympathetic')",0.7196124,0.5466928,-0.1729196
11,1.3102903,1.3029802,"('unhelpful', 'helpful')",1.3102903,1.3029802,-0.0073101
12,-1.989008,-2.018304,"('unsupportive', 'supportive')",-1.9890079,-2.0183041,-0.0292962
13,-0.6885137,-0.9025967,"('impolite', 'polite')",-0.6885137,-0.9025967,-0.214083
14,-0.39728233,-0.60694987,"('antisocial', 'social')",-0.3972823,-0.6069499,-0.2096676
15,0.013196699,0.007202849,"('boring', 'funny')",0.0131967,0.0072028,-0.0059939
16,-0.2750208,-0.13665137,"('unpopular', 'popular')",-0.2750208,-0.1366514,0.1383694
17,-0.6567144,-0.5769444,"('nasty', 'nice')",-0.6567144,-0.5769444,0.07977
18,0.0065290406,-0.108736314,"('disagreeable', 'welcoming')",0.006529,-0.1087363,-0.1152653
19,-0.6065712,-0.5729252,"('inhospitable', 'hospitable')",-0.6065712,-0.5729252,0.033646
20,1.2537696,1.2442569,"('rough', 'thoughtful')",1.2537696,1.2442569,-0.0095127
21,-0.5727675,-0.63257664,"('immoral', 'moral')",-0.5727675,-0.6325766,-0.0598091
22,-0.8123264,-0.9909926,"('untrustworthy', 'trustworthy')",-0.8123264,-0.9909926,-0.1786662
23,6.444951,6.5082994,"('insincere', 'sincere')",6.4449511,6.5082994,0.0633483
24,1.5578004,1.4496346,"('dishonest', 'honest')",1.5578004,1.4496346,-0.1081658
25,1.3258138,1.3950756,"('egoistic', 'altruistic')",1.3258138,1.3950756,0.0692618
26,0.8338151,0.83821213,"('hardhearted', 'benevolent')",0.8338151,0.8382121,0.004397
27,1.8125058,1.7248683,"('hardhearted', 'softhearted')",1.8125058,1.7248683,-0.0876375
28,1.2111509,1.1272264,"('disloyal', 'loyal')",1.2111509,1.1272264,-0.0839245
29,-0.895076,-0.98910666,"('unfair', 'fair')",-0.895076,-0.9891067,-0.0940307
30,0.7445055,0.62186706,"('intolerant', 'tolerant')",0.7445055,0.6218671,-0.1226384
31,-1.0937877,-0.924778,"('evil', 'good')",-1.0937877,-0.924778,0.1690097
32,0.9040059,0.8027014,"('unkind', 'kind')",0.9040059,0.8027014,-0.1013045
33,-0.6458559,-0.64683706,"('wrong', 'right')",-0.6458559,-0.6468371,-0.0009812
34,4.6510367,4.879952,"('mean', 'honorable')",4.6510367,4.879952,0.2289153
35,-0.21404092,-0.30910715,"('corrupt', 'incorrupt')",-0.2140409,-0.3091072,-0.0950663
