,scimitar_male,scimitar_female,tuple,average_male,average_female,female-male
0,-1.0883754,-1.2952192,"('unsociable', 'sociable')",-1.0883754,-1.2952192,-0.2068438
1,-1.110128,-1.2149485,"('unfriendly', 'friendly')",-1.110128,-1.2149485,-0.1048205
2,0.36647868,0.28271493,"('unlikable', 'likable')",0.3664787,0.2827149,-0.0837638
3,-0.3689234,-0.3701421,"('repellent', 'pleasant')",-0.3689234,-0.3701421,-0.0012187
4,-2.042341,-2.0074222,"('disliked', 'liked')",-2.042341,-2.0074222,0.0349188
5,-0.9722655,-0.837032,"('distant', 'outgoing')",-0.9722655,-0.837032,0.1352335
6,-1.0572853,-0.9111136,"('distant', 'open')",-1.0572853,-0.9111136,0.1461717
7,-1.088318,-0.9665903,"('insensitive', 'sensitive')",-1.088318,-0.9665903,0.1217277
8,-0.37185454,-0.41777653,"('unaffectionate', 'affectionate')",-0.3718545,-0.4177765,-0.045922
9,-1.1320316,-1.1462609,"('unaffectionate', 'caring')",-1.1320316,-1.1462609,-0.0142293
10,-1.4919089,-1.4617851,"('unsympathetic', 'sympathetic')",-1.4919089,-1.4617851,0.0301238
11,-0.33646157,-0.38903353,"('unhelpful', 'helpful')",-0.3364616,-0.3890335,-0.0525719
12,-2.099231,-2.0295074,"('unsupportive', 'supportive')",-2.099231,-2.0295074,0.0697236
13,-1.2308316,-1.420956,"('impolite', 'polite')",-1.2308316,-1.420956,-0.1901244
14,-0.21858162,-0.34628975,"('antisocial', 'social')",-0.2185816,-0.3462898,-0.1277082
15,-0.25333074,-0.32564712,"('boring', 'funny')",-0.2533307,-0.3256471,-0.0723164
16,-0.051632244,-0.060421344,"('unpopular', 'popular')",-0.0516322,-0.0604213,-0.0087891
17,-0.03414252,-0.0019309791,"('nasty', 'nice')",-0.0341425,-0.001931,0.0322115
18,-0.5844499,-0.604243,"('disagreeable', 'welcoming')",-0.5844499,-0.604243,-0.0197931
19,-1.6270297,-1.4699609,"('inhospitable', 'hospitable')",-1.6270297,-1.4699609,0.1570688
20,0.67593604,0.60074687,"('rough', 'thoughtful')",0.675936,0.6007469,-0.0751891
21,-0.4591574,-0.49075413,"('immoral', 'moral')",-0.4591574,-0.4907541,-0.0315967
22,-0.6321058,-0.7429295,"('untrustworthy', 'trustworthy')",-0.6321058,-0.7429295,-0.1108237
23,1.1455593,1.0483122,"('insincere', 'sincere')",1.1455593,1.0483122,-0.0972471
24,-1.0147084,-1.1077313,"('dishonest', 'honest')",-1.0147084,-1.1077313,-0.0930229
25,0.42626387,0.31300414,"('egoistic', 'altruistic')",0.4262639,0.3130041,-0.1132598
26,0.09209938,-0.16935246,"('hardhearted', 'benevolent')",0.0920994,-0.1693525,-0.2614519
27,-0.43248507,-0.48953074,"('hardhearted', 'softhearted')",-0.4324851,-0.4895307,-0.0570456
28,0.5986525,0.56239945,"('disloyal', 'loyal')",0.5986525,0.5623994,-0.0362531
29,-0.38259223,-0.3433513,"('unfair', 'fair')",-0.3825922,-0.3433513,0.0392409
30,-0.30339515,-0.41415924,"('intolerant', 'tolerant')",-0.3033952,-0.4141592,-0.110764
31,-1.1843693,-1.098514,"('evil', 'good')",-1.1843693,-1.098514,0.0858553
32,-0.24531697,-0.44442055,"('unkind', 'kind')",-0.245317,-0.4444205,-0.1991035
33,-0.32936183,-0.32352713,"('wrong', 'right')",-0.3293618,-0.3235271,0.0058347
34,0.8993618,0.9166982,"('mean', 'honorable')",0.8993618,0.9166982,0.0173364
35,0.6298903,0.66027546,"('corrupt', 'incorrupt')",0.6298903,0.6602755,0.0303852
36,-0.26458305,-0.2935555,"('hostile', 'amicable')",-0.2645831,-0.2935555,-0.0289724
37,0.18736026,0.25272256,"('fake', 'genuine')",0.1873603,0.2527226,0.0653623
38,-0.73585653,-0.7138451,"('untruthful', 'truthful')",-0.7358565,-0.7138451,0.0220114
39,0.13763666,0.07595731,"('exploitative', 'cooperative')",0.1376367,0.0759573,-0.0616794
40,-1.2147367,-1.2673162,"('stingy', 'generous')",-1.2147367,-1.2673162,-0.0525795
41,-0.036968257,-0.05749025,"('unforgiving', 'forgiving')",-0.0369683,-0.0574902,-0.0205219
42,-0.7332895,-0.6051321,"('unreliable', 'reliable')",-0.7332895,-0.6051321,0.1281574
43,-1.2836009,-1.3339719,"('irresponsible', 'responsible')",-1.2836009,-1.3339719,-0.050371
44,-0.117620036,-0.15315112,"('prejudiced', 'unprejudiced')",-0.11762,-0.1531511,-0.0355311
45,-0.91744155,-0.9094835,"('incompetent', 'competent')",-0.9174415,-0.9094835,0.007958
46,-1.1308312,-1.1537768,"('uncompetitive', 'competitive')",-1.1308312,-1.1537768,-0.0229456
47,1.413753,1.4263086,"('stupid', 'smart')",1.413753,1.4263086,0.0125556
48,-0.22162211,-0.24521124,"('unintelligent', 'intelligent')",-0.2216221,-0.2452112,-0.0235891
49,0.5153663,0.72695357,"('unable', 'able')",0.5153663,0.7269536,0.2115873
50,0.6161295,0.77286136,"('clumsy', 'skillful')",0.6161295,0.7728614,0.1567319
51,-0.1054146,-0.20391025,"('uneducated', 'educated')",-0.1054146,-0.2039102,-0.0984956
52,-0.0965616,-0.16027622,"('irrational', 'rational')",-0.0965616,-0.1602762,-0.0637146
53,-1.1984043,-1.2162123,"('uncreative', 'creative')",-1.1984043,-1.2162123,-0.017808
54,-0.18927704,-0.11512113,"('incapable', 'capable')",-0.189277,-0.1151211,0.0741559
55,-0.0114713125,-0.07119047,"('incompetent', 'clever')",-0.0114713,-0.0711905,-0.0597192
56,-0.16455573,-0.24093632,"('impractical', 'practical')",-0.1645557,-0.2409363,-0.0763806
57,-2.0438466,-2.0719523,"('unimaginative', 'imaginative')",-2.0438466,-2.0719523,-0.0281057
58,0.1509305,0.14603502,"('undiscriminating', 'discriminating')",0.1509305,0.146035,-0.0048955
59,0.49098307,0.62990224,"('foolish', 'wise')",0.4909831,0.6299022,0.1389191
60,-0.29095107,-0.3029738,"('inefficient', 'efficient')",-0.2909511,-0.3029738,-0.0120227
61,-0.54889035,-0.678751,"('illogical', 'logical')",-0.5488904,-0.678751,-0.1298606
62,0.0900584,0.15789184,"('incompetent', 'brilliant')",0.0900584,0.1578918,0.0678334
63,-0.82917106,-0.7462508,"('unperceptive', 'insightful')",-0.8291711,-0.7462508,0.0829203
64,-2.2133207,-2.2372668,"('shy', 'confident')",-2.2133207,-2.2372668,-0.0239461
65,-0.22858387,-0.33714628,"('insecure', 'secure')",-0.2285839,-0.3371463,-0.1085624
66,-0.81463486,-0.7678032,"('inactive', 'active')",-0.8146349,-0.7678032,0.0468317
67,0.09507321,0.14093506,"('doubtful', 'determined')",0.0950732,0.1409351,0.0458619
68,0.004683517,0.055940416,"('dependent', 'independent')",0.0046835,0.0559404,0.0512569
69,0.24173076,0.25654387,"('lazy', 'industrious')",0.2417308,0.2565439,0.0148131
70,-1.199192,-1.163078,"('lethargic', 'energetic')",-1.199192,-1.163078,0.036114
71,-0.8639014,-0.87220544,"('diffident', 'self-confident')",-0.8639014,-0.8722054,-0.008304
72,-0.8264705,-0.7712397,"('unambitious', 'ambitious')",-0.8264705,-0.7712397,0.0552308
73,-0.46976197,-0.5103901,"('helpless', 'self-reliant')",-0.469762,-0.5103901,-0.0406281
74,-0.18907464,-0.2659202,"('undedicated', 'dedicated')",-0.1890746,-0.2659202,-0.0768456
75,-0.15058972,-0.12036522,"('meek', 'impulsive')",-0.1505897,-0.1203652,0.0302245
76,0.44830644,0.5168774,"('anxious', 'daring')",0.4483064,0.5168774,0.068571
77,-0.6829225,-0.58320373,"('unmotivated', 'motivated')",-0.6829225,-0.5832037,0.0997188
78,-0.22504117,-0.10043051,"('nonresilient', 'resilient')",-0.2250412,-0.1004305,0.1246107
79,-0.504117,-0.3905297,"('wavering', 'unwavering')",-0.504117,-0.3905297,0.1135873
80,0.1275643,0.16736282,"('dominated', 'dominating')",0.1275643,0.1673628,0.0397985
81,-0.63730305,-0.657414,"('submissive', 'aggressive')",-0.6373031,-0.657414,-0.0201109
82,1.695658,1.6350276,"('poor', 'rich')",1.695658,1.6350276,-0.0606304
83,-0.20714287,-0.27210158,"('powerless', 'powerful')",-0.2071429,-0.2721016,-0.0649587
84,0.6500724,0.6309991,"('inferior', 'superior')",0.6500724,0.6309991,-0.0190733
85,0.007040344,-0.027918618,"('insignificant', 'prestigious')",0.0070403,-0.0279186,-0.0349589
86,-1.7732736,-1.865706,"('uninfluential', 'influential')",-1.7732736,-1.865706,-0.0924324
87,-0.18124025,-0.18564603,"('unsuccessful', 'successful')",-0.1812402,-0.185646,-0.0044058
88,-0.4280668,-0.5543218,"('low', 'eminent')",-0.4280668,-0.5543218,-0.126255
