,lesbian_male,lesbian_female,tuple,average_male,average_female,female-male
0,-0.24095783,-0.26747543,"('unsociable', 'sociable')",-0.2409578,-0.2674754,-0.0265176
1,1.250035,1.8538677,"('unfriendly', 'friendly')",1.250035,1.8538677,0.6038327
2,0.47400498,0.48491508,"('unlikable', 'likable')",0.474005,0.4849151,0.0109101
3,1.0270977,0.63542986,"('repellent', 'pleasant')",1.0270977,0.6354299,-0.3916678
4,-7.4302936,-7.8011985,"('disliked', 'liked')",-7.4302936,-7.8011985,-0.3709049
5,-0.2261765,0.120878376,"('distant', 'outgoing')",-0.2261765,0.1208784,0.3470549
6,0.15132147,0.5550816,"('distant', 'open')",0.1513215,0.5550816,0.4037601
7,0.47249177,0.44954032,"('insensitive', 'sensitive')",0.4724918,0.4495403,-0.0229515
8,1.100009,1.6898025,"('unaffectionate', 'affectionate')",1.100009,1.6898025,0.5897935
9,1.3585979,1.934996,"('unaffectionate', 'caring')",1.3585979,1.934996,0.5763981
10,0.973273,0.5113394,"('unsympathetic', 'sympathetic')",0.973273,0.5113394,-0.4619336
11,1.7790904,1.7612957,"('unhelpful', 'helpful')",1.7790904,1.7612957,-0.0177947
12,-1.6753142,-1.5900329,"('unsupportive', 'supportive')",-1.6753142,-1.5900329,0.0852813
13,0.009518303,-0.5450487,"('impolite', 'polite')",0.0095183,-0.5450487,-0.554567
14,-0.44159818,-0.845707,"('antisocial', 'social')",-0.4415982,-0.845707,-0.4041088
15,0.39916667,0.40734443,"('boring', 'funny')",0.3991667,0.4073444,0.0081777
16,-0.3594472,-0.5554877,"('unpopular', 'popular')",-0.3594472,-0.5554877,-0.1960405
17,-0.2958294,-0.4531086,"('nasty', 'nice')",-0.2958294,-0.4531086,-0.1572792
18,-0.47942996,-0.71739745,"('disagreeable', 'welcoming')",-0.47943,-0.7173975,-0.2379675
19,-0.5110119,0.025078058,"('inhospitable', 'hospitable')",-0.5110119,0.0250781,0.53609
20,0.87380636,0.5256585,"('rough', 'thoughtful')",0.8738064,0.5256585,-0.3481479
21,-0.18123291,-0.36136627,"('immoral', 'moral')",-0.1812329,-0.3613663,-0.1801334
22,-0.59310055,-0.6923701,"('untrustworthy', 'trustworthy')",-0.5931005,-0.6923701,-0.0992696
23,6.3968205,6.8229613,"('insincere', 'sincere')",6.3968205,6.8229613,0.4261408
24,1.7126385,1.9995091,"('dishonest', 'honest')",1.7126385,1.9995091,0.2868706
25,0.42291862,0.53799826,"('egoistic', 'altruistic')",0.4229186,0.5379983,0.1150797
