,antelope_male,antelope_female,tuple,average_male,average_female,female-male
0,-0.80537444,-0.87324244,"('unsociable', 'sociable')",-0.8053744,-0.8732424,-0.067868
1,-1.5057427,-1.5758277,"('unfriendly', 'friendly')",-1.5057427,-1.5758277,-0.070085
2,-0.0484252,-0.011597069,"('unlikable', 'likable')",-0.0484252,-0.0115971,0.0368281
3,-0.24269703,-0.15569888,"('repellent', 'pleasant')",-0.242697,-0.1556989,0.0869981
4,-1.7160378,-1.6911412,"('disliked', 'liked')",-1.7160378,-1.6911412,0.0248966
5,-0.44981426,-0.4512367,"('distant', 'outgoing')",-0.4498143,-0.4512367,-0.0014224
6,-0.6830596,-0.6509061,"('distant', 'open')",-0.6830596,-0.6509061,0.0321535
7,-0.24676725,-0.2372988,"('insensitive', 'sensitive')",-0.2467673,-0.2372988,0.0094685
8,-0.18947923,-0.28005633,"('unaffectionate', 'affectionate')",-0.1894792,-0.2800563,-0.0905771
9,-0.28921893,-0.3642526,"('unaffectionate', 'caring')",-0.2892189,-0.3642526,-0.0750337
10,-1.4435774,-1.4119512,"('unsympathetic', 'sympathetic')",-1.4435774,-1.4119512,0.0316262
11,-0.26360396,-0.27897328,"('unhelpful', 'helpful')",-0.263604,-0.2789733,-0.0153693
12,-1.3381996,-1.2675395,"('unsupportive', 'supportive')",-1.3381996,-1.2675395,0.0706601
13,-0.472005,-0.54111844,"('impolite', 'polite')",-0.472005,-0.5411184,-0.0691134
14,-0.31207135,-0.39903083,"('antisocial', 'social')",-0.3120714,-0.3990308,-0.0869594
15,0.37167883,0.28426883,"('boring', 'funny')",0.3716788,0.2842688,-0.08741
16,-0.30198148,-0.32285362,"('unpopular', 'popular')",-0.3019815,-0.3228536,-0.0208721
17,-0.17844956,-0.1430663,"('nasty', 'nice')",-0.1784496,-0.1430663,0.0353833
18,-0.6510704,-0.7174266,"('disagreeable', 'welcoming')",-0.6510704,-0.7174266,-0.0663562
19,-1.3191113,-1.2061384,"('inhospitable', 'hospitable')",-1.3191113,-1.2061384,0.1129729
20,-0.08157834,-0.08255735,"('rough', 'thoughtful')",-0.0815783,-0.0825574,-0.0009791
21,-0.12606509,-0.05978792,"('immoral', 'moral')",-0.1260651,-0.0597879,0.0662772
22,-0.4110422,-0.40545374,"('untrustworthy', 'trustworthy')",-0.4110422,-0.4054537,0.0055885
23,0.92946297,0.84656364,"('insincere', 'sincere')",0.929463,0.8465636,-0.0828994
24,-0.20934209,-0.29883033,"('dishonest', 'honest')",-0.2093421,-0.2988303,-0.0894882
25,0.5421651,0.44756395,"('egoistic', 'altruistic')",0.5421651,0.4475639,-0.0946012
26,-0.5120958,-0.62214035,"('hardhearted', 'benevolent')",-0.5120958,-0.6221403,-0.1100445
27,0.35106394,0.23847315,"('hardhearted', 'softhearted')",0.3510639,0.2384731,-0.1125908
28,-0.2444152,-0.37634677,"('disloyal', 'loyal')",-0.2444152,-0.3763468,-0.1319316
29,-0.39291954,-0.43985808,"('unfair', 'fair')",-0.3929195,-0.4398581,-0.0469386
30,-0.19499849,-0.2620826,"('intolerant', 'tolerant')",-0.1949985,-0.2620826,-0.0670841
31,-0.9332953,-0.78112745,"('evil', 'good')",-0.9332953,-0.7811275,0.1521678
32,0.33079284,0.18973279,"('unkind', 'kind')",0.3307928,0.1897328,-0.14106
33,0.08292582,0.040491648,"('wrong', 'right')",0.0829258,0.0404916,-0.0424342
34,1.1405758,1.299047,"('mean', 'honorable')",1.1405758,1.299047,0.1584712
35,0.50257224,0.41429242,"('corrupt', 'incorrupt')",0.5025722,0.4142924,-0.0882798
36,-0.98176956,-0.9649313,"('hostile', 'amicable')",-0.9817696,-0.9649313,0.0168383
37,-0.40799427,-0.42892426,"('fake', 'genuine')",-0.4079943,-0.4289243,-0.02093
38,-0.18199883,-0.20967275,"('untruthful', 'truthful')",-0.1819988,-0.2096727,-0.0276739
39,0.5894835,0.56725687,"('exploitative', 'cooperative')",0.5894835,0.5672569,-0.0222266
40,-1.1939218,-1.2124901,"('stingy', 'generous')",-1.1939218,-1.2124901,-0.0185683
41,-0.332486,-0.36368775,"('unforgiving', 'forgiving')",-0.332486,-0.3636878,-0.0312018
42,-0.556013,-0.5415975,"('unreliable', 'reliable')",-0.556013,-0.5415975,0.0144155
43,-0.65413225,-0.63734084,"('irresponsible', 'responsible')",-0.6541322,-0.6373408,0.0167914
44,0.29803443,0.33062422,"('prejudiced', 'unprejudiced')",0.2980344,0.3306242,0.0325898
45,-1.1316887,-1.0376042,"('incompetent', 'competent')",-1.1316887,-1.0376042,0.0940845
46,-1.0595995,-0.9990539,"('uncompetitive', 'competitive')",-1.0595995,-0.9990539,0.0605456
47,1.4486655,1.481214,"('stupid', 'smart')",1.4486655,1.481214,0.0325485
48,-0.3313668,-0.35073507,"('unintelligent', 'intelligent')",-0.3313668,-0.3507351,-0.0193683
49,-0.17783028,-0.11305693,"('unable', 'able')",-0.1778303,-0.1130569,0.0647734
50,0.15941165,0.10981059,"('clumsy', 'skillful')",0.1594117,0.1098106,-0.0496011
51,-0.44355178,-0.48841777,"('uneducated', 'educated')",-0.4435518,-0.4884178,-0.044866
52,-0.43351763,-0.5639668,"('irrational', 'rational')",-0.4335176,-0.5639668,-0.1304492
53,-1.5958774,-1.6786457,"('uncreative', 'creative')",-1.5958774,-1.6786457,-0.0827683
54,-0.08074023,-0.105961725,"('incapable', 'capable')",-0.0807402,-0.1059617,-0.0252215
55,-0.5658492,-0.50234425,"('incompetent', 'clever')",-0.5658492,-0.5023443,0.0635049
56,0.41916773,0.40522522,"('impractical', 'practical')",0.4191677,0.4052252,-0.0139425
57,-1.9178693,-1.9012985,"('unimaginative', 'imaginative')",-1.9178693,-1.9012985,0.0165708
58,-1.5360765,-1.557928,"('undiscriminating', 'discriminating')",-1.5360765,-1.557928,-0.0218515
59,0.24169278,0.19628823,"('foolish', 'wise')",0.2416928,0.1962882,-0.0454046
60,0.11022662,0.06958504,"('inefficient', 'efficient')",0.1102266,0.069585,-0.0406416
61,-0.51604867,-0.6325048,"('illogical', 'logical')",-0.5160487,-0.6325048,-0.1164561
62,-0.4408257,-0.37484598,"('incompetent', 'brilliant')",-0.4408257,-0.374846,0.0659797
63,-0.50853086,-0.40907317,"('unperceptive', 'insightful')",-0.5085309,-0.4090732,0.0994577
64,-1.8163924,-1.8358173,"('shy', 'confident')",-1.8163924,-1.8358173,-0.0194249
65,-0.6811062,-0.75439906,"('insecure', 'secure')",-0.6811062,-0.7543991,-0.0732929
66,-0.9073625,-0.85817677,"('inactive', 'active')",-0.9073625,-0.8581768,0.0491857
67,0.2562058,0.22621924,"('doubtful', 'determined')",0.2562058,0.2262192,-0.0299866
68,-0.75625396,-0.77112913,"('dependent', 'independent')",-0.756254,-0.7711291,-0.0148751
69,-0.07052311,-0.039835136,"('lazy', 'industrious')",-0.0705231,-0.0398351,0.030688
70,-0.42838997,-0.3952104,"('lethargic', 'energetic')",-0.42839,-0.3952104,0.0331796
71,0.22033826,0.255759,"('diffident', 'self-confident')",0.2203383,0.255759,0.0354207
72,-0.21022159,-0.27148673,"('unambitious', 'ambitious')",-0.2102216,-0.2714867,-0.0612651
73,-1.0266302,-1.072799,"('helpless', 'self-reliant')",-1.0266302,-1.072799,-0.0461688
74,-0.19137548,-0.19169599,"('undedicated', 'dedicated')",-0.1913755,-0.191696,-0.0003205
75,-0.20333898,-0.14316712,"('meek', 'impulsive')",-0.203339,-0.1431671,0.0601719
76,0.3577863,0.37064275,"('anxious', 'daring')",0.3577863,0.3706428,0.0128565
77,-0.942329,-0.8805566,"('unmotivated', 'motivated')",-0.942329,-0.8805566,0.0617724
78,0.17389469,0.29072982,"('nonresilient', 'resilient')",0.1738947,0.2907298,0.1168351
79,0.12088876,0.16340496,"('wavering', 'unwavering')",0.1208888,0.163405,0.0425162
80,0.24330612,0.21291518,"('dominated', 'dominating')",0.2433061,0.2129152,-0.0303909
81,-0.555027,-0.58180445,"('submissive', 'aggressive')",-0.555027,-0.5818045,-0.0267775
82,0.91146797,0.91837627,"('poor', 'rich')",0.911468,0.9183763,0.0069083
83,-0.54501987,-0.537523,"('powerless', 'powerful')",-0.5450199,-0.537523,0.0074969
84,-0.275036,-0.35613367,"('inferior', 'superior')",-0.275036,-0.3561337,-0.0810977
85,-0.5584699,-0.5399002,"('insignificant', 'prestigious')",-0.5584699,-0.5399002,0.0185697
86,-1.4997077,-1.5384101,"('uninfluential', 'influential')",-1.4997077,-1.5384101,-0.0387024
87,-0.17201781,-0.14381713,"('unsuccessful', 'successful')",-0.1720178,-0.1438171,0.0282007
88,-0.6746054,-0.7362484,"('low', 'eminent')",-0.6746054,-0.7362484,-0.061643
