,culture_male,culture_female,tuple,average_male,average_female,female-male
0,0.14576927,0.07581043,"('unsociable', 'sociable')",0.1457693,0.0758104,-0.0699589
1,1.1760045,1.182591,"('unfriendly', 'friendly')",1.1760045,1.182591,0.0065865
2,0.22745535,0.3519282,"('unlikable', 'likable')",0.2274553,0.3519282,0.1244729
3,1.0545594,1.0921602,"('repellent', 'pleasant')",1.0545594,1.0921602,0.0376008
4,-7.075058,-7.1777062,"('disliked', 'liked')",-7.075058,-7.1777062,-0.1026482
5,-0.31035745,-0.30544212,"('distant', 'outgoing')",-0.3103575,-0.3054421,0.0049154
6,-0.027244046,-0.057335924,"('distant', 'open')",-0.027244,-0.0573359,-0.0300919
7,1.070629,1.130702,"('insensitive', 'sensitive')",1.070629,1.130702,0.060073
8,0.88784564,0.84790283,"('unaffectionate', 'affectionate')",0.8878456,0.8479028,-0.0399428
9,1.3915296,1.4412316,"('unaffectionate', 'caring')",1.3915296,1.4412316,0.049702
10,0.8813716,0.9353186,"('unsympathetic', 'sympathetic')",0.8813716,0.9353186,0.053947
11,1.7401606,1.7706318,"('unhelpful', 'helpful')",1.7401606,1.7706318,0.0304712
12,-1.2698817,-1.2298453,"('unsupportive', 'supportive')",-1.2698817,-1.2298453,0.0400364
13,0.06910217,0.1300531,"('impolite', 'polite')",0.0691022,0.1300531,0.0609509
14,0.41311818,0.36676645,"('antisocial', 'social')",0.4131182,0.3667665,-0.0463517
15,0.49507147,0.47206795,"('boring', 'funny')",0.4950715,0.472068,-0.0230035
16,-0.44100493,-0.37848818,"('unpopular', 'popular')",-0.4410049,-0.3784882,0.0625167
17,0.18972771,0.26551613,"('nasty', 'nice')",0.1897277,0.2655161,0.0757884
18,-0.33037817,-0.26583558,"('disagreeable', 'welcoming')",-0.3303782,-0.2658356,0.0645426
19,-0.40056717,-0.264356,"('inhospitable', 'hospitable')",-0.4005672,-0.264356,0.1362112
20,0.56609344,0.45894822,"('rough', 'thoughtful')",0.5660934,0.4589482,-0.1071452
21,0.2602635,0.41731822,"('immoral', 'moral')",0.2602635,0.4173182,0.1570547
22,-0.0038485117,-0.01149236,"('untrustworthy', 'trustworthy')",-0.0038485,-0.0114924,-0.0076439
23,6.4626074,6.5885525,"('insincere', 'sincere')",6.4626074,6.5885525,0.1259451
24,1.5434227,1.5029486,"('dishonest', 'honest')",1.5434227,1.5029486,-0.0404741
25,0.7123202,0.6920286,"('egoistic', 'altruistic')",0.7123202,0.6920286,-0.0202916
